_id,id,device_id,record_oid,count_start_date,Day_start,Month_start,Year_start,count_end_date,Day_end,Month_end,Year_end,average_daily_car_traffic,counter_number,counter_type,speed_limit,max_speed,median_speed,percent_over_limit,speed85_percent,speed95_percent,longitude,latitude,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone
64,1715881199,134,892947564,2019-08-30T00:00:00Z,30,08,2019,2019-09-09T00:00:00Z,09,09,2019,781,12,StatTrak,25,,24,35,28,31,-79.91884232,40.44270124,Squirrel Hill North,8,14,42003140300,3,14,4,2-18
66,1719894567,52,647961876,2019-01-02T00:00:00Z,02,01,2019,2019-01-10T00:00:00Z,10,01,2019,5490,13,StatTrak,25,,33,96,37,39,-79.91556754,40.43463262,Squirrel Hill South,5,14,42003140800,3,14,4,2-21
69,1764179882,218,2070392086,2019-11-22T00:00:00Z,22,11,2019,2019-12-04T00:00:00Z,04,12,2019,4016,3,StatTrak,25,,33,95,37,40,-79.94220469,40.4807247,Stanton Heights,9,10,42003101800,2,10,5,3-5
70,1767041391,217,1950664877,2019-11-22T00:00:00Z,22,11,2019,2019-12-04T00:00:00Z,04,12,2019,6090,2,StatTrak,25,,30,76,35,38,-79.93672854,40.48122548,Stanton Heights,7,10,42003101800,2,10,5,3-7
71,1768576138,75,648748382,2019-03-22T00:00:00Z,22,03,2019,2019-03-29T00:00:00Z,29,03,2019,9405,11,StatTrak,25,,39,98,45,50,-80.02854943,40.45486521,Manchester,6,21,42003210700,1,21,1,1-8
72,1778941167,171,755918726,2019-08-01T00:00:00Z,01,08,2019,2019-08-09T00:00:00Z,09,08,2019,8243,5,StatTrak,25,,31,92,36,39,-79.98340694,40.42169397,South Side Slopes,3,17,42003170600,3,17,3,4-3
74,1783830298,99,644311719,2019-05-28T00:00:00Z,28,05,2019,2019-06-05T00:00:00Z,05,06,2019,927,2,StatTrak,25,,22,26,28,32,-79.9358625,40.439286,Squirrel Hill North,8,14,42003140100,3,14,4,2-8
76,181106020,184,2107178505,2019-09-09T00:00:00Z,09,09,2019,2019-09-17T00:00:00Z,17,09,2019,763,14,StatTrak,25,,22,20,27,30,-80.02645665,40.40951121,Beechview,4,19,42003191600,5,19,6,4-28
79,1838413170,208,367296608,2019-11-14T00:00:00Z,14,11,2019,2019-12-04T00:00:00Z,04,12,2019,317,4,StatTrak,25,,22,21,27,30,-79.91835449,40.47036337,Highland Park,7,11,42003110600,2,11,5,3-9
80,1858604360,43,1603853069,2018-12-04T00:00:00Z,04,12,2018,2018-12-08T00:00:00Z,08,12,2018,768,2,StatTrak,25,20,19.3,0,19.5,19.8,-79.96113978,40.45873516,Polish Hill,7,6,42003060500,6,6,2,2-6
82,1890248654,182,414168419,2019-09-09T00:00:00Z,09,09,2019,2019-09-17T00:00:00Z,17,09,2019,1410,11,StatTrak,25,,18,1,20,22,-80.01451118,40.48540243,Perry North,1,26,42003260700,1,26,1,1-15
83,1892724639,206,1551520471,2019-11-14T00:00:00Z,14,11,2019,2019-11-22T00:00:00Z,22,11,2019,2450,3,StatTrak,25,,25,43,29,32,-79.93147351,40.4350968,Squirrel Hill South,5,14,42003141300,3,14,4,2-21
85,1909253901,200,382287114,2019-11-04T00:00:00Z,04,11,2019,2019-11-13T00:00:00Z,13,11,2019,416,3,StatTrak,25,,22,21,27,30,-79.93259811,40.44978768,Shadyside,8,7,42003070300,2,7,4,3-22
87,1920331937,57,951153209,2019-01-24T00:00:00Z,24,01,2019,2019-01-27T00:00:00Z,27,01,2019,5151,,StatTrak,25,,30,82,36,40,-79.91268541,40.46014717,Larimer,9,12,42003120800,2,12,5,3-10
89,1927765267,220,2128886737,2019-12-12T00:00:00Z,12,12,2019,2019-12-24T00:00:00Z,24,12,2019,4550,3,StatTrak,25,,28,77,32,35,-79.95546822,40.44952206,North Oakland,8,4,42003562000,3,4,4,2-7
94,1949792833,34,423973251,2019-04-19T00:00:00Z,19,04,2019,2019-04-26T00:00:00Z,26,04,2019,13788,5,StatTrak,25,,38,98,45,50,-79.87884462,40.45609866,East Hills,9,13,42003130600,2,13,5,3-17
95,1950996584,167,1709615411,2019-08-01T00:00:00Z,01,08,2019,2019-08-09T00:00:00Z,09,08,2019,5831,1,StatTrak,25,,25,48,30,33,-80.01896038,40.43810096,Duquesne Heights,2,19,42003191100,5,19,3,4-1
96,1962477925,185,1815733444,2019-09-09T00:00:00Z,09,09,2019,2019-09-17T00:00:00Z,17,09,2019,1468,5,StatTrak,25,,21,21,27,32,-80.02168961,40.39386195,Brookline,4,19,42003191800,5,19,6,4-26
97,1970919677,51,152378178,2018-12-28T00:00:00Z,28,12,2018,2019-01-10T00:00:00Z,10,01,2019,5787,11,StatTrak,25,,28,68,32,36,-79.92516869,40.4710773,East Liberty,9,11,42003111300,2,11,5,3-9
98,197297885,44,1074767029,2018-12-11T00:00:00Z,11,12,2018,2018-12-20T00:00:00Z,20,12,2018,4301,1,StatTrak,25,61,27,60,32,36,,,Mount Washington,2,19,42003190300,5,19,3,4-1
102,1999971120,28,821675395,2018-11-20T00:00:00Z,20,11,2018,2018-11-29T00:00:00Z,29,11,2018,1802,1,StatTrak,25,60,28,71,32,35,-79.93023611,40.48119172,Morningside,7,10,42003101400,2,10,5,3-7
103,2010535291,32,349231465,2019-10-21T00:00:00Z,21,10,2019,2019-10-29T00:00:00Z,29,10,2019,1049,1,StatTrak,25,,21,15,25,29,-79.95893404,40.45986096,Polish Hill,7,6,42003060500,6,6,2,2-6
104,2010764703,112,337528599,2019-06-28T00:00:00Z,28,06,2019,2019-07-05T00:00:00Z,05,07,2019,7579,12,StatTrak,35,,34,40,39,43,-79.95056556,40.45414752,North Oakland,6,5,42003562000,3,5,4,2-23
107,2049722358,5,788509482,2018-10-17T00:00:00Z,17,10,2018,2018-10-29T00:00:00Z,29,10,2018,4015,,StatTrak,25,56,29,81,33,36,-80.01367658,40.43088376,Mount Washington,2,19,42003190300,5,19,3,4-1
110,2101056227,39,390219700,2018-06-25T00:00:00Z,25,06,2018,2018-07-11T00:00:00Z,11,07,2018,5327,,StatTrak,25,49,21,10,24,28,-79.91887807,40.47948497,Highland Park,7,11,42003980100,2,11,5,3-9
111,2105934554,170,537629304,2019-08-01T00:00:00Z,01,08,2019,2019-08-09T00:00:00Z,09,08,2019,9075,4,StatTrak,25,,32,91,37,40,-80.00697132,40.42044846,Mount Washington,2,19,42003191500,5,19,3,4-16
114,2146294802,194,1598450025,2019-12-12T00:00:00Z,12,12,2019,2019-12-24T00:00:00Z,24,12,2019,5015,4,StatTrak,25,,32,94,36,39,-79.91097942,40.43563381,Squirrel Hill South,5,14,42003140800,3,14,4,2-21
115,227010728,90,1841997569,2019-01-14T00:00:00Z,14,01,2019,2019-01-22T00:00:00Z,22,01,2019,2305,,StatTrak,25,,19,6,23,25,-79.99886586,40.43812771,Central Business District,6,1,42003020100,6,1,2,1-4
116,227082796,209,1717953508,2019-11-14T00:00:00Z,14,11,2019,2019-12-02T00:00:00Z,02,12,2019,995,1,,25,,20,9,24,27,-79.91624686,40.47001795,Highland Park,7,11,42003110600,2,11,5,3-9
120,275496503,180,1511161277,2019-08-30T00:00:00Z,30,08,2019,2019-09-09T00:00:00Z,09,09,2019,317,16,StatTrak,25,45,21,22,27,32,-79.92604991,40.46882391,East Liberty,9,11,42003111300,2,11,5,3-8
123,300989656,147,1324522674,2019-10-21T00:00:00Z,21,10,2019,2019-10-29T00:00:00Z,29,10,2019,2436,3,StatTrak,25,,30,85,34,37,-79.97742,40.40932501,St. Clair,3,16,42003561700,3,16,3,4-8
124,301291530,181,98475052,2019-09-09T00:00:00Z,09,09,2019,2019-09-17T00:00:00Z,17,09,2019,6943,11,StatTrak,35,,33,26,37,40,-80.01776679,40.47042636,Perry South,6,26,42003261500,1,26,1,1-12
125,314332417,67,1277351795,2019-02-05T00:00:00Z,05,02,2019,2019-02-14T00:00:00Z,14,02,2019,1363,,StatTrak,25,,17,9,23,28,-79.97778916,40.4365681,Bluff,6,1,42003010300,3,1,2,2-1
127,335439540,135,2108033802,2019-07-18T00:00:00Z,18,07,2019,2019-07-26T00:00:00Z,26,07,2019,4354,3,StatTrak,25,,25,41,29,33,-79.9235397,40.45919972,Shadyside,8,7,42003070800,2,7,4,3-11
130,348266598,183,793526528,2019-09-09T00:00:00Z,09,09,2019,2019-09-17T00:00:00Z,17,09,2019,3302,13,StatTrak,25,,35,97,40,43,-80.01384775,40.48801855,Perry North,1,26,42003260200,1,26,1,1-15
133,370215367,178,305312914,2019-08-30T00:00:00Z,30,08,2019,2019-09-09T00:00:00Z,09,09,2019,483,13,StatTrak,25,,26,51,33,37,-79.92909548,40.47153004,East Liberty,7,11,42003111300,2,11,5,3-8
135,382839437,59,334434337,2019-05-01T00:00:00Z,01,05,2019,2019-05-07T00:00:00Z,07,05,2019,3827,,StatTrak,25,,28,69,33,37,-79.91227235,40.46057165,Larimer,9,12,42003120800,2,12,5,3-12
138,428229895,25,845788920,2018-11-08T00:00:00Z,08,11,2018,2018-11-14T00:00:00Z,14,11,2018,382,,StatTrak,25,43,16,0,20,24,-79.960275,40.43979142,Central Oakland,6,4,42003040500,3,4,4,2-14
140,454488789,199,632149062,2019-11-04T00:00:00Z,04,11,2019,2019-11-13T00:00:00Z,13,11,2019,9600,4,StatTrak,35,,33,32,38,41,-80.05070591,40.43335152,Westwood,2,28,42003563100,5,28,6,1-18
141,462461649,78,374364494,2019-03-22T00:00:00Z,22,03,2019,2019-03-29T00:00:00Z,29,03,2019,2386,4,StatTrak,25,,27,65,32,36,-80.00926886,40.45110551,Allegheny Center,1,22,42003562700,1,22,1,1-7
142,495567113,105,1458021409,2019-06-13T00:00:00Z,13,06,2019,2019-06-20T00:00:00Z,20,06,2019,1270,,StatTrak,25,,21,15,25,,-79.93721678,40.45957376,Bloomfield,7,8,42003080600,2,8,5,3-23
143,503144889,174,12984207,2019-08-09T00:00:00Z,09,08,2019,2019-08-19T00:00:00Z,19,08,2019,3427,1,StatTrak,25,,35,97,40,43,-80.04435805,40.44894144,Elliott,2,20,42003562600,5,20,6,1-17
144,511073981,207,871644629,2019-11-14T00:00:00Z,14,11,2019,2019-12-04T00:00:00Z,04,12,2019,155,6,StatTrak,25,,21,21,27,31,-79.91919042,40.47070028,Highland Park,7,11,42003110600,2,11,5,3-9
145,534535231,4,457410812,2018-10-17T00:00:00Z,17,10,2018,2018-10-29T00:00:00Z,29,10,2018,7619,,StatTrak,25,71,32,94,34,36,-80.0140905,40.42962,Mount Washington,2,19,42003191400,5,19,3,4-1
146,552155483,79,1302989701,2019-03-22T00:00:00Z,22,03,2019,2019-04-29T00:00:00Z,29,04,2019,1924,5,StatTrak,25,,24,38,29,32,-79.99704872,40.45771003,East Allegheny,1,23,42003563200,1,23,1,1-5
147,558341587,56,1046267212,2019-01-14T00:00:00Z,14,01,2019,2019-01-22T00:00:00Z,22,01,2019,936,16,StatTrak,25,,22,24,27,32,-79.96103086,40.47503836,Central Lawrenceville,7,9,42003090100,2,9,2,3-3
149,562963377,177,995469639,2019-08-30T00:00:00Z,30,08,2019,2019-10-09T00:00:00Z,09,10,2019,541,11,StatTrak,25,,24,38,29,33,-79.91768838,40.43915109,Squirrel Hill North,5,14,42003140300,3,14,4,2-18
150,563226335,2,70105834,2019-09-24T00:00:00Z,24,09,2019,2019-10-08T00:00:00Z,08,10,2019,867,5,StatTrak,25,,19,8,24,27,-79.947801,40.464072,Bloomfield,7,8,42003080900,2,8,5,3-6
152,589731012,198,211963031,2019-11-04T00:00:00Z,04,11,2019,2019-11-13T00:00:00Z,13,11,2019,5800,5,StatTrak,35,,40,87,45,48,-80.04611129,40.43825783,Westwood,2,28,42003562600,5,28,6,1-17
153,594098653,187,1074954009,2019-09-24T00:00:00Z,24,09,2019,2019-10-08T00:00:00Z,08,10,2019,719,3,StatTrak,25,,21,11,25,27,-79.92598252,40.42405251,Squirrel Hill South,5,14,42003141400,3,14,4,2-15
154,596116859,70,1435552894,2019-02-14T00:00:00Z,14,02,2019,2019-02-22T00:00:00Z,22,02,2019,5859,4,StatTrak,25,,30,83,35,38,-79.94271741,40.44877794,Shadyside,8,7,42003070900,2,7,4,3-22
157,609406388,204,424741047,2019-11-14T00:00:00Z,14,11,2019,2019-11-22T00:00:00Z,22,11,2019,1390,2,StatTrak,25,,21,8,24,27,-79.92797767,40.44542381,Squirrel Hill North,8,14,42003140200,3,14,4,2-17
159,615223154,175,1247630628,2019-08-09T00:00:00Z,09,08,2019,2019-08-19T00:00:00Z,19,08,2019,131,4,StatTrak,25,,22,29,29,33,-80.07365573,40.45640109,Windgap,2,28,42003563000,5,28,6,1-16
160,617004784,188,1101847582,2019-09-24T00:00:00Z,24,09,2019,2019-10-08T00:00:00Z,08,10,2019,1183,4,StatTrak,25,,19,6,23,26,-79.92610297,40.42109337,Squirrel Hill South,5,14,42003141400,3,14,4,2-15
163,633942490,1,1348699590,2018-12-28T00:00:00Z,28,12,2018,2019-01-09T00:00:00Z,09,01,2019,6513,14,StatTrak,25,,34,97,39,43,-79.91215393,40.4431866,Point Breeze,9,14,42003981100,3,14,4,2-18
164,638221590,48,43884302,2019-09-24T00:00:00Z,24,09,2019,2019-10-08T00:00:00Z,08,10,2019,571,,StatTrak,25,,19,8,24,95,-79.93387468,40.43666494,Squirrel Hill South,5,14,42003980500,3,14,4,2-21
167,658228067,168,2069832401,2019-08-01T00:00:00Z,01,08,2019,2019-08-09T00:00:00Z,09,08,2019,4921,2,StatTrak,25,,29,81,33,36,-80.01381925,40.43073623,Mount Washington,2,19,42003190300,5,19,3,4-1
169,706404914,98,2058412732,2019-10-12T00:00:00Z,12,10,2019,2019-10-21T00:00:00Z,21,10,2019,1625,2,StatTrak,25,,23,23,27,31,-79.99949288,40.393387,Brookline,4,32,42003320600,5,32,6,4-25
171,731272720,110,901449477,2019-06-14T00:00:00Z,14,06,2019,2019-06-24T00:00:00Z,24,06,2019,3876,,StatTrak,25,,27,68,31,34,-80.05544829,40.45370317,Sheraden,2,20,42003202200,5,20,6,1-16
172,735958826,197,2014643189,2019-10-21T00:00:00Z,21,10,2019,2019-10-29T00:00:00Z,29,10,2019,777,2,StatTrak,25,,26,58,31,34,-79.98978792,40.38262219,Overbrook,4,32,42003320400,5,32,3,4-23
173,736311994,121,1704999560,2019-07-09T00:00:00Z,09,07,2019,2019-07-26T00:00:00Z,26,07,2019,929,5?,StatTrak,25,,22,25,27,31,-79.89519209,40.44343621,Point Breeze,9,14,42003140600,3,14,4,3-14
174,742086325,86,1760887247,2019-04-18T00:00:00Z,18,04,2019,2019-04-26T00:00:00Z,26,04,2019,5663,1,StatTrak,25,,24,36,28,31,-79.96410968,40.45818056,Polish Hill,7,6,42003060500,6,6,2,2-6
177,772514898,186,999716292,2019-08-30T00:00:00Z,30,08,2019,2019-09-09T00:00:00Z,09,09,2019,4254,4,StatTrak,25,,30,83,35,38,-79.93040579,40.4717683,East Liberty,9,11,42003111300,2,11,5,3-8
179,833145460,58,486368234,2019-05-01T00:00:00Z,01,05,2019,2019-05-08T00:00:00Z,08,05,2019,6747,,StatTrak,25,,27,64,32,36,-79.91261299,40.45995942,Larimer,9,12,42003120800,2,12,5,3-10
180,836677742,91,1836746369,2018-12-04T00:00:00Z,04,12,2018,2018-12-07T00:00:00Z,07,12,2018,927,,StatTrak,25,,19.3,0,19.5,19.8,-79.9581303,40.45578027,Upper Hill,6,5,42003050600,3,5,2,2-22
181,845176518,191,1670061854,2019-10-14T00:00:00Z,14,10,2019,2019-10-21T00:00:00Z,21,10,2019,1107,11,StatTrak,25,,23,33,23,32,-79.89650287,40.44068644,Point Breeze,9,14,42003140600,3,14,4,3-14
182,845300324,63,1060785814,2019-02-05T00:00:00Z,05,02,2019,2019-02-14T00:00:00Z,14,02,2019,2547,2,StatTrak,25,,20,12,25,28,-79.98436862,40.4361006,Bluff,6,1,42003010300,3,1,2,2-4
183,856876185,77,675961298,2019-03-22T00:00:00Z,22,03,2019,2019-03-31T00:00:00Z,31,03,2019,23,3,StatTrak,25,,14,0,17,,-80.01294617,40.45661205,Central Northside,1,22,42003220600,1,22,1,1-21
184,857278686,27,1738651448,2018-11-20T00:00:00Z,20,11,2018,2018-11-29T00:00:00Z,29,11,2018,2475,,StatTrak,25,59,24,40,29,32,-79.92530461,40.48692397,Morningside,7,10,42003101400,2,10,5,3-7
185,881392986,107,757964277,2019-06-13T00:00:00Z,13,06,2019,2019-06-20T00:00:00Z,20,06,2019,1231,,StatTrak,25,,21,10,25,,-79.92819115,40.48115579,Morningside,7,10,42003101400,2,10,5,3-7
189,919072428,136,2104195251,2019-10-08T00:00:00Z,08,10,2019,2019-10-15T00:00:00Z,15,10,2019,7700,6,StatTrak,25,,32,81,37,40,-79.91802458,40.46058382,East Liberty,9,12,42003111500,2,12,5,3-10
190,92152273,193,267047974,2019-12-12T00:00:00Z,12,12,2019,2019-12-24T00:00:00Z,24,12,2019,5262,1,StatTrak,25,,25,49,30,35,-79.91045413,40.43763509,Squirrel Hill South,5,14,42003980300,3,14,4,2-21
192,945509221,53,1316151566,2019-01-14T00:00:00Z,14,01,2019,2019-01-22T00:00:00Z,22,01,2019,5850,12,StatTrak,25,,22,21,27,31,-79.96265897,40.47074741,Central Lawrenceville,7,9,42003090100,2,9,2,3-3
196,969791742,203,21253671,2019-11-04T00:00:00Z,04,11,2019,2019-11-13T00:00:00Z,13,11,2019,766,1,StatTrak,25,,20,11,24,28,-79.93247992,40.45062189,Shadyside,8,7,42003070300,2,7,4,3-22
198,979579410,54,732845995,2019-01-14T00:00:00Z,14,01,2019,2019-01-22T00:00:00Z,22,01,2019,573,13,StatTrak,25,,18,4,22,25,-79.96410468,40.47152482,Central Lawrenceville,7,9,42003090100,2,9,2,3-3
199,980353019,219,685222674,2019-11-22T00:00:00Z,22,11,2019,2019-12-04T00:00:00Z,04,12,2019,2150,5,StatTrak,25,,28,73,34,49,-79.93528241,40.47356601,Stanton Heights,9,10,42003100500,2,10,5,3-7
203,995190042,205,112841430,2019-11-14T00:00:00Z,14,11,2019,2019-11-22T00:00:00Z,22,11,2019,1316,5,StatTrak,25,,25,50,30,32,-79.92986334,40.43559683,Squirrel Hill South,5,14,42003141300,3,14,4,2-21
204,1390951989,223,34971343,2019-12-30T00:00:00Z,30,12,2019,2020-01-14T00:00:00Z,14,01,2020,450,3,StatTrak,25,,20,11,24,28,-80.02596555,40.45295851,Manchester,6,21,42003210700,1,21,1,1-8
205,1787114552,226,898910124,2019-12-30T00:00:00Z,30,12,2019,2020-01-14T00:00:00Z,14,01,2020,877,1,StatTrak,25,,23,29,28,32,-80.00902355,40.45646362,Central Northside,1,22,42003220600,1,22,1,1-21
206,2137013195,221,2090543825,2019-12-30T00:00:00Z,30,12,2019,2020-01-14T00:00:00Z,14,01,2020,477,2,StatTrak,25,,20,11,24,28,-80.01681888,40.45270551,Allegheny West,1,22,42003562700,1,22,1,1-7
207,45033818,224,632421281,2019-12-30T00:00:00Z,30,12,2019,2020-01-14T00:00:00Z,14,01,2020,384,6,StatTrak,25,,21,17,26,32,-80.02443778,40.45322719,Manchester,6,21,42003210700,1,21,1,1-8
208,619209258,225,1008926761,2019-12-30T00:00:00Z,30,12,2019,2020-01-14T00:00:00Z,14,01,2020,1043,5,StatTrak,25,,24,34,28,32,-80.02830301,40.47246526,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14
209,631180472,222,289077370,2019-12-30T00:00:00Z,30,12,2019,2020-01-14T00:00:00Z,14,01,2020,1105,4,StatTrak,25,,21,21,27,33,-80.02041849,40.45511379,Manchester,6,21,42003210700,1,21,1,1-8
232,276865270,227,2030304291,2020-01-23T00:00:00Z,23,01,2020,2020-01-31T00:00:00Z,31,01,2020,334,6,StatTrak,25,,21,20,27,31,-79.9664035,40.46525641,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3
233,1533656734,228,228469783,2020-01-23T00:00:00Z,23,01,2020,2020-01-31T00:00:00Z,31,01,2020,3138,1,StatTrak,25,,28,65,33,37,-79.96724479,40.46516856,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3
234,2099401196,229,1991979153,2020-01-23T00:00:00Z,23,01,2020,2020-01-31T00:00:00Z,31,01,2020,5921,3,StatTrak,25,,25,44,30,37,-79.97151973,40.46098888,Strip District,7,6,42003020300,6,6,2,3-2
235,1084152705,230,1951529248,2020-01-23T00:00:00Z,23,01,2020,2020-01-31T00:00:00Z,31,01,2020,1036,4,StatTrak,25,,20,14,25,29,-79.92426331,40.43582877,Squirrel Hill South,5,14,42003141300,3,14,4,2-21
236,422288517,231,1246031363,2020-01-23T00:00:00Z,23,01,2020,2020-01-31T00:00:00Z,31,01,2020,463,2,StatTrak,25,,27,62,32,36,-79.91769609,40.4248555,Squirrel Hill South,5,14,42003141400,3,14,4,2-21
265,2109407346,232,2062678770,2020-01-17T00:00:00Z,17,01,2020,2020-01-24T00:00:00Z,24,01,2020,1328,5,StatTrak,25,,28,73,32,35,-80.01226277,40.4851894,Perry North,1,26,42003260700,1,26,1,1-15
298,373163087,233,411197110,2020-02-05T00:00:00Z,05,02,2020,2020-02-13T00:00:00Z,13,02,2020,223,4,StatTrak,25,,20,14,25,32,-79.92337727,40.42157076,Squirrel Hill South,5,14,42003141400,3,14,4,2-15
299,1908186545,234,895575392,2020-02-05T00:00:00Z,05,02,2020,2020-02-13T00:00:00Z,13,02,2020,1446,Check Radar,StatTrak,25,,28,72,32,35,-80.02501879,40.41892104,Beechview,4,19,42003191600,5,19,6,4-28
301,1073085531,236,1359349771,2020-12-03T00:00:00Z,03,12,2020,2020-12-11T00:00:00Z,11,12,2020,871,2,StatTrak,20,,18,3,21,24,-79.97155373,40.42283983,South Side Slopes,3,16,42003160800,3,16,3,4-22
302,1471518402,237,427738533,2020-02-05T00:00:00Z,05,02,2020,2020-02-13T00:00:00Z,13,02,2020,2224,3,StatTrak,25,,28,73,32,35,-79.9773935,40.41781495,Arlington,3,16,42003160800,3,16,3,4-22
303,1425434092,238,821450226,2020-02-05T00:00:00Z,05,02,2020,2020-02-13T00:00:00Z,13,02,2020,2347,1,StatTrak,25,,25,50,30,34,-79.97419563,40.41728605,Arlington,3,16,42003561600,3,16,3,4-22
304,695774116,239,1866996667,2020-02-05T00:00:00Z,05,02,2020,2020-02-13T00:00:00Z,13,02,2020,868,2,StatTrak,25,,21,13,25,29,-79.99004485,40.38951511,Carrick,4,29,42003290400,3,29,3,4-23
331,757372218,240,86803959,2020-02-14T00:00:00Z,14,02,2020,2020-02-22T00:00:00Z,22,02,2020,5357,5,StatTrak,25,,29,78,35,39,-79.89986633,40.45821247,Homewood North,9,13,42003130300,2,13,5,3-17
364,1674924052,241,661669417,2020-02-14T00:00:00Z,14,02,2020,2020-02-22T00:00:00Z,22,02,2020,6446,6,StatTrak,25,,31,87,36,40,-79.90015639,40.45728166,Homewood South,9,13,42003130300,2,13,5,3-17
365,1968083477,242,1451739989,2020-02-14T00:00:00Z,14,02,2020,2020-02-22T00:00:00Z,22,02,2020,3819,1,StatTrak,25,,24,37,29,32,-79.90118099,40.45542852,Homewood South,9,13,42003130300,2,13,5,3-17
366,1206641937,243,1116951503,2020-02-14T00:00:00Z,14,02,2020,2020-02-22T00:00:00Z,22,02,2020,2253,3,StatTrak,25,,29,75,34,38,-79.90102988,40.45638085,Homewood South,9,13,42003130300,2,13,5,3-17
367,1624270451,244,1558284736,2020-02-14T00:00:00Z,14,02,2020,2020-02-22T00:00:00Z,22,02,2020,2651,4,StatTrak,25,,30,81,36,39,-79.89907723,40.45228261,Point Breeze North,9,14,42003140500,2,14,4,3-14
368,1788338498,245,1524542857,2020-02-14T00:00:00Z,14,02,2020,2020-02-22T00:00:00Z,22,02,2020,7277,2,StatTrak,25,,32,95,37,41,-79.89358943,40.44935164,Point Breeze North,9,14,42003140500,2,14,4,3-14
463,1789153149,258,1003248000,2020-08-21T00:00:00Z,21,08,2020,2020-08-31T00:00:00Z,31,08,2020,3702,#2,StatTrak,25,,33,97,38,41,-79.9193171,40.4210525,Squirrel Hill South,5,14,42003141400,3,14,4,2-15
471,1322907977,266,2037369760,2020-09-29T00:00:00Z,29,09,2020,2020-10-07T00:00:00Z,07,10,2020,450,#4,StatTrak,25,66,32,84,38,43,-79.96181268,40.45666994,Polish Hill,7,6,42003060500,3,6,2,2-24
472,1148857711,267,866628456,2020-09-29T00:00:00Z,29,09,2020,2020-10-07T00:00:00Z,07,10,2020,403,#5,StatTrak,25,53,27,58,33,36,-79.95823663,40.45833334,Upper Hill,6,5,42003060500,3,5,2,2-24
595,1747387604,309,1970095666,2020-10-08T00:00:00Z,08,10,2020,2020-10-17T00:00:00Z,17,10,2020,1061,5,StatTrak,25,61,25,48,30,33,-80.02849077,40.47274658,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14
596,1378444744,310,1663677069,2020-10-06T00:00:00Z,06,10,2020,2020-10-14T00:00:00Z,14,10,2020,900,6,StatTrak,25,49,22,27,28,32,-79.95850965,40.46683292,Central Lawrenceville,7,9,42003090200,2,9,2,3-3
628,410602600,311,1431627012,2020-10-27T00:00:00Z,27,10,2020,2020-11-04T00:00:00Z,04,11,2020,608,2,StatTrak,25,,21,9,24,27,-80.02464896,40.45228501,Manchester,6,21,42003210700,1,21,1,1-8
629,401135888,312,1645819786,2020-10-27T00:00:00Z,27,10,2020,2020-11-04T00:00:00Z,04,11,2020,3190,3,StatTrak,25,,27,59,32,36,-80.01674181,40.45370554,Central Northside,1,22,42003220600,1,22,1,1-7
630,763158204,313,283499688,2020-10-27T00:00:00Z,27,10,2020,2020-11-04T00:00:00Z,04,11,2020,3913,5,StatTrak,25,93,33,95,37,40,-79.99323602,40.40280999,Carrick,4,29,42003290100,3,29,3,4-23
631,1177739956,314,244677539,2020-10-27T00:00:00Z,27,10,2020,2020-11-04T00:00:00Z,04,11,2020,525,6,StatTrak,25,47,23,31,29,33,-80.02234,40.49200899,Perry North,1,26,42003260200,1,26,1,1-15
632,2034185540,316,190985760,2020-10-17T00:00:00Z,17,10,2020,2020-10-27T00:00:00Z,27,10,2020,6291,4,StatTrak,25,70,30,81,35,38,-79.9795506,40.42154758,South Side Slopes,3,17,42003170600,3,17,3,4-3
694,2118942201,320,571016153,2020-11-05T00:00:00Z,05,11,2020,2020-11-13T00:00:00Z,13,11,2020,3091,6,StatTrak,25,58,28,70,32,35,-79.94670324,40.45108406,Shadyside,8,7,42003070900,2,7,4,2-9
695,2068404339,321,535664332,2020-11-05T00:00:00Z,05,11,2020,2020-11-13T00:00:00Z,13,11,2020,10113,5,StatTrak,25,64,29,79,33,36,-79.93737586,40.4539823,Shadyside,8,7,42003070900,2,7,4,3-22
696,588990751,322,1277360834,2020-11-05T00:00:00Z,05,11,2020,2020-11-13T00:00:00Z,13,11,2020,2265,4,StatTrak,25,59,24,40,29,34,-79.91167091,40.46279869,Larimer,9,12,42003120400,2,12,5,3-12
697,1703344824,323,61593219,2020-11-20T00:00:00Z,20,11,2020,2020-11-30T00:00:00Z,30,11,2020,577,1,StatTrak,25,,26,54,32,35,-79.93077047,40.42171014,Greenfield,5,15,42003151700,3,15,4,2-12
699,230934835,325,40065525,2020-11-20T00:00:00Z,20,11,2020,2020-11-30T00:00:00Z,30,11,2020,2183,3,StatTrak,25,,32,93,37,40,-79.92471136,40.41471407,Hazelwood,5,15,42003562300,3,15,4,2-12
