ID,BARRIO,same_as_wikidata_barrio,DISTRITO,same_as_wikidata_distrito,ESTADO,CLASE-VIAL,NOMBRE-VIA,CODIGO-POSTAL,FECHA-INSTALACION,MODELO
397150,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"DULCINEA, 1",28020,,MU-51
397573,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MARQUES DE LEMA, 7",28003,,MU-51
397773,Justicia,http://wikidata.org/entity/Q1992319,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SERRANO ANGUITA, 13",28004,,MU-51
398567,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"SAN AQUILINO, 2",28029,,MU-51
400107,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 46",28012,,MU-51
400199,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"MARQUES DE VIANA, 56",28039,,MU-51
400253,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"RAIMUNDO FERNANDEZ VILLAVERDE, 32",28003,,MU-51
400260,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PLAZA,"SAN JUAN DE LA CRUZ, 3",28003,,MU-51
400308,Trafalgar,http://wikidata.org/entity/Q10384027,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,GLORIETA,"PINTOR SOROLLA, 1",28010,,MU-51
400849,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"ISABEL II, 8",28013,,MU-51
400884,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"BRAVO MURILLO, 85",28003,,MU-51
401350,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"TORRECILLA DEL LEAL, 1",28012,,MU-51
401712,Arapiles,http://wikidata.org/entity/Q10856744,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MAGALLANES, 3",28015,,MU-51
374076,Arapiles,http://wikidata.org/entity/Q10856744,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MAGALLANES, 1",28015,,MU-51
402308,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,AVENIDA,"GENERAL PERON, 9B",28020,,MU-51
402481,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"DOS DE MAYO, 3",28004,,MU-51
374473,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PASEO,"SAN FRANCISCO DE SALES, 42",28003,,MU-51
402962,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"VILLAAMIL, 263",28039,,MU-51
403111,Castillejos,http://wikidata.org/entity/Q11913212,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"FRANCISCO GERVAS, 26",28020,,MU-51
403454,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"PINOS ALTA, 60",28029,,MU-51
403522,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"FUENCARRAL, 46",28004,,MU-51
375390,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"DOCTOR CORTEZO, 2",28012,,MU-51
403673,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"FUENCARRAL, 29",28004,,MU-51
403751,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PLAZA,"SAN JUAN DE LA CRUZ, 3",28003,,MU-51
375693,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"FILIPINAS, 5",28003,,MU-51
404481,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"ISAAC PERAL, 60",28040,,MU-51
376365,Cortes,http://wikidata.org/entity/Q2535637,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"CABALLERO DE GRACIA, 15",28013,2013-10-30,MU-51
407320,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"CONDE DEL SERRALLO, 4",28029,,MU-51
407367,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"JULIAN ROMEA, 20",28003,,MU-51
407967,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"SINESIO DELGADO, 28",28029,,MU-38
408055,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,AVENIDA,"GENERAL PERON, 9B",28020,,MU-51
408130,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"BRAVO MURILLO, 49A",28003,,MU-51
408273,Trafalgar,http://wikidata.org/entity/Q10384027,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"FRANCISCO DE ROJAS, 14",28010,,MU-51
405282,Sol,http://wikidata.org/entity/Q2465181,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"CALLAO, 3",28013,2013-10-30,MU-51
405962,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"FUENCARRAL, 35",28004,,MU-51
406006,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"FILIPINAS, 5",28003,,MU-51
406030,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"VILLAAMIL, 263",28039,,MU-51
406378,Berruguete,http://wikidata.org/entity/Q11909208,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"AMBROSIO VALLEJO, 2",28039,,MU-51
406618,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"FILIPINAS, 11",28003,,MU-51
410378,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"SANTA ENGRACIA, 125",28003,,MU-51
410390,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"MAYOR, 83",28013,,MU-51
411196,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"HERNANI, 68",28020,,MU-51
411602,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MAUDES, 14",28003,,MU-51
411754,Cortes,http://wikidata.org/entity/Q2535637,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"CABALLERO DE GRACIA, 15",28013,2013-10-30,MU-51
411848,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"EDGAR NEVILLE, 24B",28020,,MU-51
411935,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"FILIPINAS, 34",28003,,MU-51
413231,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,AVENIDA,"ASTURIAS, 32",28029,,MU-51
419377,Sol,http://wikidata.org/entity/Q2465181,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"PROVINCIA, 4",28012,,MU-51
419563,Gaztambide,http://wikidata.org/entity/Q10288587,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"FERNANDO EL CATOLICO, 77",28015,,MU-51
413365,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"CEA BERMUDEZ, 26",28003,,MU-51
413484,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"LUIS ESTEBAN, 5",28029,,MU-51
419771,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"BRAVO MURILLO, 99",28003,,MU-51
420364,Sol,http://wikidata.org/entity/Q2465181,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"SAN MARTIN, 5",28013,,MU-51
420467,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"DON PEDRO, 16",28005,,MU-51
420681,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"RIOS ROSAS, 21",28003,,MU-51
420695,Arapiles,http://wikidata.org/entity/Q10856744,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MAGALLANES, 1",28015,,MU-51
414846,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PASEO,"EDUARDO DATO, 2B",28010,,MU-51
414991,Trafalgar,http://wikidata.org/entity/Q10384027,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"FRANCISCO DE ROJAS, 14",28010,,MU-51
415084,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"SAN AQUILINO, 2",28029,,AP-2
415241,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"RAIMUNDO FERNANDEZ VILLAVERDE, 43",28003,,MU-51
415386,Bellas Vistas,http://wikidata.org/entity/Q11908929,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"ALEJANDRO RODRIGUEZ, 39",28039,,MU-51
421180,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"CAVA ALTA, 6",28005,,MU-51
364821,Gaztambide,http://wikidata.org/entity/Q10288587,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"GUZMAN EL BUENO, 75",28015,,MU-51
365536,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"ALMAGRO, 7",28010,2022-02-17,MU-51
371857,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 53",28012,,MU-51
372278,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"VALENCIA, 30",28012,,MU-51
376631,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"RAIMUNDO FERNANDEZ VILLAVERDE, 43",28003,,MU-51
379319,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"FUENCARRAL, 46",28004,,MU-51
379415,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"MINISTRILES CHICA, 2",28012,,MU-51
380147,Justicia,http://wikidata.org/entity/Q1992319,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SAN GREGORIO, 10",28004,,MU-51
380619,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MARQUES DE LEMA, 7",28003,,MU-51
381104,Arapiles,http://wikidata.org/entity/Q10856744,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"SAN BERNARDO, 107",28015,,MU-51
381297,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"BRAVO MURILLO, 49A",28003,,MU-51
382330,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"TORRIJOS, 3",28039,2022-12-15,MU-51
382430,Trafalgar,http://wikidata.org/entity/Q10384027,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"FUENCARRAL, 123",28010,,MU-51
383423,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"SAN ILDEFONSO, 2",28004,,MU-51
384068,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CUESTA,"SANTO DOMINGO, 24",28013,,MU-51
384917,Bellas Vistas,http://wikidata.org/entity/Q11908929,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,AVENIDA,"PABLO IGLESIAS, 96",28039,,MU-51
385528,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"GUZMAN EL BUENO, 94",28003,,MU-51
385722,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"FERNANDEZ DE LA HOZ, 27",28010,,MU-51
385802,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PASEO,"EDUARDO DATO, 2B",28010,,MU-51
386454,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MARQUES DE LEMA, 7",28003,,MU-51
387418,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"ZURBARAN, 21",28010,2011-05-30,MU-51
387555,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"VIA LIMITE, 12A",28029,,MU-51
387702,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"MONCLOA, 17",28003,,MU-51
388824,Trafalgar,http://wikidata.org/entity/Q10384027,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"SANTA ENGRACIA, 13",28010,,MU-51
389106,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,AVENIDA,"GENERAL PERON, 34",28020,,MU-51
389107,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"ZURBARAN, 21",28010,2011-05-30,MU-51
389193,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"MONCLOA, 17",28003,,MU-51
389213,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"MARQUES DE VIANA, 56",28039,,MU-51
389463,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"MONCLOA, 17",28003,,MU-51
390083,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"ORENSE, 15B",28020,,MU-51
391063,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"GUZMAN EL BUENO, 94",28003,,MU-51
391281,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"GENERAL IBAÑEZ DE IBERO, 4A",28003,,MU-51
391412,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"SANTA ENGRACIA, 125",28003,,MU-51
372490,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"ISAAC PERAL, 60",28040,,MU-51
372726,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"ISABEL II, 8",28013,,MU-51
392795,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"VALVERDE, 22",28004,,MU-51
393604,Castillejos,http://wikidata.org/entity/Q11913212,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"INFANTA MERCEDES, 47",28020,,MU-51
394405,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,AVENIDA,"GRAN VIA DE SAN FRANCISCO, 21",28005,,MU-51
394866,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"SANTA ENGRACIA, 142",28003,,MU-51
395621,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"POETA ANGELA FIGUERA, 10",28003,,MU-51
396380,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"DOS DE MAYO, 3",28004,,MU-51
397222,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"BRAVO MURILLO, 162",28020,,MU-51
397547,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"JULIAN ROMEA, 20",28003,,MU-51
397614,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"CEA BERMUDEZ, 26",28003,,MU-51
397641,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"JESUS MAESTRO, 3",28003,,MU-51
398074,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"FILIPINAS, 34",28003,,MU-51
398110,Gaztambide,http://wikidata.org/entity/Q10288587,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"JOAQUIN MARIA LOPEZ, 50",28015,,MU-51
398268,Arapiles,http://wikidata.org/entity/Q10856744,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"ARAPILES, 10",28015,,MU-51
398422,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"LUIS ESTEBAN, 1",28029,,MU-36
398954,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"SANTO DOMINGO, 19",28013,1900-01-01,MU-51
399596,Almenara,http://wikidata.org/entity/Q2265427,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"MARCELINA, 42",28029,,MU-51
373343,Sol,http://wikidata.org/entity/Q2465181,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"SAN MARTIN, 1",28013,,MU-51
400635,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PASEO,"CASTELLANA, 35",28046,,MU-51
400879,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"BRAVO MURILLO, 85",28003,,MU-51
401393,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 53",28012,,MU-51
401493,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"GENERAL IBAÑEZ DE IBERO, 4A",28003,,MU-51
373913,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"MESONERO ROMANOS, 17",28004,,MU-51
374224,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 53",28012,,MU-51
402047,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"GENERAL IBAÑEZ DE IBERO, 4A",28003,,MU-51
402426,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"CAVA ALTA, 6",28005,,MU-51
374442,Argüelles,http://wikidata.org/entity/Q64874,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,OPERATIVO,CALLE,"EVARISTO SAN MIGUEL, 7",28008,2021-12-09,MU-51
402636,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"RIOS ROSAS, 21",28003,,MU-51
402899,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 46",28012,,MU-51
403034,Argüelles,http://wikidata.org/entity/Q64874,Moncloa-Aravaca,http://wikidata.org/entity/Q2017682,OPERATIVO,CALLE,"ROMERO ROBLEDO, 15",28008,2021-12-09,MU-51
403632,Valdeacederas,http://wikidata.org/entity/Q10388711,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"TORRIJOS, 3",28039,2022-12-15,MU-51
407794,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,GLORIETA,"PUERTA DE TOLEDO, 1",28005,,MU-51
407793,Cortes,http://wikidata.org/entity/Q2535637,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"SANTA ANA, 16",28012,,MU-51
407900,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"CRUZ VERDE, 1",28005,,MU-51
408173,Arapiles,http://wikidata.org/entity/Q10856744,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"ARAPILES, 10",28015,,MU-51
408724,Ríos Rosas,http://wikidata.org/entity/Q10366270,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"RAIMUNDO FERNANDEZ VILLAVERDE, 32",28003,,MU-51
405426,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"CARLOS ARNICHES, 5",28005,,MU-51
405582,Sol,http://wikidata.org/entity/Q2465181,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"MAYOR, 8",28013,,MU-51
405629,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"VALVERDE, 22",28004,,MU-51
406272,Castillejos,http://wikidata.org/entity/Q11913212,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,PLAZA,"ANGEL CARBAJO, 8",28020,,MU-51
406306,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 57",28012,,MU-51
410160,Arapiles,http://wikidata.org/entity/Q10856744,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"SAN BERNARDO, 107",28015,,MU-51
410543,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 46",28012,,MU-51
411104,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PASEO,"CASTELLANA, 35",28046,,MU-51
411681,Berruguete,http://wikidata.org/entity/Q11909208,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"AMBROSIO VALLEJO, 2",28039,,MU-51
412517,Sol,http://wikidata.org/entity/Q2465181,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"MAYOR, 32",28013,,MU-51
412596,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PASEO,"SAN FRANCISCO DE SALES, 42",28003,,MU-51
417633,Sol,http://wikidata.org/entity/Q2465181,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"PROVINCIA, 4",28012,,MU-51
417669,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"VALENCIA, 32",28012,,MU-51
413015,Cuatro Caminos,http://wikidata.org/entity/Q5824684,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"EDGAR NEVILLE, 24B",28020,,MU-51
417715,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"MELQUIADES ALVAREZ, 8",28003,,MU-51
419376,Embajadores,http://wikidata.org/entity/Q2449844,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,CALLE,"SANTA ISABEL, 53",28012,,MU-51
413166,Berruguete,http://wikidata.org/entity/Q11909208,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,CALLE,"NUESTRA SEÑORA DEL CARMEN, 3",28039,,MU-51
419650,Bellas Vistas,http://wikidata.org/entity/Q11908929,Tetuán,http://wikidata.org/entity/Q1773540,OPERATIVO,AVENIDA,"PABLO IGLESIAS, 96",28039,,MU-51
398542,Almagro,http://wikidata.org/entity/Q10954432,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,PASEO,"GENERAL MARTINEZ CAMPOS, 37",28010,,MU-51
398983,Trafalgar,http://wikidata.org/entity/Q10384027,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,CALLE,"SANTA ENGRACIA, 13",28010,,MU-51
399201,Palacio,http://wikidata.org/entity/Q2136510,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"ISABEL II, 8",28013,,MU-51
399479,Vallehermoso,http://wikidata.org/entity/Q6122685,Chamberí,http://wikidata.org/entity/Q1763370,OPERATIVO,AVENIDA,"FILIPINAS, 5",28003,,MU-51
399537,Universidad,http://wikidata.org/entity/Q10387767,Centro,http://wikidata.org/entity/Q1763376,OPERATIVO,PLAZA,"DOS DE MAYO, 3",28004,,MU-51
