ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,FECHA_INSTALACION,MODELO
357188,Aparcabicicletas,126,ZOFIO,12,USERA,OPERATIVO,CALLE,RICARDO BELTRAN Y ROZPIDE,14,28026,2016-04-08 00:00:00.0,MU-51
357600,Aparcabicicletas,125,MOSCARDO,12,USERA,OPERATIVO,CALLE,HERMENEGILDO BIELSA,2A,28026,2016-05-20 00:00:00.0,MU-51
264411,Aparcabicicletas,136,NUMANCIA,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,RISCO DE PELOCHE,15,28038,2021-12-21 00:00:00.0,MU-51
262604,Aparcabicicletas,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,BULEVAR,INDALECIO PRIETO,3,28032,1900-01-01 00:00:00.0,MU-51
279278,Aparcabicicletas,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,BULEVAR,INDALECIO PRIETO,16,28032,1900-01-01 00:00:00.0,MU-51
282119,Aparcabicicletas,191,CASCO H.VICALVARO,19,VICALVARO,OPERATIVO,CALLE,CASALARREINA,29B,28032,2023-03-08 00:00:00.0,MU-51
287332,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,PEÑA VEIGA,6,28031,1900-01-01 00:00:00.0,MU-51
287459,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,SAN JAIME,46,28031,1900-01-01 00:00:00.0,MU-51
287460,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,SAN JAIME,48,28031,1900-01-01 00:00:00.0,MU-51
286880,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,FUENTIDUEÑA,41,28031,1900-01-01 00:00:00.0,MU-51
286882,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,AGUSTIN GARCIA MALLA,4,28031,1900-01-01 00:00:00.0,MU-51
286944,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,FUENTIDUEÑA,11,28031,1900-01-01 00:00:00.0,MU-51
287955,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,MANUEL VELEZ,10,28031,1900-01-01 00:00:00.0,MU-51
287992,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,PUERTO DE SOMOSIERRA,9,28031,1900-01-01 00:00:00.0,MU-51
288424,Aparcabicicletas,192,VALDEBERNARDO,19,VICALVARO,OPERATIVO,BULEVAR,INDALECIO PRIETO,21,28032,1900-01-01 00:00:00.0,MU-51
288856,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,HUELGA,6,28031,1900-01-01 00:00:00.0,MU-51
289112,Aparcabicicletas,191,CASCO H.VICALVARO,19,VICALVARO,OPERATIVO,CALLE,MERCURIO,20,28032,1900-01-01 00:00:00.0,MU-51
289193,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,REAL DE ARGANDA,39,28031,1900-01-01 00:00:00.0,MU-51
289195,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,REAL DE ARGANDA,39,28031,1900-01-01 00:00:00.0,MU-51
289287,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,MONTES DE BARBANZA,25,28031,2018-08-20 00:00:00.0,MU-51
289288,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,MONTES DE BARBANZA,25,28031,2018-08-20 00:00:00.0,MU-51
294042,Aparcabicicletas,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,AVENIDA,CERRO MILANO,3,28051,1900-01-01 00:00:00.0,MU-38
294047,Aparcabicicletas,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,AVENIDA,CERRO MILANO,3,28051,1900-01-01 00:00:00.0,MU-38
294043,Aparcabicicletas,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,AVENIDA,CERRO MILANO,3,28051,1900-01-01 00:00:00.0,MU-38
290472,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,SIERRA DE PALOMERAS,12B,28031,1900-01-01 00:00:00.0,MU-51
295141,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,PASEO,FEDERICO GARCIA LORCA,12,28031,1900-01-01 00:00:00.0,MU-51
295140,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,PASEO,FEDERICO GARCIA LORCA,12,28031,1900-01-01 00:00:00.0,MU-51
295142,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,PASEO,FEDERICO GARCIA LORCA,12,28031,1900-01-01 00:00:00.0,MU-51
295220,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,ENRIQUE GARCIA ALVAREZ,18,28031,1900-01-01 00:00:00.0,MU-51
295368,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,ZAZUAR,4B,28031,1900-01-01 00:00:00.0,MU-51
295369,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,ZAZUAR,4B,28031,1900-01-01 00:00:00.0,MU-51
295375,Aparcabicicletas,193,VALDERRIVAS,19,VICALVARO,OPERATIVO,CALLE,MINERVA,161,28032,1900-01-01 00:00:00.0,MU-51
295377,Aparcabicicletas,193,VALDERRIVAS,19,VICALVARO,OPERATIVO,CALLE,MINERVA,161,28032,1900-01-01 00:00:00.0,MU-51
295395,Aparcabicicletas,191,CASCO H.VICALVARO,19,VICALVARO,OPERATIVO,CALLE,VILLARDONDIEGO,36,28032,1900-01-01 00:00:00.0,MU-51
295444,Aparcabicicletas,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,ROMEO Y JULIETA,13,28018,1900-01-01 00:00:00.0,MU-51
295445,Aparcabicicletas,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,ROMEO Y JULIETA,13,28018,1900-01-01 00:00:00.0,MU-51
295447,Aparcabicicletas,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,ROMEO Y JULIETA,13,28018,1900-01-01 00:00:00.0,MU-51
290774,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,SIERRA GADOR,44,28031,1900-01-01 00:00:00.0,MU-51
290775,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,SIERRA GADOR,42,28031,1900-01-01 00:00:00.0,MU-51
296219,Aparcabicicletas,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,TRISTANA,10,28018,2017-10-19 00:00:00.0,MU-51
296409,Aparcabicicletas,136,NUMANCIA,13,PUENTE DE VALLECAS,OPERATIVO,AUTOVIA,M-30,1000EX,28038,1900-01-01 00:00:00.0,MU-51
296451,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,JESUS DEL PINO,32,28031,2023-06-21 00:00:00.0,MU-51
296457,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,JESUS DEL PINO,32,28031,2023-06-21 00:00:00.0,MU-51
296498,Aparcabicicletas,131,ENTREVIAS,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,PUERTO DE BALBARAN,10,28018,1900-01-01 00:00:00.0,MU-51
296502,Aparcabicicletas,131,ENTREVIAS,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,PUERTO DE BALBARAN,10,28018,1900-01-01 00:00:00.0,MU-51
296792,Aparcabicicletas,183,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,AVENIDA,ENSANCHE DE VALLECAS,120,28051,1900-01-01 00:00:00.0,MU-51
296861,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,ZAZUAR,1A,28031,1900-01-01 00:00:00.0,MU-51
296865,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,CALLE,CERRO DE ALMODOVAR,9,28007,1900-01-01 00:00:00.0,MU-51
295508,Aparcabicicletas,136,NUMANCIA,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,BENJAMIN PALENCIA,2,28038,1900-01-01 00:00:00.0,MU-51
295814,Aparcabicicletas,134,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,EXTREMEÑOS,5,28018,1900-01-01 00:00:00.0,MU-51
297571,Aparcabicicletas,131,ENTREVIAS,13,PUENTE DE VALLECAS,OPERATIVO,AVENIDA,ENTREVIAS,24,28053,1900-01-01 00:00:00.0,MU-51
297955,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,ARROYO FONTARRON,24,28030,1900-01-01 00:00:00.0,MU-51
298221,Aparcabicicletas,144,MEDIA LEGUA,14,MORATALAZ,OPERATIVO,CALLE,LITUANIA,7,28030,1900-01-01 00:00:00.0,MU-51
296064,Aparcabicicletas,134,PALOMERAS SURESTE,13,PUENTE DE VALLECAS,OPERATIVO,CALLE,TRANVIA DE ARGANDA,4,28031,1900-01-01 00:00:00.0,MU-51
296069,Aparcabicicletas,181,CASCO H.VALLECAS,18,VILLA DE VALLECAS,OPERATIVO,CALLE,PUERTO DE REINOSA,2,28031,1900-01-01 00:00:00.0,MU-51
296116,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,AVENIDA,SANTA EUGENIA,2,28031,1900-01-01 00:00:00.0,MU-51
296114,Aparcabicicletas,182,SANTA EUGENIA,18,VILLA DE VALLECAS,OPERATIVO,AVENIDA,SANTA EUGENIA,1,28031,1900-01-01 00:00:00.0,MU-51
298490,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,HACIENDA DE PAVONES,223,28030,1900-01-01 00:00:00.0,MU-51
302217,Aparcabicicletas,143,MARROQUINA,14,MORATALAZ,OPERATIVO,CALLE,CORREGIDOR JOSE DE PASAMONTE,17,28030,1900-01-01 00:00:00.0,MU-51
302216,Aparcabicicletas,143,MARROQUINA,14,MORATALAZ,OPERATIVO,CALLE,CORREGIDOR JOSE DE PASAMONTE,17,28030,1900-01-01 00:00:00.0,MU-51
302698,Aparcabicicletas,143,MARROQUINA,14,MORATALAZ,OPERATIVO,CALLE,CAMINO DE LOS VINATEROS,104,28030,1900-01-01 00:00:00.0,MU-51
302700,Aparcabicicletas,143,MARROQUINA,14,MORATALAZ,OPERATIVO,CALLE,CAMINO DE LOS VINATEROS,104,28030,1900-01-01 00:00:00.0,MU-51
298691,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,VALDEBERNARDO,1,28030,1900-01-01 00:00:00.0,MU-51
299320,Aparcabicicletas,146,VINATEROS,14,MORATALAZ,OPERATIVO,CALLE,CAMINO DE LOS VINATEROS,119,28030,1900-01-01 00:00:00.0,MU-51
303681,Aparcabicicletas,146,VINATEROS,14,MORATALAZ,OPERATIVO,CALLE,HACIENDA DE PAVONES,105,28030,1900-01-01 00:00:00.0,MU-51
303682,Aparcabicicletas,146,VINATEROS,14,MORATALAZ,OPERATIVO,CALLE,HACIENDA DE PAVONES,107,28030,1900-01-01 00:00:00.0,MU-51
303762,Aparcabicicletas,144,MEDIA LEGUA,14,MORATALAZ,OPERATIVO,AVENIDA,DOCTOR GARCIA TAPIA,28,28030,1900-01-01 00:00:00.0,MU-38
299744,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,FUENTE CARRANTONA,6,28030,1900-01-01 00:00:00.0,MU-51
304289,Aparcabicicletas,145,FONTARRON,14,MORATALAZ,OPERATIVO,PLAZA,ENCUENTRO,4,28030,1900-01-01 00:00:00.0,MU-51
304567,Aparcabicicletas,142,HORCAJO,14,MORATALAZ,OPERATIVO,CALLE,FUENTE CARRANTONA,61,28030,1900-01-01 00:00:00.0,ACB
304568,Aparcabicicletas,142,HORCAJO,14,MORATALAZ,OPERATIVO,CALLE,FUENTE CARRANTONA,61,28030,1900-01-01 00:00:00.0,ACB
304578,Aparcabicicletas,142,HORCAJO,14,MORATALAZ,OPERATIVO,CALLE,FUENTE CARRANTONA,61,28030,1900-01-01 00:00:00.0,ACB
300542,Aparcabicicletas,143,MARROQUINA,14,MORATALAZ,OPERATIVO,CALLE,MOLINA DE SEGURA,6,28030,1900-01-01 00:00:00.0,MU-51
300541,Aparcabicicletas,143,MARROQUINA,14,MORATALAZ,OPERATIVO,CALLE,MOLINA DE SEGURA,6,28030,1900-01-01 00:00:00.0,MU-51
305736,Aparcabicicletas,144,MEDIA LEGUA,14,MORATALAZ,OPERATIVO,CALLE,ALCALDE GARRIDO JUARISTI,13,28030,1900-01-01 00:00:00.0,MU-51
305739,Aparcabicicletas,144,MEDIA LEGUA,14,MORATALAZ,OPERATIVO,CALLE,ALCALDE GARRIDO JUARISTI,13,28030,1900-01-01 00:00:00.0,MU-51
306068,Aparcabicicletas,144,MEDIA LEGUA,14,MORATALAZ,OPERATIVO,AVENIDA,MORATALAZ,51,28030,1900-01-01 00:00:00.0,MU-51
306178,Aparcabicicletas,143,MARROQUINA,14,MORATALAZ,OPERATIVO,CALLE,CAMINO DE LOS VINATEROS,104,28030,1900-01-01 00:00:00.0,MU-51
319759,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,TULIPERO,12,28044,1900-01-01 00:00:00.0,MU-38
306572,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,ENCOMIENDA DE PALACIOS,239,28030,1900-01-01 00:00:00.0,MU-51
306574,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,ENCOMIENDA DE PALACIOS,239,28030,1900-01-01 00:00:00.0,MU-51
324131,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,ALFREDO ALEIX,12,28044,1900-01-01 00:00:00.0,MU-51
325098,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,JACOBEO,1,28054,1900-01-01 00:00:00.0,MU-51
325705,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,MORALES,25C,28054,1900-01-01 00:00:00.0,MU-51
325903,Aparcabicicletas,115,PUERTA BONITA,11,CARABANCHEL,OPERATIVO,CALLE,GENERAL RICARDOS,177,28025,1900-01-01 00:00:00.0,MU-51
355914,Aparcabicicletas,125,MOSCARDO,12,USERA,OPERATIVO,CALLE,MIRASIERRA,35,28026,2016-05-23 00:00:00.0,MU-51
356207,Aparcabicicletas,126,ZOFIO,12,USERA,OPERATIVO,CALLE,CERECINOS,8,28026,2016-01-11 00:00:00.0,MU-51
322083,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,JOAQUIN TURINA,62,28044,1900-01-01 00:00:00.0,MU-51
356506,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,CALLE,CAMPOTEJAR,24,28041,2016-02-25 00:00:00.0,MU-51
356508,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,CALLE,CAMPOTEJAR,24,28041,2016-02-25 00:00:00.0,MU-51
356657,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,CALLE,TOLOSA,24,28041,2016-02-16 00:00:00.0,MU-51
356659,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,CALLE,TOLOSA,24,28041,2016-02-16 00:00:00.0,MU-51
356660,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,CALLE,TOLOSA,24,28041,2016-02-16 00:00:00.0,MU-51
357602,Aparcabicicletas,125,MOSCARDO,12,USERA,OPERATIVO,CALLE,HERMENEGILDO BIELSA,2A,28026,2016-05-20 00:00:00.0,MU-51
357603,Aparcabicicletas,125,MOSCARDO,12,USERA,OPERATIVO,CALLE,HERMENEGILDO BIELSA,2A,28026,2016-05-20 00:00:00.0,MU-51
356206,Aparcabicicletas,126,ZOFIO,12,USERA,OPERATIVO,CALLE,CERECINOS,8,28026,2016-01-11 00:00:00.0,MU-51
306531,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,LUIS DE HOYOS SAINZ,170,28030,1900-01-01 00:00:00.0,MU-51
306533,Aparcabicicletas,141,PAVONES,14,MORATALAZ,OPERATIVO,CALLE,LUIS DE HOYOS SAINZ,170,28030,1900-01-01 00:00:00.0,MU-51
324132,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,ALFREDO ALEIX,12,28044,1900-01-01 00:00:00.0,MU-51
321048,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,AVENIDA,POBLADOS,104,28054,2021-12-04 00:00:00.0,ACB
355837,Aparcabicicletas,127,PRADOLONGO,12,USERA,OPERATIVO,AVENIDA,RAFAELA YBARRA,43,28026,2016-04-08 00:00:00.0,MU-51
355911,Aparcabicicletas,125,MOSCARDO,12,USERA,OPERATIVO,CALLE,MIRASIERRA,35,28026,2016-05-23 00:00:00.0,MU-51
355912,Aparcabicicletas,125,MOSCARDO,12,USERA,OPERATIVO,CALLE,MIRASIERRA,35,28026,2016-05-23 00:00:00.0,MU-51
356208,Aparcabicicletas,126,ZOFIO,12,USERA,OPERATIVO,CALLE,CERECINOS,8,28026,2016-01-11 00:00:00.0,MU-51
356505,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,CALLE,CAMPOTEJAR,24,28041,2016-02-25 00:00:00.0,MU-51
356512,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,PLAZA,ASOCIACION,1,28041,2016-02-19 00:00:00.0,MU-51
356514,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,PLAZA,ASOCIACION,1,28041,2016-02-19 00:00:00.0,MU-51
357286,Aparcabicicletas,122,ORCASUR,12,USERA,OPERATIVO,GLORIETA,MALAGA,11,28041,1900-01-01 00:00:00.0,MU-51
357032,Aparcabicicletas,126,ZOFIO,12,USERA,OPERATIVO,AVENIDA,RAFAELA YBARRA,52,28026,2016-04-15 00:00:00.0,MU-51
357601,Aparcabicicletas,125,MOSCARDO,12,USERA,OPERATIVO,CALLE,HERMENEGILDO BIELSA,2A,28026,2016-05-20 00:00:00.0,MU-51
357882,Aparcabicicletas,126,ZOFIO,12,USERA,OPERATIVO,CALLE,AVENA,11,28026,2016-03-15 00:00:00.0,MU-51
358108,Aparcabicicletas,121,ORCASITAS,12,USERA,OPERATIVO,CALLE,DODGE,2B,28041,2016-02-04 00:00:00.0,MU-51
358370,Aparcabicicletas,122,ORCASUR,12,USERA,OPERATIVO,CALLE,MOREJA,28,28041,2016-02-25 00:00:00.0,MU-51
358389,Aparcabicicletas,127,PRADOLONGO,12,USERA,OPERATIVO,AVENIDA,RAFAELA YBARRA,43,28026,2016-04-08 00:00:00.0,MU-51
358391,Aparcabicicletas,122,ORCASUR,12,USERA,OPERATIVO,AVENIDA,ORCASUR,7,28041,2016-02-25 00:00:00.0,MU-51
358484,Aparcabicicletas,122,ORCASUR,12,USERA,OPERATIVO,AVENIDA,ORCASUR,60,28041,2016-02-26 00:00:00.0,MU-51
358488,Aparcabicicletas,122,ORCASUR,12,USERA,OPERATIVO,AVENIDA,ORCASUR,60,28041,2016-02-26 00:00:00.0,MU-51
308273,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,AVENIDA,POBLADOS,122,28054,2021-12-04 00:00:00.0,MU-51
326114,Aparcabicicletas,117,ABRANTES,11,CARABANCHEL,OPERATIVO,CALLE,VIA LUSITANA,19,28025,2021-12-04 00:00:00.0,MU-51
326113,Aparcabicicletas,117,ABRANTES,11,CARABANCHEL,OPERATIVO,CALLE,VIA LUSITANA,19,28025,2021-12-04 00:00:00.0,MU-51
326327,Aparcabicicletas,112,OPAÑEL,11,CARABANCHEL,OPERATIVO,CALLE,RIO DE ORO,13,28019,1900-01-01 00:00:00.0,MU-51
326400,Aparcabicicletas,117,ABRANTES,11,CARABANCHEL,OPERATIVO,CALLE,VIA LUSITANA,3A,28025,2021-12-04 00:00:00.0,MU-51
326615,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,JOAQUIN TURINA,62,28044,1900-01-01 00:00:00.0,MU-51
327197,Aparcabicicletas,117,ABRANTES,11,CARABANCHEL,OPERATIVO,CALLE,VIA LUSITANA,1,28025,1900-01-01 00:00:00.0,MU-51
327199,Aparcabicicletas,117,ABRANTES,11,CARABANCHEL,OPERATIVO,CALLE,VIA LUSITANA,1,28025,1900-01-01 00:00:00.0,MU-51
327198,Aparcabicicletas,117,ABRANTES,11,CARABANCHEL,OPERATIVO,CALLE,VIA LUSITANA,1,28025,1900-01-01 00:00:00.0,MU-51
327362,Aparcabicicletas,115,PUERTA BONITA,11,CARABANCHEL,OPERATIVO,CALLE,BLASON,34,28025,1900-01-01 00:00:00.0,MU-51
327582,Aparcabicicletas,112,OPAÑEL,11,CARABANCHEL,OPERATIVO,AVENIDA,OPORTO,2,28019,1900-01-01 00:00:00.0,MU-51
316384,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,AVENIDA,POBLADOS,106,28054,2021-12-04 00:00:00.0,MU-51
316570,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,PATRIMONIO DE LA HUMANIDAD,37,28054,1900-01-01 00:00:00.0,MU-38
316612,Aparcabicicletas,116,BUENAVISTA,11,CARABANCHEL,OPERATIVO,CALLE,ATAPUERCA,5E,28054,2021-12-04 00:00:00.0,MU-38
330973,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,ROMERAL,11,28021,1900-01-01 00:00:00.0,MU-51
330977,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,PIMIENTA,18,28021,1900-01-01 00:00:00.0,MU-51
330981,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,PIMIENTA,18,28021,1900-01-01 00:00:00.0,MU-51
330983,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,PIMIENTA,18,28021,1900-01-01 00:00:00.0,MU-51
330986,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,PIMIENTA,18,28021,1900-01-01 00:00:00.0,MU-51
334704,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,Paseo,PLATA Y CASTAÑAR,5,28021,1900-01-01 00:00:00.0,MU-38
334768,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,PASEO,ALBERTO PALACIOS,11,28021,1900-01-01 00:00:00.0,AP-2
336000,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,VIOLETAS,1,28021,1900-01-01 00:00:00.0,MU-51
342204,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,LOS BOHEMIOS,1,28041,1900-01-01 00:00:00.0,MU-51
342481,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,PASEO,PLATA Y CASTAÑAR,7,28021,1900-01-01 00:00:00.0,MU-51
342518,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,LA CORTE DE FARAON,35,28041,1900-01-01 00:00:00.0,MU-51
342520,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,LA CORTE DE FARAON,35,28041,1900-01-01 00:00:00.0,MU-51
342521,Aparcabicicletas,175,LOS ANGELES,17,VILLAVERDE,OPERATIVO,CALLE,LA CORTE DE FARAON,35,28041,1900-01-01 00:00:00.0,MU-51
342646,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,PASEO,ALBERTO PALACIOS,15,28021,1900-01-01 00:00:00.0,MU-51
342904,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,CALLE,ARROYO BUENO,53,28021,1900-01-01 00:00:00.0,MU-51
343230,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,CALLE,JUAN PEÑALVER,8,28021,1900-01-01 00:00:00.0,MU-51
340029,Aparcabicicletas,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,AVENIDA,OROVILLA,51,28041,1900-01-01 00:00:00.0,MU-51
340192,Aparcabicicletas,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,CALLE,CIUDADANIA,5,28041,1900-01-01 00:00:00.0,MU-51
340294,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,CALLE,ALCOCER,45B,28021,1900-01-01 00:00:00.0,MU-51
340293,Aparcabicicletas,171,VILLAVERDE ALTO-CASCO H.VILLAVERDE,17,VILLAVERDE,OPERATIVO,CALLE,ALCOCER,45B,28021,1900-01-01 00:00:00.0,MU-51
340428,Aparcabicicletas,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,CALLE,CONSENSO,5,28041,2021-12-04 00:00:00.0,MU-51
340430,Aparcabicicletas,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,CALLE,CONSENSO,5,28041,2021-12-04 00:00:00.0,MU-51
340432,Aparcabicicletas,172,SAN CRISTOBAL,17,VILLAVERDE,OPERATIVO,CALLE,GODELLA,57,28021,1900-01-01 00:00:00.0,MU-51
340433,Aparcabicicletas,172,SAN CRISTOBAL,17,VILLAVERDE,OPERATIVO,CALLE,GODELLA,57,28021,1900-01-01 00:00:00.0,MU-51
340607,Aparcabicicletas,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,CARRETERA,VILLAVERDE A VALLECAS,38,28021,2021-12-04 00:00:00.0,MU-51
340611,Aparcabicicletas,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,CARRETERA,VILLAVERDE A VALLECAS,38,28021,2021-12-04 00:00:00.0,MU-51
340776,Aparcabicicletas,174,LOS ROSALES,17,VILLAVERDE,OPERATIVO,AVENIDA,ANDALUCIA,45,28021,1900-01-01 00:00:00.0,MU-51
340785,Aparcabicicletas,173,BUTARQUE,17,VILLAVERDE,OPERATIVO,CALLE,BERROCAL,46,28021,1900-01-01 00:00:00.0,MU-51
340951,Aparcabicicletas,173,BUTARQUE,17,VILLAVERDE,OPERATIVO,AVENIDA,LOS ROSALES,131,28021,1900-01-01 00:00:00.0,MU-51
340952,Aparcabicicletas,173,BUTARQUE,17,VILLAVERDE,OPERATIVO,AVENIDA,LOS ROSALES,131,28021,2021-12-04 00:00:00.0,MU-51
