PK,NOMBRE,TIPO,EQUIPAMIENTO,TRANSPORTE,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,CODIGO-POSTAL,BARRIO,DISTRITO
11580683,Centro Deportivo Municipal Juan de Dios Román,Centro Deportivo,"Clases y escuelas deportivas    Pre-infantiles, natación peques (3-5 años), matronatación (2 años), actividad física y juegos (4-5 años).  Infantiles, natación, pádel, polideportiva, baloncesto, fútbol sala, balonmano, salvamento y socorrismo, natación artística, gimnasia rítmica.  Jóvenes y adultos (15 a 65 años), natación, natación salud, natación embarazadas, natación acondicionamiento, fitness acuático, acuagim, pádel, gimnasia salud, hábitos saludables/obesidad, ciclo-sala, fitness, aerofitness, circuito fitness, pilates, fuerza en sala, GAP (glúteo-abdomen-pierna), hipopresivos, baile y estiramientos-relajación.  Mayores de 65 años, natación, gimnasia acuática, pilates, fuerza en sala, hábitos saludables/caídas, acondicionamiento físico.  Personas con discapacidad, natación.   Equipamientos    Superficie total de las instalaciones: 15.673 metros cuadrados.  Unidades deportivas cubiertas, piscina de 8 calles y 25 metros, vaso de enseñanza, 2 pistas deportivas polivalentes (fútbol-sala, balonmano, baloncesto y voleibol), sala de musculación, sala multiusos para clases colectivas, sala multiusos ciclo-sala.  Unidades deportivas al aire libre, 8 pistas de pádel, 4 de ellas cubiertas.  Ayudas técnicas para la accesibilidad: 1 grúa de piscina.  Columna de rescate cardiaco.","Bus:  14, 32, 145.  Metro: Las suertes.  Bicicleta:  el centro dispone de  aparca bicicletas dentro del recinto de la instalación  con capacidad para 6 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ec21fc9c969e710VgnVCM1000001d4a900aRCRD,"JOSE GUTIERREZ MAROTO, 34",CALLE,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
4623700,Centro Deportivo Municipal La Almudena,Centro Deportivo,"Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): matronatación natación.  Infantiles   (edad, según modalidad): natación, natación (tecnificación), waterpolo.      Adultos : gimnasia acuática (acuagim), carrera acuática (aquarunning), fitness acuático, natación, natación embarazadas, natación tecnificación y natación/triatlón.       Mayores 65 años: gimnasia acuática (acuagim) y natación.       Equipamientos       Superficie total de las instalaciones:  6.903,80 metros cuadrados.  Unidades deportivas cubiertas: piscina (vaso de 25 metros y vaso de enseñanza), y sala de fisioterapia.     Programas médico-deportivos:    fisioterapia deportiva y escuela de espalda.  Accesibilidad:  1 grúa de piscina.","Metro: Alsacia.  Bus: 70 , 106 , 110.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff13318c05b24110VgnVCM1000000b205a0aRCRD,"NICOLAS SALMERON, 8",CALLE,28017,PUEBLO NUEVO,CIUDAD LINEAL
4722,Centro Deportivo Municipal La Bombilla,Centro Deportivo,"Clases y escuelas deportivas    Infantiles (edad, según modalidad): pádel, pre-tenis y tenis.  Adultos  : pádel y tenis.     Equipamiento    Superficie total de las instalaciones: 8.061 metros cuadrados.  Unidades deportivas al aire libre:     2 pistas de pádel, 2 pistas de pádel (cristal), 5 pistas de tenis y 1 tenis de mesa (fuera del recinto).      Columna de rescate cardíaco.","Metro: Príncipe Pío.  Bus: 46, A, 160, 161.  Renfe: Príncipe Pío.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  14  bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a6842be9971c010VgnVCM1000000b205a0aRCRD,"SENDA DEL REY, 8",CALLE,28008,CASA DE CAMPO,MONCLOA-ARAVACA
11820127,Centro Deportivo Municipal La Cebada (antigua La Latina),Centro Deportivo,"Servicio de Asesoramiento Técnico Personalizado.    Clases y escuelas deportivas    Pre-infantil: (3 años) natación peques.  Infantiles (edad, según modalidades): natación y polideportiva.  Jóvenes y personas adultas: ciclo sala, gimnsasia acuatica (aquagym), natación.  Mayores 65 años: acondicionamiento, gimnasia acuática (aquagym), gimnasia suave, natación.  Personas con discapacidad: natación.   Equipamientos    Superficie total de las instalaciones:  7.720 metros cuadrados.  Unidades deportivas cubiertas: un pabellón polideportivo, piscinas de nado o uso deportivo (vaso de 25 metros de largo y 8 calles), piscina vaso de enseñanza (12 metros de largo por 6 metros de ancho), dos salas de musculación, una sala polivalente.  Unidades deportivas exteriores: zona outdoor (azotea).   Ayudas técnicas para la accesibilidad: una grúa móvil para personas con movilidad reducida, ascensores para todas las plantas y vestuarios adaptados a personas con discapacidad.  Columna de rescate cardíaco: disponibilidad de desfibriladores semiautomáticos en el recinto deportivo.","Metro: La Latina L5.  Bus:  2, 17, 18, 23, 35, 60.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b52f49ccf35d3810VgnVCM1000001d4a900aRCRD,"CEBADA, 15",PLAZA,28005,PALACIO,CENTRO
4697,Centro Deportivo Municipal La Chopera,Centro Deportivo,"Clases y escuelas deportivas      Infantiles y jóvenes (edad, según modalidad): fútbol, pre tenis y tenis.  Jóvenes y personas adultos aeróbic, fitness y pilates.  Mayores 65 años: acondicionamiento físico y pilates.  Programa deportivo en la calle caminar por Madrid y marcha nórdica.   Equipamientos    Superficie total de las instalaciones: 13.350 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol, 3 pistas polideportivas, 3 pistas de tenis, 3 pistas de pádel y circuito vita.   Unidades deportivas cubiertas: sala de musculación y sala multiusos.  Ayudas técnicas para la accesibilidad: 1 plataforma.   Columna de rescate cardíaco.","Metro: Atocha, Retiro.  Bus: 1, 2, 15, 19, 28, 146.  Renfe: Atocha.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 12bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a09842be9971c010VgnVCM1000000b205a0aRCRD,"FERNAN NUÑEZ, 3",PASEO,28009,LOS JERONIMOS,RETIRO
4674,Centro Deportivo Municipal La Elipa,Centro Deportivo,"Clases y escuelas deportivas    Infantiles  (edad, según modalidad): bádminton, bateo en túnel, béisbol, fútbol (masculino y femenino), pádel y tenis.  Personas jóvenes y adultas  : bateo en túnel, béisbol, combinada (tonificación/pilates), fitness, musculación, pádel, pickleball, pilates y tenis.    Mayores 65 años:    acondicionamiento físico, pilates y polideportiva.     Equipamientos     Superficie total en las instalaciones: 159.000 metros cuadrados.    Unidades deportivas al aire libre:   campo de béisbol (de césped artificial), campo de bolos y petanca, 2 campos de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), 2 campos de sófbol (de césped artificial), 2 circuitos de automodelismo (radiocontrol de asfalto / radiocontrol de tierra, con cubierta), piscina (vaso de 50 metros, vaso de recreo y vaso infantil), 6 pistas de pádel (2 de cristal), 4 pistas de pickleball, pista polideportiva (con cubierta), 9 pistas de tenis, 11 tenis mesa y zona nudista.    Unidades deportivas cubiertas:   frontón, pabellón polideportivo, 3 pistas de pickleball, rocódromo, 1 sala multiusos (gimnasio) y sala de musculación.    Unidades auxiliares:  aula .    Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.","Metro: Estrella.  Bus: 71 , 113.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 30 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6b842be9971c010VgnVCM1000000b205a0aRCRD,"ALCALDE GARRIDO JUARISTI, 17",CALLE,28030,MEDIA LEGUA,MORATALAZ
4694,Centro Deportivo Municipal La Fundi,Centro Deportivo,"Clases y escuelas deportivas    Infantiles  (edad, según modalidades): baloncesto, fútbol sala, gimnasia rítmica, karate kenpo, tenis y tenis de mesa.  Jóvenes y personas adultas: aeróbic, ciclo sala, combinada (actividad con músicas, tonificación, fitness/ciclo sala), musculación, pádel y tenis.  Mayores 65 años: acondicionamiento físico.    Equipamientos      Superficie total de las instalaciones:  11.866 metros cuadrados   Unidades deportivas al aire libre: 2 pistas polideportivas, 2 pistas de tenis y 2 pistas de pádel.  Unidades deportivas cubiertas: 1 pabellón polideportivo, 2 salas multiusos, y 1 sala de musculación.  Oficina de Promoción Deportiva: responsable de la coordinaciónde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Además, ofrece información sobre Escuelas de Promoción Deportiva.  Ayudas técnicas para la accesibilidad: 1 plataforma.  Columna de rescate cardíaco.","Metro: Legazpi, Arganzuela Planetario   Bus: 8, 19, 45, 47, 59, 76, 85  Bicicleta:  El centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b26b0c40971c010VgnVCM1000000b205a0aRCRD,"ALICANTE, 14",CALLE,28045,DELICIAS,ARGANZUELA
104235,Centro Deportivo Municipal La Masó,Centro Deportivo,"Clases y escuelas deportivas     Pre-infantiles (0 a 3 años): fútbol, gimnasia rítmica, matrogimnasia, matronatación y natación.  Infantiles: (edad, según modalidades): aeróbic, escalada, fútbol, gimnasia rítmica, natación  y polideportiva.  Jóvenes y personas adultas: aeróbic, ciclo sala, carrera acuática, (aquarunning), circuito de fitness, combinada  (fitness/tonificación, yoga/pilates, aeróbic/pilates)  fitness, fitness acuático, GAP, gimnasia acuática (aquagym),  natación, natación de compensación, natación espalda,  natación embarazadas, natación jóvenes, pilates y pilates embarazadas.  Mayores de 65 años: acondicionamiento físico y gimnasia acuática (aquagym y natación).  Personas con discapacidad física:   natación.       Equipamientos      Superficie total de las instalaciones: 41.700 metros cuadrados.  Unidades deportivas al aire libre:   campo de fútbol  y rocódromo.      Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), sala de fisioterapia, sala multiusos y sala de musculación.      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.   Servicio de medicina deportiva: fisioterapia del deporte.","Metro: Herrera Oria , Lacoma, Avenida de la Ilustración.  Bus: 49, 64, 83, 124, 134.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .     Parking  público gratuito.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=15efe8ae8d81c010VgnVCM1000000b205a0aRCRD,"MASO, 80",CALLE,28034,MIRASIERRA,FUENCARRAL-EL PARDO
4834,Centro Deportivo Municipal Lago Casa de Campo,Centro Deportivo,"E scuelas deportivas    Actividades Físico deportivas para centros escolares: aula deportiva municipal.   Escuelas de colaboración: Pirag&amp;uuml;ismo, Remo, Paddel Sup.      Equipamientos     Superficie total de las instalaciones:  80.100 metros cuadrados.  Unidades deportivas al aire libre:   lago.    Columna de rescate cardíaco.","Metro: Lago, Puerta del Ángel. Bus: 31 , 33 , 36 , 39 , 65 , 138.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd9d79262ef5d010VgnVCM1000000b205a0aRCRD,"EMBARCADERO, 8",PASEO,28011,CASA DE CAMPO,MONCLOA-ARAVACA
4538574,Centro Deportivo Municipal Las Cruces,Centro Deportivo,"Clases y escuelas deportivas    Pre-infantiles (0 a3 años): educación física de base, matronatación y natación.  Infantiles   (edad, según modalidad): aeróbic, baloncesto, balonmano, gimnasia rítmica, fútbol, fútbol sala, judo, natación, natación (escuela de iniciación, competición), natación sincronizada, pádel, pre-tenis, tenis y voleibol.  Jóvenes:  aeróbic, baloncesto, ciclo sala, combinada (EFP), fútbol, natación, natación (escuela de iniciación, competición), pádel, tenis y tonificación.  Adultos: acondicionamiento físico/fat burner, aeróbic/zumba, aeróbic/body jam, carrera acuática (acuarunning), ciclo sala, combinada (EFP/ciclo+core), fitness acuático, fitnes/body combat, gimnasia acuática, gimnasia acuática (acuagim), gimnasia suave/body balance, gimnasia suave/espalda sana, kick boxing/muay thai , natación, natación de compensación, natación embarazadas, pádel, pilates, tenis , tonificación/body pump y yoga.  Mayores 65 años: actividad física, gimnasia acuática, gimnasia acuática (acuagim), gimnasia acuática/acuasalud, gimnasia acuática/acuapilates, gimnasia acuática/acuarelax, natación y tonificación.  Personas con discapacidad  : actividad física, gimnasia acuática, natación  y polideportiva.     Equipamientos    Superficie total de las instalaciones:  31.529,58  metros cuadrados.   Unidades deportivas al aire libre:  1 campo de fútbol (césped artificial), 2 campos de fútbol 7, (césped artificial), 6 pistas de pádel, 2 pistas de pádel (cristal) y 5 pistas de tenis.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 m y vaso de enseñanza), 3 salas multiusos y sala de musculación.   Solárium (no disponible).    Ayudas técnicas para la accesibilidad:  1 ascensor y 1 grúa de piscina.","Metro: Aluche , Eugenia de Montijo.  Bus: 121 , 131 , 139.  Renfe: Aluche.  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a6952ff55b41110VgnVCM1000000b205a0aRCRD,"POBLADOS, 72",AVENIDA,28044,LAS AGUILAS,LATINA
4619937,Centro Deportivo Municipal Los Prunos,Centro Deportivo,"Clases y escuelas deportivas   Cardiovascular, tonificación, combinado tono y cardio, cuerpo y mente, y pádel.   Equipamientos    Unidades deportivas al aire libre: pista polideportiva y 8 pistas de pádel.   Unidades deportivas cubiertas: piscina (vaso de 25 metros y vaso de enseñanza) , 4 pistas de pádel, sala multiusos (ciclo sala), sala multiusos (gimnasio), 3 salas multiusos, spa y zona termal.   Ayudas técnicas para la accesibilidad: con 1 ascensor.",Metro: Feria de Madrid  Bus: 153  Bicicleta:   El centro dispones de aparcabicicletas exterior con capacidad para 6 bicicletas.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e705dfa167204110VgnVCM1000000b205a0aRCRD,"PETUNIAS, 30",CALLE,28042,PALOMAS,HORTALEZA
4681,Centro Deportivo Municipal Luis Aragonés,Centro Deportivo,"Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): matronatación y natación.  Infantiles (edad, según modalidad) : judo, karate kenpo, natación, pádel, pre-tenis, tenis, salvamento y socorrismo.    Personas adultas  : aeróbic, carrera acuática (acuarunning), fitness, gimnasia acuática (acuagim), judo, karate kenpo, natación, natación de compensación, natación embarazadas, pádel, pilates y tenis.    Mayores 65 años:  acondicionamiento físico y natación.      Equipamientos       Superficie total de las instalaciones:  61.500 metros cuadrados.    Unidades deportivas al aire libre:     2 campos de fútbol de césped artificial, 2 campos de fútbol-7 de césped artificial, piscinas (vaso 50 metros, 2 vasos de recreo y 1 vaso infantil), 4 pistas de pádel (césped artificial), pista de vóley playa, 1 pista de tenis, 2 pistas de tenis (césped artificial), 4 tenis de mesa y Rocódromo.      Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseñanza), sala de artes marciales, sala multiusos (gimnasio) y sala de musculación.          Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.            Ayudas técnicas para la accesibilidad:  1 grúa de piscina.        Columna de rescate cardíaco.","Metro: Canillas.  Bus: 73, 120.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64cd79262ef5d010VgnVCM1000000b205a0aRCRD,"EL PROVENCIO, 20",CALLE,28043,CANILLAS,HORTALEZA
121729,Centro Deportivo Municipal Marqués de Samaranch,Centro Deportivo,"Clases y escuelas deportivas    Pre-infantiles (2 a 5 años): natación y polideportiva/educación física de base.  Infantiles: bádminton, karate kenpo, natación, polideportiva y voleibol.  Jóvenes y personas adultas:  aeróbic, acondicionamiento nadadores, bádminton, fitness, fitness acuático, gimnasia acuática (acuagim), gimnasia de compensación, natación, natación de compensación/salud, natación embarazadas, pilates, voleibol, salvamento acuático y salvamento y socorrismo.     Mayores de 65 años: acondicionamiento nadadores, fitness, gimnasia acuática (acuagim) y natación.       Personas con discapacidad física:  natación (adulta e infantil).           Personas con discapacidad intelectual:  natación (adulta e infantil) .         Equipamientos    Unidades deportivas al aire libre: campo de fútbol de césped artificial y 4 pistas de pádel.  Unidades deportivas cubiertas:   pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza y solarium), 6 pistas de pádel, 4 pistas de tenis, sala de musculación, 2 salas multiusos, sala fisioterapia, sala de psicomotricidad, unidad de reconocimientos médicos y 2 saunas.    Servicios auxiliares:  aula.    Oficina de promoción deportiva (distrito centro) juegos deportivos municipales, torneos y circuitos municipales, copas de primavera información sobre escuelas de promoción deportiva.   Ayuda técnicas para la accesibilidad: 2 grúas de piscina.  Columna de rescate cardíaco.","Metro: Puerta de Toledo , Pirámides.  Bus: 17, 36, 41, C, 62.  Renfe: Pirámides.  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 5 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b00e8ae8d81c010VgnVCM1000000b205a0aRCRD,"IMPERIAL, 20",PASEO,28005,IMPERIAL,ARGANZUELA
4673,Centro Deportivo Municipal Moratalaz,Centro Deportivo,"Clases y escuelas deportivas    Pre infantiles (0 a 3 años): natación.  Infantiles (edad, según modalidad): atletismo, baloncesto, hábitos saludables, fútbol,  fútbol sala, gimnasia rítmica, judo, karate shyto, natación, patinaje, polideportiva, tenis y tiro con arco.  Jóvenes y personas adultas: aeróbic,  atletismo juvenil, ciclo sala, combinada (fitness/ciclo sala), fútbol (masculino y femenino), gap (glúteos, abdomen, piernas), gimnasia acuática (acuagim), hábitos saludables, judo, karate shyto, natación , natación embarazadas, pádel, pilates, tenis y tonificación (con pesas).  Mayores 65 años: acondicionamiento físico, gimnasia acuática (acuagim), natación, natación de compensación y pilates.  Personas con discapacidad  : atletismo y natación.     Equipamientos    Superficie total de las instalaciones: 108.300 metros cuadrados.  Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala de musculación, sala de artes marciales y sala multiusos (psicomotricidad, sala multiusos (ciclo sala).   Unidades deportivas al aire libre:  campo de fútbol (de césped artificial), 3 pistas de fútbol sala, campo de tiro con arco, 2 frontones (largos), piscina (3 vasos de 50 metros y una vaso infantil), pista de atletismo, pista de baloncesto, pista de patinaje, 4 pistas de pádel, 6 pistas de tenis y 1 pista de vóley playa.   Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Servicio de medicina deportiva: reconocimientos médicos para deportistas y psicomotricidad.    Unidades con servicios auxiliares:   sala de reconocimientos médicos.    Ayudas técnicas para la accesibilidad:  1 ascensor y 2 grúas de piscina.    Columna de rescate cardíaco.","Metro: Pavones.  Bus: 8, 20, 32, 71, 142, 144.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para    interior (10), exterior (8) bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc9942be9971c010VgnVCM1000000b205a0aRCRD,"VALDEBERNARDO, 2",CALLE,28030,PAVONES,MORATALAZ
4691,Centro Deportivo Municipal Moscardó,Centro Deportivo,"Clases y escuelas deportivas    Infantiles natación, pádel y waterpolo.  Jóvenes y personas adultas  acuagim, aeróbic, bailes de salón, combinada, natación, pádel y pilates.   Mayores de 65 años : actividad acuática y combinada.    Equipamientos     Superficie total de las instalaciones  13.800 metros cuadrados.  Unidades deportivas al aire libre:  piscina (vaso de 50 metros y vaso infantil), 2 pistas de pádel y 1 pista de vóley playa.    Unidades deportivas cubiertas:  piscina (vaso de 25 metros y vaso de enseñanza) y 2 salas multiusos, sala de cardio y sala de musculación","Metro: Usera.  Bus: 6, 47, 60.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23c942be9971c010VgnVCM1000000b205a0aRCRD,"ANDRES ARTEAGA, 5",CALLE,28026,MOSCARDO,USERA
4693,Centro Deportivo Municipal Orcasitas,Centro Deportivo,"Clases y escuelas deportivas    Pre-Infantiles (0 a 3 años) y (3 a 5 años, según modalidades): matronatación y natación.  Infantiles (6 a 14 años, según modalidades): atletismo, baloncesto, defensa personal y artes marciales, gimnasia rítmica, natación, pádel y tenis.  Jóvenes y personas adultas (de 15 a 20 años, según modalidades): baloncesto, defensa personal y artes marciales, natación, pádel y salvamento acuático.  Adultos (21 a 64 años): acondicionamiento físico deportivo, acuagim, aeróbic, bous, combinada  (aeróbic/step, fitness/natación), fitness, gap (glúteos, abdomen, piernas), gimnasia de compensación, natación, natación de compensación, natación embarazadas, pádel, pilates y tenis.  Mayores de 65 años:  actividad física, acuagim y natación.   Actividades para personas con discapacidad sensorial (sordos): atletismo (infantil).   Equipamientos     Superficie total de las instalaciones:  10.200 metros cuadrados.    Unidades deportivas al aire libre:     3 campos de fútbol (de césped artificial), campo de fútbol 7 (de césped artificial), piscina (2 vasos de 50 m. y vaso infantil), pista de atletismo, 5 pistas de pádel, 2 pistas polideportivas, 8 pistas de tenis y 1 pista de vóley playa.      Unidades deportivas cubiertas:  pabellón Jesús Rollán, piscina (vaso 25 metros y vaso de enseñanza), 2 salas de musculación, sala multiusos (aeróbic), sala multiusos (gimnasio) y sala multiusos.     Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayudas técnicas a la accesibilidad: instalación practicable, con 1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.","Metro: Plaza Elíptica.  Bus: 6, 60, 78, 81, 116, 121, 131.  Renfe: Doce de Octubre, Orcasitas.  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 10 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a11e79262ef5d010VgnVCM1000000b205a0aRCRD,"RAFAELA YBARRA, 52",AVENIDA,28026,ZOFIO,USERA
4690,Centro Deportivo Municipal Orcasur,Centro Deportivo,"Clases y escuelas deportivas    Pre-infantiles (3 a 5 años): natación y matronatación.  Infantiles (6 a 14 años, según modalidades): natación y pádel.  Jóvenes y personas adultas: (15 a 64 años): acondicionamiento físico deportivo, natación, pádel y pilates.  Mayores de 65 años: actividad física, gimnasia acuática, natación y pilates.   Equipamientos      Superficie total de las instalaciones:   22.500 metros cuadrados.  Unidades deportivas al aire libre:  2 campos de fútbol-7 de césped artificial, frontón (largo), 2 pistas de pádel, pista de fútbol sala, pista de tenis y 4 tenis mesa.    Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 m.), sala de musculación y sala multiusos.   Ayudas técnicas para la accesibilidad:  1 grúa de piscina.","Bus:  78, 116  Renfe: Orcasitas.  Metro:   San Fermín - Orcasur.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=483e79262ef5d010VgnVCM1000000b205a0aRCRD,"MOREJA, 11",CALLE,28041,ORCASUR,USERA
4684794,Centro Deportivo Municipal Pabellón Villa de Madrid,Centro Deportivo,,"Bus: 105 , 112 , 114 , 115 , 151",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e67668e4a336110VgnVCM1000000b205a0aRCRD,"BREZOS, 6",CALLE,28042,ALAMEDA DE OSUNA,BARAJAS
