PK,NOMBRE,TIPO,EQUIPAMIENTO,TRANSPORTE,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,CODIGO-POSTAL,BARRIO,DISTRITO
11353987,Instalación Deportiva  Básica Embalse de San Juan,Instalación Deportiva,Pista de baloncesto. Pista de fútbol sala.,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa29f533a3468710VgnVCM1000001d4a900aRCRD,"EMBALSE DE SAN JUAN, 1",CALLE,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
11350990,Instalación Deportiva Básica Avenida de las Suertes,Instalación Deportiva,Pista de baloncesto. Pista polideportiva (marcajes de fútbol sala y voleibol).,Metro: Las Suertes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b777d112cde58710VgnVCM1000001d4a900aRCRD,AVENIDA DE LAS SUERTES,AVENIDA,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
11350948,Instalación Deportiva Básica Avenida del Ensanche de Vallecas,Instalación Deportiva,Pista de minibaloncesto. Pista de minifútbol. Pista de skate.,Metro: Las Suertes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=867fd112cde58710VgnVCM1000001d4a900aRCRD,"ENSANCHE DE VALLECAS, 11",AVENIDA,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
4540101,Instalación Deportiva Básica Circuito de Automodelismo,Instalación Deportiva,Circuito de automodelismo,"Metro: Congosto. Bus: 54 , 142",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee0b2e617551110VgnVCM1000000b205a0aRCRD,"NAVAMURES, 2",CALLE,28031,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
4538536,Instalación Deportiva Básica Colonia Vilda,Instalación Deportiva,"2 Pistas polideportivas, (marcajes de fútbol sala y balonmano y 2 baloncestos transversales).","Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617f55fdb3b41110VgnVCM1000000b205a0aRCRD,"PUENTELARRA, 1",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
11352297,Instalación Deportiva Básica Eduardo Chillida,Instalación Deportiva,1 Pista de minibaloncesto y minifútbol,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c981763979368710VgnVCM1000001d4a900aRCRD,"EDUARDO CHILLIDA, 1",CALLE,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
4538305,Instalación Deportiva Básica La Unión,Instalación Deportiva,Unidades deportivas cubiertas:  4 Pistas de pádel.    Unidades deportivas al aire libre:  Campo de fútbol 11 de césped artificial.,"Bus: 58 , 63 , 145",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=773aaae91fa41110VgnVCM1000000b205a0aRCRD,"ENRIQUE GARCIA ALVAREZ, 58",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
4539403,Instalación Deportiva Básica P.A.R. Castrillo de Aza,Instalación Deportiva,Pista de baloncesto,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a554a9b438051110VgnVCM1000000b205a0aRCRD,"SANTA EUGENIA, 1",AVENIDA,28031,SANTA EUGENIA,VILLA DE VALLECAS
11354193,Instalación Deportiva Básica Parkour,Instalación Deportiva,Circuito de parkour. Circuito de calistenia. Pista de minibaloncesto. Pista de patinaje.,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=371ef533a3468710VgnVCM1000001d4a900aRCRD,"LA GAVIA, 39",AVENIDA,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
5542270,Instalación Deportiva Básica Parque Real de Arganda,Instalación Deportiva,1 Pista de fútbol sala,Metro: Villa de VallecasBus: 58,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c497740efc26210VgnVCM1000000b205a0aRCRD,"REAL DE ARGANDA, 45",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
4539259,Instalación Deportiva Básica Parque Santa Eugenia,Instalación Deportiva,Pista de skate,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2204a086b3051110VgnVCM1000000b205a0aRCRD,"ZAZUAR, 12",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
11358733,Instalación Deportiva Básica Parque Villa de Vallecas,Instalación Deportiva,Pista de fútbol sala. 2 Pistas de baloncesto (transversales). Pista de skate.,"Metro: CongostoBus: 54 , 130 , 142",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a14291fa9288710VgnVCM1000001d4a900aRCRD,"PUERTO DE PORZUNA, 50",CALLE,28031,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
11358753,Instalación Deportiva Básica Parroquia Santa Eugenia,Instalación Deportiva,Pista de fútbol sala,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4291fa9288710VgnVCM1000001d4a900aRCRD,"VIRGEN DE LAS VI&AMP;NTILDE;AS, 15",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
11358766,Instalación Deportiva Básica Peñaranda de Bracamonte,Instalación Deportiva,1 Pista de baloncesto. 1 Pista polideportiva (marcajes de fútbol sala y balonmano).,Metro: CongostoBus: 142,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52e5291fa9288710VgnVCM1000001d4a900aRCRD,"PEÑARANDA DE BRACAMONTE, 4",CALLE,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
11358784,Instalación Deportiva Básica Pista de Patinaje,Instalación Deportiva,1 Pista de patinaje,"Metro: CongostoBus: 54 , 130 , 142",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a96291fa9288710VgnVCM1000001d4a900aRCRD,"PUERTO DE PORZUNA, 0",CALLE,28031,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
4540082,Instalación Deportiva Básica Poza de la Sal,Instalación Deportiva,Pista de baloncesto,"Bus: 58 , 63 , 145",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94376b6506551110VgnVCM1000000b205a0aRCRD,"POZA DE LA SAL, 2",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
4539953,Instalación Deportiva Básica Puentelarra,Instalación Deportiva,Pista de baloncesto 3 x 3,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2716c39144551110VgnVCM1000000b205a0aRCRD,"PUENTELARRA, 12",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
11359398,Instalación Deportiva Básica Santa Eugenia,Instalación Deportiva,2 Campos de Fútbol (césped artificial),"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a57671143788710VgnVCM1000001d4a900aRCRD,"CERRO DE ALMODOVAR, 11",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
11358863,Instalación Deportiva Básica Skate Real de Arganda,Instalación Deportiva,Bowl Pista de skate,Metro: Villa de VallecasBus: 58,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa2a6635ec288710VgnVCM1000001d4a900aRCRD,"REAL DE ARGANDA, 49",CALLE,28031,SANTA EUGENIA,VILLA DE VALLECAS
11358872,Instalación Deportiva Básica Stela Maris,Instalación Deportiva,1 Pista de minibaloncesto y minifútbol,Metro: CongostoBus: 142,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=346a6635ec288710VgnVCM1000001d4a900aRCRD,"PEÑARANDA DE BRACAMONTE, 4",CALLE,28051,ENSANCHE DE VALLECAS,VILLA DE VALLECAS
4642625,Instalación Deportiva Municipal Básica Abrantes - Colonia Velázquez,Instalación Deportiva,1 Campo de fútbol,"Metro: Pan Bendito, San Francisco.Bus: 47 , 108 , 118 , 121 , 131 , 155.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06d068171cef4110VgnVCM1000000b205a0aRCRD,"ABRANTES, 297",AVENIDA,28025,ABRANTES,CARABANCHEL
12009978,Instalación Deportiva Municipal Básica Acuario,Instalación Deportiva,Circuito de vida Pista de patinaje,"Metro: El Capricho. Bus: 77 , 101 , 112 , 114 , 115 , 151.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30c5d9606508810VgnVCM1000001d4a900aRCRD,"MISTRAL, 1",CALLE,28042,TIMON,BARAJAS
4554452,Instalación Deportiva Municipal Básica Alameda de Osuna I,Instalación Deportiva,2 Pistas de baloncesto,"Metro: El Capricho. Bus: 77 , 101 , 112 , 114 , 115 , 151.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3560735dead1110VgnVCM1000000b205a0aRCRD,"BALANDRO, 1",CALLE,28042,ALAMEDA DE OSUNA,BARAJAS
4555959,Instalación Deportiva Municipal Básica Alas,Instalación Deportiva,1 Pista de fútbol sala1 Pista de baloncesto4 Pistas de petanca,"Metro: BarajasBus: 101 , 105 , 115 , 151",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d67d5c51350e1110VgnVCM1000000b205a0aRCRD,"ALAS, 2",CALLE,28042,TIMON,BARAJAS
4557041,Instalación Deportiva Municipal Básica Albaicín,Instalación Deportiva,1 Pista de balonmano,"Bus: 60 , 76 , 78 , 81 , 116.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e518d498a5e1110VgnVCM1000000b205a0aRCRD,"ALBAICIN, 19",CALLE,28041,ORCASUR,USERA
4557439,Instalación Deportiva Municipal Básica Albaida,Instalación Deportiva,1 Patinódromo,"Metro: Simancas , San BlasBus: 38 , 48",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=040cbad143ae1110VgnVCM1000000b205a0aRCRD,"ALBAIDA, S/N",CALLE,28037,HELLIN,SAN BLAS-CANILLEJAS
4528002,Instalación Deportiva Municipal Básica Alcalde Martín de Alzaga,Instalación Deportiva,1 Pista de baloncesto,"Metro: ValdezarzaBus: 64, 126, 127, 132",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4257664d01ef0110VgnVCM1000000b205a0aRCRD,"ALCALDE MARTIN DE ALZAGA, S/N",CALLE,28039,VALDEZARZA,MONCLOA-ARAVACA
4557476,Instalación Deportiva Municipal Básica Alerce,Instalación Deportiva,1 Pista polideportiva,"Bus:  23 , 76 , 78 , 116 , 123.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42ae586285ae1110VgnVCM1000000b205a0aRCRD,"ALERCE, 31",CALLE,28041,ORCASUR,USERA
4527220,Instalación Deportiva Municipal Básica Alfonso XIII,Instalación Deportiva,2 pistas de baloncesto.1 pista de patinaje.2 campos de bolos y petanca.,"Bus: 7 , 11 , 40 , 52 , 87",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea63124827ee0110VgnVCM1000000b205a0aRCRD,"ALFONSO XIII C/V SANTA MARÍA MAGDALENA, 2, 136",AVENIDA,28016,NUEVA ESPAÑA,CHAMARTIN
4556014,Instalación Deportiva Municipal Básica Alhaurín,Instalación Deportiva,1 Pista de baloncesto1 Campo de fútbol 7 (de tierra),"Metro: Barajas.Bus: 105 , 115 , 151.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=acda62a9470e1110VgnVCM1000000b205a0aRCRD,"ALHAURIN, 4",CALLE,28042,TIMON,BARAJAS
4542702,Instalación Deportiva Municipal Básica Alicún,Instalación Deportiva,1 Pista de baloncesto,"Metro: Manoteras. Bus: 7 , 29 , 129",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c4d7e93dee61110VgnVCM1000000b205a0aRCRD,"ALICUN, 24",CALLE,28033,APOSTOL SANTIAGO,HORTALEZA
4542003,Instalación Deportiva Municipal Básica Aliseda,Instalación Deportiva,Superficie: 700 M2  Equipamientos: 1 Pista polideportiva,"Metro: San Francisco.Bus: 47 , 108 , 118",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5e92f9841a61110VgnVCM1000000b205a0aRCRD,"ALISEDA, 0",CALLE,28025,PUERTA BONITA,CARABANCHEL
4548436,Instalación Deportiva Municipal Básica Almudena,Instalación Deportiva,1 Campo de fútbol1 Pista polideportiva,"Bus: 70 , 106",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6ed945136891110VgnVCM1000000b205a0aRCRD,"NICOLAS SALMERON, 8",CALLE,28017,PUEBLO NUEVO,CIUDAD LINEAL
4556653,Instalación Deportiva Municipal Básica Ambulatorio (El Paraiso),Instalación Deportiva,1 Pista de fútbol sala2 Pistas de baloncesto5 Pistas de petancaSkatepark,"Metro: SimancasBus:  4 , 38 , 48 , 70 , 109",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0822414d35e1110VgnVCM1000000b205a0aRCRD,"AJOFRIN, s/n",CALLE,28037,AMPOSTA,SAN BLAS-CANILLEJAS
5695851,Instalación Deportiva Municipal Básica Americio,Instalación Deportiva,1 Pista de baloncesto,"Bus: 85 , 123.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=061c880b0aab8210VgnVCM2000000c205a0aRCRD,"AMERICIO, s/n",CALLE,28021,BUTARQUE,VILLAVERDE
6310149,Instalación Deportiva Municipal Básica Ana Tutor,Instalación Deportiva,1 Pista de patinaje1 Pista de fútbol-sala,"Metro: Avda. de la IlustraciónBus: 133, 49, 64, 83",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bce62b6315d35310VgnVCM2000000c205a0aRCRD,"CARDENAL HERRERA ORIA, 216",AVENIDA,28034,VALVERDE,FUENCARRAL-EL PARDO
4584548,Instalación Deportiva Municipal Básica Andévalo,Instalación Deportiva,1 Pista de fútbol sala,"Bus: 102 , 103 , 111",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8c6ed32dd2c2110VgnVCM1000000b205a0aRCRD,"ANDEVALO, 6",CALLE,28053,ENTREVIAS,PUENTE DE VALLECAS
4547544,Instalación Deportiva Municipal Básica Anfevi,Instalación Deportiva,Pista de fútbol sala2 Pistas de baloncesto,"Metro: ArtillerosBus: 20 , 30 , 32 , 71 , 100 , 140.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3efff1c446391110VgnVCM2000000c205a0aRCRD,"HACIENDA DE PAVONES, 127",CALLE,28030,VINATEROS,MORATALAZ
4527275,Instalación Deportiva Municipal Básica Aniceto Marinas,Instalación Deportiva,1 Pista de baloncesto,"Bus: 41 , 46 , 75",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20f7c57598ee0110VgnVCM1000000b205a0aRCRD,"ANICETO MARINAS, 106",CALLE,28008,CASA DE CAMPO,MONCLOA-ARAVACA
4528176,Instalación Deportiva Municipal Básica Antonio Machado,Instalación Deportiva,1 Pista de baloncesto,"Metro: ValdezarzaBus: 126 , 127 , 132",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b37f532996ef0110VgnVCM1000000b205a0aRCRD,"ANTONIO MACHADO, 14",CALLE,28035,VALDEZARZA,MONCLOA-ARAVACA
4548451,Instalación Deportiva Municipal Básica Antonio Pirala,Instalación Deportiva,1 Pista de fútbol sala2 Pistas de baloncesto,"Metro: Ventas , El Carmen.Bus: 12 , 21 , 38 , 53 , 106 , 110 , 146 , 210",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70b945dbd6891110VgnVCM1000000b205a0aRCRD,"ANTONIO PIRALA, s/n",CALLE,28017,VENTAS,CIUDAD LINEAL
4557447,Instalación Deportiva Municipal Básica Arcaute,Instalación Deportiva,"1 Pista polideportiva (con marcajes de fútbol sala, tenis y baloncesto)",Bus: 77,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59b6957e54ae1110VgnVCM1000000b205a0aRCRD,"INVIERNO, 1",AVENIDA,28022,REJAS,SAN BLAS-CANILLEJAS
4556739,Instalación Deportiva Municipal Básica Arcos de Jalón,Instalación Deportiva,1 Pista polideportiva2 Pistas de baloncesto1 Pista de voleibol1 Pista de patinaje,"Metro: San BlasBus: 4 , 38 , 48 , 140 , 153",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=352e8c86d45e1110VgnVCM1000000b205a0aRCRD,"ARCOS DE JALON, s/n",CALLE,28037,ARCOS,SAN BLAS-CANILLEJAS
4670017,Instalación Deportiva Municipal Básica Arequipa,Instalación Deportiva,2 Pistas de bolos y petanca,"Metro: Mar de Cristal. Bus: 87 , 104 , 112 , 120 , 125 , 172.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88e2d141f97c5110VgnVCM1000000b205a0aRCRD,"AREQUIPA, 12",CALLE,28043,CANILLAS,HORTALEZA
4543757,Instalación Deportiva Municipal Básica Arganda,Instalación Deportiva,1 Pista de Fútbol-Sala,"Metro: Pirámides. Bus: 18 , 34 , 36 , 116 , 118 , 119. Renfe: Pirámides.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cd10cd0d5471110VgnVCM1000000b205a0aRCRD,"ARGANDA, 10",CALLE,28005,ACACIAS,ARGANZUELA
4580352,Instalación Deportiva Municipal Básica Arjona,Instalación Deportiva,1 Campo de fútbol,"Metro: LagunaBus: 31 , 55 , 138 , 139.Renfe: Laguna.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=01aef0716c2b2110VgnVCM1000000b205a0aRCRD,"CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 11",CALLE,28047,LUCERO,LATINA
4548716,Instalación Deportiva Municipal Básica Arriaga,Instalación Deportiva,2 Pistas de baloncesto. 1 Pista de fútbol - sala,"Bus: 15 , 28 , 106 , 109 , 110 , 113",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=82f65e9248c91110VgnVCM1000000b205a0aRCRD,"DAROCA, 95",AVENIDA,28017,PUEBLO NUEVO,CIUDAD LINEAL
6349189,Instalación Deportiva Municipal Básica Arroyo Belincoso,Instalación Deportiva,2 Pistas baloncesto1 Pista fúbol-sala,"Metro: Pavones, VinaterosBus: 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e812bcfa0b606310VgnVCM1000000b205a0aRCRD,"DOCTOR GARCIA TAPIA, 76",AVENIDA,28030,MARROQUINA,MORATALAZ
4547664,Instalación Deportiva Municipal Básica Arroyo Fontarrón,Instalación Deportiva,Pista de fútbol sala,"Metro: PavonesBus: 8 , 20 , 30 , 54 , 63 , 71 , 100 , 140 , 142 , 144 , 145.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06d0c9ba6f391110VgnVCM2000000c205a0aRCRD,"ARROYO FONTARRON, 381",CALLE,28030,PAVONES,MORATALAZ
4643501,Instalación Deportiva Municipal Básica Arroyo de Opañel,Instalación Deportiva,1 Pista polideportiva,"Metro: Plaza ElípticaBus: 55 , 60 , 116 , 155.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d06f941b73305110VgnVCM1000000b205a0aRCRD,"ARROYO OPAÑEL, 12",CALLE,28019,OPAÑEL,CARABANCHEL
4560369,Instalación Deportiva Municipal Básica Aster - Lirios,Instalación Deportiva,1 Pista de Fútbol-Sala,"Bus: 7 , 11 , 40 , 87",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=844fcc390c802110VgnVCM1000000b205a0aRCRD,"ALFONSO XIII (POSTERIOR), 126",AVENIDA,28016,HISPANOAMERICA,CHAMARTIN
5716920,Instalación Deportiva Municipal Básica Auditorio de Chamartín,Instalación Deportiva,Pista de baloncesto,"Metro: Cruz del RayoBus: 1 , 9 , 29 , 52 , 73.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f969f99d08129210VgnVCM1000000b205a0aRCRD,"JOAQUIN RODRIGO, 1",PLAZA,28002,CIUDAD JARDIN,CHAMARTIN
4547666,Instalación Deportiva Municipal Básica Auditorio de Moratalaz,Instalación Deportiva,1 Pista de fútbol sala 2 Tenis de mesa,"Metro: PavonesBus: 8 , 20 , 30 , 32 , 71 , 100 , 140 , 142 , 144.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6f36c9ba6f391110VgnVCM2000000c205a0aRCRD,"HACIENDA DE PAVONES, 209",CALLE,28030,VINATEROS,MORATALAZ
4547674,Instalación Deportiva Municipal Básica Avenida Moratalaz M-30,Instalación Deportiva,1 Pista de patinaje1 Pista de baloncesto,"Metro: Estrella. Bus: 8 , 20 , 30 , 32 , 113",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=428ac1f812491110VgnVCM2000000c205a0aRCRD,"RAMON ARECES, 1",CALLE,28030,FONTARRON,MORATALAZ
4542915,Instalación Deportiva Municipal Básica Avenida San Luis I,Instalación Deportiva,2 Tenis de mesa,"Metro: Hortaleza. Bus: 9 , 72 , 107 , 125 , 172",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a8bef12fa4f61110VgnVCM1000000b205a0aRCRD,"SAN LUIS, (frentealnº86)",AVENIDA,28033,PINAR DEL REY,HORTALEZA
4548594,Instalación Deportiva Municipal Básica Avenida de Brasil,Instalación Deportiva,1 Pista de fútbol sala,"Metro: CuzcoBus: 5 , 27, 40, 126 , 147, 149",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=55851b40e9891110VgnVCM2000000c205a0aRCRD,"BRASIL, 19",AVENIDA,28020,CASTILLEJOS,TETUAN
4541420,Instalación Deportiva Municipal Básica Ayacucho,Instalación Deportiva,1 Pista de baloncesto,"Metro: Mar de Cristal.Bus: 87 , 112 , 120 , 125 , 153 , 172.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fc5bca369a51110VgnVCM1000000b205a0aRCRD,"NEVADO DEL RUIZ, 2",CALLE,28033,PINAR DEL REY,HORTALEZA
11080873,Instalación Deportiva Municipal Básica Bacares (Rocódromo),Instalación Deportiva,Rocódromo Zona de calistenia,"Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1150d952c30de610VgnVCM1000001d4a900aRCRD,"BACARES, 9",CALLE,28033,APOSTOL SANTIAGO,HORTALEZA
4543101,Instalación Deportiva Municipal Básica Bacares (fútbol),Instalación Deportiva,1 Campo de fútbol-sala pavimentado1 Pista de voleibol1 Pista de minibaloncesto1 Pista de patinaje1 Pista de skate,"Metro: ManoterasBus: 7 , 29 , 107 , 125 , 129",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9ed7874b8f61110VgnVCM1000000b205a0aRCRD,"BACARES, 27",CALLE,28033,APOSTOL SANTIAGO,HORTALEZA
4556115,Instalación Deportiva Municipal Básica Bahía de Santander II,Instalación Deportiva,1 Pista de fútbol sala,"Bus: 105 , 112 , 115 , 151.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=660c90270a0e1110VgnVCM1000000b205a0aRCRD,"BAHIA DE SANTANDER, 64",CALLE,28042,CORRALEJOS,BARAJAS
