PK,NOMBRE,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,TIPO
120275,Centro Deportivo Municipal Faustina Valladolid (antiguo Valdebernardo),"Clases y escuelas deportivas    Pre-Infantiles: actividad física y juegos, matronatación y (2 y 3 años) natación.  Infantiles baloncesto, fútbol, gimnasia rítmica, karate, natación, pádel, salvamento acuático, tenis y pre-tenis.  Jóvenes y personas adultas acuapilates, aerofitness, aquapilates/natación salud, carrera acuática, carrera acuática/natación, ciclo sala, fitness, fitness acuático, gim-jazz fitness, karate, natación, pádel, pilates,  salvamento acuático y tenis.    Mayores de 65 años: acondicionamiento físico deportivo, acuapilates,  baile estiramientos/relax, gimnasia acuática (acuagim), natación y pilates (iniciación).  Actividades para personas con discapacidad física: natación (infantil y adulto).  Actividades para personas con discapacidad intelectual (de 6 a 64 años, según modalidades): baloncesto (mayores de 12 años),  pádel (infantil y adulto).  Actividades para personas con discapacidad sensorial (sordos): natación (mayores de 16 años), pádel (mayores de 16 años) y voleibol.   Equipamientos    Superficie total de las instalaciones: 47.000 metros cuadrados.  Unidades deportivas al aire libre: campo de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), 10 pistas de pádel y 9 pistas de tenis.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (1 vaso de 25 m. y 1 vaso de enseñanza), sala de esgrima,sala de musculación y 2 salas multiusos.   Ayuda técnica para la accesibilidad: 1 ascensor y 2 grúas de piscina.  Columna de rescate cardíaco.","Metro: Valdebernardo.  Bus:   8 , 71 , 130.    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .","1,5,6",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a64f79262ef5d010VgnVCM1000000b205a0aRCRD,LADERA DE LOS ALMENDROS,CALLE,2,28032,1,CASCO H.VICALVARO,19,VICALVARO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4703,Centro Deportivo Municipal Fernando Martín,"Clases y escuelas deportivas    Pre infantiles: (4 y 5 años) actividad física y juegos, y natación.  Infantiles  (edad, según modalidades)  : baloncesto, natación, salvamento acuático, pretenis y tenis.    Personas jóvenes y adultas:   aeróbic, bailes, baloncesto, gimnasia acuática (acuagim), fitness, fitness acuático, natación, natación de compensación, natación embarazadas, pilates y tenis.    Mayores 65 años   : acondicionamiento físico, gimnasia acuática (acuagim), natación y pilates.     Programa deportivo en la calle:  caminar por Madrid.    Equipamientos    Superficie total de las instalaciones: 11.200 metros cuadrados.  Unidades deportivas al aire libre:   pista polideportivo, 2 pistas de tenis y 4 pistas de pádel.        Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala multiusos y sala de musculación.      Oficina de promoción deportiva: juegos deportivos municipales, torneos y circuitos municipales y copas de primavera información sobre escuelas de promoción deportiva.  Columna de rescate cardíaco.","Metro: Francos Rodríguez.  Bus:  44, 64, 126, 127, 132.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=baa7b0c40971c010VgnVCM1000000b205a0aRCRD,SANTO ANGEL DE LA GUARDA,AVENIDA,6,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4623547,Centro Deportivo Municipal Francisco Fernández Ochoa,"Clases y escuelas deportivas    Preinfantiles:  matronatación, natación peques, educación física de base (polideportiva).   Infantiles  (edad, según modalidades) : aeróbic/bailes, bailes, baloncesto, fútbol, gimnasia rítmica, hockey patines, judo, natación, natación deportiva, natación sincronizada, patinaje, educación física de base (polideportiva), tenis y voleibol.    Jóvenes y adultos  (jóvenes 15 a 26 años- adultos 27 a 64 años): acondicionamiento físico/total training, aeróbic/step, aeróbic/zumba, bailes, ciclo sala, combinada/compensación, defensa personal, entrenamiento funcional (suspensión, hit, trx), fitness cross, fitness/body attack, fitness/body contact, gimnasia suave/body balance, fútbol, natación, natación de compensación, natación deportiva, natación embarazadas, pádel, patinaje, pilates, tenis, tonificación/bodypump, tonificación/grit series, triatlón, triatlón swimmers.    Mayores 65 años : actividad acuática, actividad física /en forma sénior, gimnasia acuática (acuagim/acua sénior), natación, pilates sénior.   Personas con discapacidad : actividad acuática, natación para personas con daño cerebral adquirido, pádel adaptado.    Programa deportivo en la calle:   triatlón runners.    Equipamientos    Superficie total de las instalaciones: 7.706,41 metros cuadrados  Unidades Deportivas al aire libre: 2 campos de fútbol 7 (césped artificial), pista de hockey patines y patinaje, 8 Pistas de pádel,y  6 Pistas de tenis.  Unidades Deportivas cubiertas: pabellón polideportivo, piscinas ( (vaso de 50 metros distribuido en calles de 25 metros y vaso de enseñanza), 3 salas multiusos, sala de musculación y solarium.  Ayudas técnicas para la accesibilidad: 2 ascensores y 2 grúas de piscina.  Servicio de Medicina Deportiva: fisioterapia del deporte.","Metro: La Peseta , San Francisco  Bus: 108 , 155  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 15 bicicletas.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aea1249dbda24110VgnVCM1000000b205a0aRCRD,CATORCE OLIVAS,CALLE,1,28054,6,BUENAVISTA,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4623697,Centro Deportivo Municipal Fuente del Berro,"Clases y escuelas deportivas    Pre-infantiles (4-5 años) natación peques.  Infantiles: (de 6 a 14 años, según modalidades): aeróbic, baile moderno, judo y natación.  Jóvenes y personas adultas (de 15 a 64 años): acondicionamiento físico, aeróbic, aerobic/zumba, ciclo sala, fitness, fitness - body pump, gap (glúteos, abdomen, piernas), judo, natación, natación salud, natación embarazadas, pilates, yoga y tonificación.   Mayores 65 años: actividad física, gimnasia acuática, pilates y natación.    Personas con discapacidad: natación.     Actividades para personas con discapacidad física: natación (todos los grupos de edad).       Equipamientos      Superficie total de las instalaciones: 2.845,79 metros cuadrados.  Unidades deportivas cubiertas: piscina (vaso de 25 metros), sala multiusos (actividades), sala multiusos (ciclo) y sala de musculación.   Solárium.       Accesibilidad:  1 ascensor y 1 grúa de piscina.          Columna de rescate cardíaco.","Metro: O'Donnell  Bus: 2 , 28 , 30 , 56 , 71 , 143 , C.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f4a2318c05b24110VgnVCM1000000b205a0aRCRD,ELVIRA,CALLE,36,28028,3,FUENTE DEL BERRO,4,SALAMANCA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
124194,Centro Deportivo Municipal Félix Rubio,"Clases y escuelas y deportivas    Infantiles: escuelas en colaboración de fútbol, balonmano y gimnasia rítmica.    Jóvenes y personas adultas: escuelas en colaboración de fútbol, balonmano y gimnasia rítmica, clases de acondicionamiento físico general, tonificación, corrección postural dentro del programa Gimnasia Salud.   Mayores 65 años:   acondicionamiento físico.     Equipamientos    Superficie total de las instalaciones: 8.630 metros cuadrados.   Unidades Deportivas al aire libre:  bloque de escalada, campo de fútbol (césped artificial, convertible en 2 campos de fútbol 7), frontón corto, 2 pistas de baloncesto 3 x 3, 4 pistas de frontenis, pista de fútbol 5 x 5, 2 pistas de fútbol 1 x 1 (pistas pana), y pista polideportiva.  Unidades deportivas cubiertas:  pabellón polideportivo, rocódromo y sala de cardiovascular.    Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.","Bus: 22, 23, 59, 79, 85 123, 130.  Metro: Ciudad de los Angeles.  Renfe: Villaverde Bajo.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=330d79262ef5d010VgnVCM1000000b205a0aRCRD,ALIANZA,CALLE,4,28041,4,LOS ROSALES,17,VILLAVERDE,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Rocodromo
4698,Centro Deportivo Municipal Gallur,"Clases y escuelas  deportivas    Pre-Infantiles (0 a 3 años):  matronatación y natación.  Infantiles: baloncesto, balonmano, fútbol, gimnasia artística, gimnasia rítmica, natación, natación sincronizada, polideportiva, salvamento acuático, pre-tenis y tenis.  Personas jóvenes y adultas: (15 a 64 años): aero gap, bailes, ciclo sala fitness, combinada (fitness/gap), gimnasia acuática (acuagim), natación, natación de compensación, salud,  pádel, pilates, tenis y tonificación.  Polideportivo (infantil), pádel (jóvenes y adultos), pádel en silla de ruedas (adultos).  Mayores de 65 años : acondicionamiento físico, combinada (acondicionamiento físico musical/pilates), gimnasia acuática  /acuagim) y natación.  Actividades para personas con discapacidad física: natación (infantil y adulta).   Equipamientos     Superficie total de las instalaciones: 63.896 metros cuadrados.    Unidades deportivas al aire libre: frontón largo, 14 pistas de tenis y 12 pistas de pádel.    Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 metros y vaso de enseñanza), sala de musculación y sala multiusos (ciclo sala).    Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Ayudas técnicas a la accesibilidad: 2 ascensores y 1 grúa de piscina.    Columna de rescate cardíaco.","Metro: Carpetana, Laguna. Bus: 17 y 25. Renfe: Laguna.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 8 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d92d79262ef5d010VgnVCM1000000b205a0aRCRD,GALLUR,CALLE,2,28047,1,LOS CARMENES,10,LATINA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
51661,Centro Deportivo Municipal Gimnasio Moscardó,"Servicios   Clases y escuelas deportivas    Pre-Infantiles (de 3 a 5 años): natación, y educación física de base (gimnasia polideportiva).  Infantiles (de 6 a 14 años): aeróbic, gimnasia rítmica, karate shyto, natación, natación sincronizada, pádel,  educación física de base (gimnasia polideportiva) y tenis.  Clases para jóvenes y adultos (de 15 a 64 años): acondicionamiento físico deportivo, aeróbic, ciclo sala, combinada/aeróbic, gim jazz, karate shyto, natación, natación de compensación, pádel, pilates y tenis.  Actividades para mayores de 65 años: actividad física y natación.  Actividades para personas con discapacidad física: combinada y natación (adultos y mayores).  Actividades para personas con discapacidad física sensorial (sordos): actividad física y natación (adultos y mayores).  Oficina de promoción deportiva: responsable de la coordinación deJuegos Deportivos Municipales, Torneos y Circuitos Municipales y Copas de Primavera, Además, ofrece información sobre Escuelas de Promoción Deportiva.  Servicio de medicina deportiva: acondicionamiento cardiovascular, fisioterapia del deporte y reconocimientos médicos.   Equipamientos    Superficie: 4.650 metros cuadrados.  Unidades deportivas al aire libre: 1 pista de pádel (cristal), 1 pista de tenis, 2 tenis de mesa.  Unidades deportivas cubiertas: 1 pabellón de gimnasia, 1 pabellón polideportivo, 2 piscinas de 25 metros, 2 salas multiusos, 1 sala de fisioterapia y 1 sala de musculación.  Ayudas técnicas para la accesibilidad: 2 ascensores, 1 plataforma y 1 grúa de piscina.  Columna de rescate cardíaco.","Metro: Avenida de América, Cartagena, Diego de León.  Bus: 1, 115 , C  Bicicleta:  El centro dispone de aparcabicicletas  exterior con capacidad para 25 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c7cee7510551c010VgnVCM2000000c205a0aRCRD,PILAR DE ZARAGOZA,CALLE,93,28028,4,GUINDALERA,4,SALAMANCA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4680,Centro Deportivo Municipal Hortaleza,"Clases y escuelas deportivas    Peques: natación.  Infantiles (edad, según modalidades): aeróbic, bádminton, gimnasia rítmica, karate shyto, natación, salvamento acuático y tenis.  Personas jóvenes: bádminton, natación, salvamento acuático y tenis.  Personas adultas: aerofitness, aerogap, carrera acuática, ciclo sala, circuito, correr por Madrid, estiramientos-relajación, fitness, fitness acuático, gimnasia salud, kárate, natación, pádel, pilates, tenis, yoga.   Mayores 65 años :  acondicionamiento físico, cuerpo y mente, estiramientos-relajación y natación.  Actividades para personas con discapacidad física:   natación (adulta e infantil).       Equipamientos      Superficie total de las instalaciones: 46.956 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol (de tierra /  fuera de servicio),  piscina (vaso de 50 metros, vaso de enseñanza y vaso infantil), 4 pistas de pádel (adaptadas y de césped artificial), pista polideportiva, 1 pista de tenis y 1 pista de tenis (césped artificial).    Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala multiusos (ciclo-sala) y sala de musculación.   Accesibilidad:  2 grúas de piscina.   Columna de rescate cardíaco.","Metro: Parque de Santamaría, Hortaleza.  Bus: 9, 107, 172.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=705d79262ef5d010VgnVCM1000000b205a0aRCRD,ESTACION DE HORTALEZA,CARRETERA,11,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4704,Centro Deportivo Municipal José María Cagigal,"Clases y escuelas deportivas    Pre-Infantiles (0 a 3 años): matronatación y natación.  Infantiles (edad según modalidad)  : baloncesto, balonmano, psicomotricidad, natación,  natación discapacitados, salvamento y socorrismo, tenis y pádel.    Jóvenes y personas adultas (de 15 a 64 años): acondicionamiento físico deportivo, acondicionamiento nadadores, aero-fitness, carrera acuática, ciclo-sala, circuito fitness, cuerpo-mente, estiramientos y relajación, fitness acuático, (GAP) fuerza- glúteos-abdomen-piernas, natación, natación embarazadas, musculación, pilates y salvamento y socorrismo.      Mayores de 65 años:  actividad acuática, actividad física, carrera acuática, natación, pilates, tenis y yoga.    Programa Deporte en la calle: caminar por Madrid, y marcha nórdica.  Programa de Psicomotricidad infantil    Actividades para la Salud: ejercicio físico saludable, dolor crónico, acondicionamiento cardiovascular y escuela de espalda.   Equipamientos     Superficie total de instalaciones:  18.850 metros cuadrados.    Unidades deportivas al aire libre:     piscina (vaso de 50 metros vaso de recreo y vaso infantil), 3 pistas de pádel y 3 pistas de tenis.        Unidades deportivas cubiertas:     pabellón polideportivo, piscina (vaso de 25 metros), vaso de enseñanza, 2 salas multiusos, sala de ciclo y sala de multitrabajo.  Servicio de Medicina Deportiva: reconocimientos médicos y rehabilitación cardiaca.  Servicio de Fisioterapia: sala de fisioterapia e hidroterapia deportiva   Unidades auxiliares: auditorio y sala de lectura (gestión Junta Municipal).  Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Ayudas técnicas para la accesibilidad: 3 ascensores, rampas de acceso y grúa de piscinas.  Columna de rescate cardíaco.","Bus:  41, 46, 75.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones  .",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=177d79262ef5d010VgnVCM1000000b205a0aRCRD,SANTA POLA,CALLE,22,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
11580683,Centro Deportivo Municipal Juan de Dios Román,"Clases y escuelas deportivas    Pre-infantiles, natación peques (3-5 años), matronatación (2 años), actividad física y juegos (4-5 años).  Infantiles, natación, pádel, polideportiva, baloncesto, fútbol sala, balonmano, salvamento y socorrismo, natación artística, gimnasia rítmica.  Jóvenes y adultos (15 a 65 años), natación, natación salud, natación embarazadas, natación acondicionamiento, fitness acuático, acuagim, pádel, gimnasia salud, hábitos saludables/obesidad, ciclo-sala, fitness, aerofitness, circuito fitness, pilates, fuerza en sala, GAP (glúteo-abdomen-pierna), hipopresivos, baile y estiramientos-relajación.  Mayores de 65 años, natación, gimnasia acuática, pilates, fuerza en sala, hábitos saludables/caídas, acondicionamiento físico.  Personas con discapacidad, natación.   Equipamientos    Superficie total de las instalaciones: 15.673 metros cuadrados.  Unidades deportivas cubiertas, piscina de 8 calles y 25 metros, vaso de enseñanza, 2 pistas deportivas polivalentes (fútbol-sala, balonmano, baloncesto y voleibol), sala de musculación, sala multiusos para clases colectivas, sala multiusos ciclo-sala.  Unidades deportivas al aire libre, 8 pistas de pádel, 4 de ellas cubiertas.  Ayudas técnicas para la accesibilidad: 1 grúa de piscina.  Columna de rescate cardiaco.","Bus:  14, 32, 145.  Metro: Las suertes.  Bicicleta:  el centro dispone de  aparca bicicletas dentro del recinto de la instalación  con capacidad para 6 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .","1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ec21fc9c969e710VgnVCM1000001d4a900aRCRD,JOSE GUTIERREZ MAROTO,CALLE,34,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4623700,Centro Deportivo Municipal La Almudena,"Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): matronatación natación.  Infantiles   (edad, según modalidad): natación, natación (tecnificación), waterpolo.      Adultos : gimnasia acuática (acuagim), carrera acuática (aquarunning), fitness acuático, natación, natación embarazadas, natación tecnificación y natación/triatlón.       Mayores 65 años: gimnasia acuática (acuagim) y natación.       Equipamientos       Superficie total de las instalaciones:  6.903,80 metros cuadrados.  Unidades deportivas cubiertas: piscina (vaso de 25 metros y vaso de enseñanza), y sala de fisioterapia.     Programas médico-deportivos:    fisioterapia deportiva y escuela de espalda.  Accesibilidad:  1 grúa de piscina.","Metro: Alsacia.  Bus: 70 , 106 , 110.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff13318c05b24110VgnVCM1000000b205a0aRCRD,NICOLAS SALMERON,CALLE,8,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas
4722,Centro Deportivo Municipal La Bombilla,"Clases y escuelas deportivas    Infantiles (edad, según modalidad): pádel, pre-tenis y tenis.  Adultos  : pádel y tenis.     Equipamiento    Superficie total de las instalaciones: 8.061 metros cuadrados.  Unidades deportivas al aire libre:     2 pistas de pádel, 2 pistas de pádel (cristal), 5 pistas de tenis y 1 tenis de mesa (fuera del recinto).      Columna de rescate cardíaco.","Metro: Príncipe Pío.  Bus: 46, A, 160, 161.  Renfe: Príncipe Pío.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  14  bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a6842be9971c010VgnVCM1000000b205a0aRCRD,SENDA DEL REY,CALLE,8,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasTenisBadminton
11820127,Centro Deportivo Municipal La Cebada (antigua La Latina),"Servicio de Asesoramiento Técnico Personalizado.    Clases y escuelas deportivas    Pre-infantil: (3 años) natación peques.  Infantiles (edad, según modalidades): natación y polideportiva.  Jóvenes y personas adultas: ciclo sala, gimnsasia acuatica (aquagym), natación.  Mayores 65 años: acondicionamiento, gimnasia acuática (aquagym), gimnasia suave, natación.  Personas con discapacidad: natación.   Equipamientos    Superficie total de las instalaciones:  7.720 metros cuadrados.  Unidades deportivas cubiertas: un pabellón polideportivo, piscinas de nado o uso deportivo (vaso de 25 metros de largo y 8 calles), piscina vaso de enseñanza (12 metros de largo por 6 metros de ancho), dos salas de musculación, una sala polivalente.  Unidades deportivas exteriores: zona outdoor (azotea).   Ayudas técnicas para la accesibilidad: una grúa móvil para personas con movilidad reducida, ascensores para todas las plantas y vestuarios adaptados a personas con discapacidad.  Columna de rescate cardíaco: disponibilidad de desfibriladores semiautomáticos en el recinto deportivo.","Metro: La Latina L5.  Bus:  2, 17, 18, 23, 35, 60.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .","1,5",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b52f49ccf35d3810VgnVCM1000001d4a900aRCRD,CEBADA,PLAZA,15,28005,1,PALACIO,1,CENTRO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4697,Centro Deportivo Municipal La Chopera,"Clases y escuelas deportivas      Infantiles y jóvenes (edad, según modalidad): fútbol, pre tenis y tenis.  Jóvenes y personas adultos aeróbic, fitness y pilates.  Mayores 65 años: acondicionamiento físico y pilates.  Programa deportivo en la calle caminar por Madrid y marcha nórdica.   Equipamientos    Superficie total de las instalaciones: 13.350 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol, 3 pistas polideportivas, 3 pistas de tenis, 3 pistas de pádel y circuito vita.   Unidades deportivas cubiertas: sala de musculación y sala multiusos.  Ayudas técnicas para la accesibilidad: 1 plataforma.   Columna de rescate cardíaco.","Metro: Atocha, Retiro.  Bus: 1, 2, 15, 19, 28, 146.  Renfe: Atocha.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 12bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a09842be9971c010VgnVCM1000000b205a0aRCRD,FERNAN NUÑEZ,PASEO,3,28009,5,LOS JERONIMOS,3,RETIRO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4674,Centro Deportivo Municipal La Elipa,"Clases y escuelas deportivas    Infantiles  (edad, según modalidad): bádminton, bateo en túnel, béisbol, fútbol (masculino y femenino), pádel y tenis.  Personas jóvenes y adultas  : bateo en túnel, béisbol, combinada (tonificación/pilates), fitness, musculación, pádel, pickleball, pilates y tenis.    Mayores 65 años:    acondicionamiento físico, pilates y polideportiva.     Equipamientos     Superficie total en las instalaciones: 159.000 metros cuadrados.    Unidades deportivas al aire libre:   campo de béisbol (de césped artificial), campo de bolos y petanca, 2 campos de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), 2 campos de sófbol (de césped artificial), 2 circuitos de automodelismo (radiocontrol de asfalto / radiocontrol de tierra, con cubierta), piscina (vaso de 50 metros, vaso de recreo y vaso infantil), 6 pistas de pádel (2 de cristal), 4 pistas de pickleball, pista polideportiva (con cubierta), 9 pistas de tenis, 11 tenis mesa y zona nudista.    Unidades deportivas cubiertas:   frontón, pabellón polideportivo, 3 pistas de pickleball, rocódromo, 1 sala multiusos (gimnasio) y sala de musculación.    Unidades auxiliares:  aula .    Oficina de promoción deportiva:   responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.","Metro: Estrella.  Bus: 71 , 113.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 30 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6b842be9971c010VgnVCM1000000b205a0aRCRD,ALCALDE GARRIDO JUARISTI,CALLE,17,28030,4,MEDIA LEGUA,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4694,Centro Deportivo Municipal La Fundi,"Clases y escuelas deportivas    Infantiles  (edad, según modalidades): baloncesto, fútbol sala, gimnasia rítmica, karate kenpo, tenis y tenis de mesa.  Jóvenes y personas adultas: aeróbic, ciclo sala, combinada (actividad con músicas, tonificación, fitness/ciclo sala), musculación, pádel y tenis.  Mayores 65 años: acondicionamiento físico.    Equipamientos      Superficie total de las instalaciones:  11.866 metros cuadrados   Unidades deportivas al aire libre: 2 pistas polideportivas, 2 pistas de tenis y 2 pistas de pádel.  Unidades deportivas cubiertas: 1 pabellón polideportivo, 2 salas multiusos, y 1 sala de musculación.  Oficina de Promoción Deportiva: responsable de la coordinaciónde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Además, ofrece información sobre Escuelas de Promoción Deportiva.  Ayudas técnicas para la accesibilidad: 1 plataforma.  Columna de rescate cardíaco.","Metro: Legazpi, Arganzuela Planetario   Bus: 8, 19, 45, 47, 59, 76, 85  Bicicleta:  El centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b26b0c40971c010VgnVCM1000000b205a0aRCRD,ALICANTE,CALLE,14,28045,5,DELICIAS,2,ARGANZUELA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
