PK,NOMBRE,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,TIPO
11353987,Instalación Deportiva  Básica Embalse de San Juan,Pista de baloncesto. Pista de fútbol sala.,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa29f533a3468710VgnVCM1000001d4a900aRCRD,EMBALSE DE SAN JUAN,CALLE,1,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
6344681,Instalación Deportiva Básica Alto del Retiro,1 Pista de baloncesto. 1 Pista polideportiva (marcajes de fútbol sala y balonmano).,Metro: Las Suertes,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a7c2150461f5310VgnVCM1000000b205a0aRCRD,ALTO DEL RETIRO,CALLE,13,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11350944,Instalación Deportiva Básica Avenida de Cerro Milano,Pista de minibaloncesto. Pista de minifútbol,Metro: CongostoBus: 142,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ccd112cde58710VgnVCM1000001d4a900aRCRD,CERRO MILANO,AVENIDA,1,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11350990,Instalación Deportiva Básica Avenida de las Suertes,Pista de baloncesto. Pista polideportiva (marcajes de fútbol sala y voleibol).,Metro: Las Suertes,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b777d112cde58710VgnVCM1000001d4a900aRCRD,avenida de las Suertes,AVENIDA,,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11350948,Instalación Deportiva Básica Avenida del Ensanche de Vallecas,Pista de minibaloncesto. Pista de minifútbol. Pista de skate.,Metro: Las Suertes,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=867fd112cde58710VgnVCM1000001d4a900aRCRD,ENSANCHE DE VALLECAS,AVENIDA,11,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11350970,Instalación Deportiva Básica Avenida del Mediterráneo,Mini pista de patinaje,,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e52d112cde58710VgnVCM1000001d4a900aRCRD,LUIS MITJANS,INST. DEPORTIVA BASICA,,,,,,DISTRITO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4540130,Instalación Deportiva Básica Camino de la Suerte,Campo de fútbol 11 de césped artificial.  Campo de fútbol 7 de tierra (próximamente de césped artificial).,"Metro: Congosto. Bus: 54 , 142",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a6fd908b7551110VgnVCM1000000b205a0aRCRD,SUERTE,CAMINO,25,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4540101,Instalación Deportiva Básica Circuito de Automodelismo,Circuito de automodelismo,"Metro: Congosto. Bus: 54 , 142",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cee0b2e617551110VgnVCM1000000b205a0aRCRD,NAVAMURES,CALLE,2,28031,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4538536,Instalación Deportiva Básica Colonia Vilda,"2 Pistas polideportivas, (marcajes de fútbol sala y balonmano y 2 baloncestos transversales).","Bus: 58 , 63 , 145. Renfe: Santa Eugenia",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=617f55fdb3b41110VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,1,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11352297,Instalación Deportiva Básica Eduardo Chillida,1 Pista de minibaloncesto y minifútbol,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c981763979368710VgnVCM1000001d4a900aRCRD,EDUARDO CHILLIDA,CALLE,1,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
10927053,Instalación Deportiva Básica Jardines de José Luis Sampedro (junto al Centro Cultural Galileo),Circuito de bicicletas,"Metro: Quevedo, Moncloa Bus: 2, 12, 202",3,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6de45fd3c7e9610VgnVCM1000001d4a900aRCRD,JOSE LUIS SAMPEDRO,JARDIN,,,,,,DISTRITO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte
4538305,Instalación Deportiva Básica La Unión,Unidades deportivas cubiertas:  4 Pistas de pádel.    Unidades deportivas al aire libre:  Campo de fútbol 11 de césped artificial.,"Bus: 58 , 63 , 145",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=773aaae91fa41110VgnVCM1000000b205a0aRCRD,ENRIQUE GARCIA ALVAREZ,CALLE,58,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4538164,Instalación Deportiva Básica Nuestra Señora de la Torre,2 Campos de Fútbol (césped artificial),"Metro: Villa de VallecasBus: 54 , 58 , 142",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=de89a56418a41110VgnVCM1000000b205a0aRCRD,PUERTO DE REINOSA,TRAVESIA,2,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4539403,Instalación Deportiva Básica P.A.R. Castrillo de Aza,Pista de baloncesto,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a554a9b438051110VgnVCM1000000b205a0aRCRD,SANTA EUGENIA,AVENIDA,1,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11354193,Instalación Deportiva Básica Parkour,Circuito de parkour. Circuito de calistenia. Pista de minibaloncesto. Pista de patinaje.,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=371ef533a3468710VgnVCM1000001d4a900aRCRD,LA GAVIA,AVENIDA,39,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
5542270,Instalación Deportiva Básica Parque Real de Arganda,1 Pista de fútbol sala,Metro: Villa de VallecasBus: 58,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5c497740efc26210VgnVCM1000000b205a0aRCRD,REAL DE ARGANDA,CALLE,45,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4539259,Instalación Deportiva Básica Parque Santa Eugenia,Pista de skate,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2204a086b3051110VgnVCM1000000b205a0aRCRD,ZAZUAR,CALLE,12,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11358733,Instalación Deportiva Básica Parque Villa de Vallecas,Pista de fútbol sala. 2 Pistas de baloncesto (transversales). Pista de skate.,"Metro: CongostoBus: 54 , 130 , 142",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7a14291fa9288710VgnVCM1000001d4a900aRCRD,PUERTO DE PORZUNA,CALLE,50,28031,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11360319,Instalación Deportiva Básica Parque del Cementerio,Pista polideportiva (marcajes de fútbol sala y 2 baloncestos transversales). Pista de fútbol sala.,"Metro: Villa de VallecasBus: 54 , 142",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd020c3bf9f98710VgnVCM2000001f4a900aRCRD,MONTES DE BARBANZA,CALLE,15,28031,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
11358753,Instalación Deportiva Básica Parroquia Santa Eugenia,Pista de fútbol sala,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=39a4291fa9288710VgnVCM1000001d4a900aRCRD,VIRGEN DE LAS VI&amp;Ntilde;AS,CALLE,15,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11358766,Instalación Deportiva Básica Peñaranda de Bracamonte,1 Pista de baloncesto. 1 Pista polideportiva (marcajes de fútbol sala y balonmano).,Metro: CongostoBus: 142,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=52e5291fa9288710VgnVCM1000001d4a900aRCRD,PEÑARANDA DE BRACAMONTE,CALLE,4,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11358784,Instalación Deportiva Básica Pista de Patinaje,1 Pista de patinaje,"Metro: CongostoBus: 54 , 130 , 142",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1a96291fa9288710VgnVCM1000001d4a900aRCRD,PUERTO DE PORZUNA,CALLE,0,28031,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
4540082,Instalación Deportiva Básica Poza de la Sal,Pista de baloncesto,"Bus: 58 , 63 , 145",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=94376b6506551110VgnVCM1000000b205a0aRCRD,POZA DE LA SAL,CALLE,2,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4539953,Instalación Deportiva Básica Puentelarra,Pista de baloncesto 3 x 3,"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2716c39144551110VgnVCM1000000b205a0aRCRD,PUENTELARRA,CALLE,12,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11358829,Instalación Deportiva Básica Puerto Lumbreras,Pista de baloncesto,"Metro: CongostoBus: 54 , 130 , 142",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89596635ec288710VgnVCM1000001d4a900aRCRD,POZA DE LA SAL,INST. DEPORTIVA BASICA,,,,,,DISTRITO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
6344730,Instalación Deportiva Básica Rocódromo,Pista skate Boulder Monolito,Metro: Las Suertes,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2f8d4eb171f5310VgnVCM1000000b205a0aRCRD,LA GAVIA,AVENIDA,4,28051,1,CASCO H.VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11359398,Instalación Deportiva Básica Santa Eugenia,2 Campos de Fútbol (césped artificial),"Bus: 58 , 63 , 145. Renfe: Santa Eugenia",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a57671143788710VgnVCM1000001d4a900aRCRD,CERRO DE ALMODOVAR,CALLE,11,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
11358863,Instalación Deportiva Básica Skate Real de Arganda,Bowl Pista de skate,Metro: Villa de VallecasBus: 58,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa2a6635ec288710VgnVCM1000001d4a900aRCRD,REAL DE ARGANDA,CALLE,49,28031,2,SANTA EUGENIA,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
11358872,Instalación Deportiva Básica Stela Maris,1 Pista de minibaloncesto y minifútbol,Metro: CongostoBus: 142,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=346a6635ec288710VgnVCM1000001d4a900aRCRD,PEÑARANDA DE BRACAMONTE,CALLE,4,28051,3,ENSANCHE DE VALLECAS,18,VILLA DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4642625,Instalación Deportiva Municipal Básica Abrantes - Colonia Velázquez,1 Campo de fútbol,"Metro: Pan Bendito, San Francisco.Bus: 47 , 108 , 118 , 121 , 131 , 155.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=06d068171cef4110VgnVCM1000000b205a0aRCRD,ABRANTES,AVENIDA,297,28025,7,ABRANTES,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
12009978,Instalación Deportiva Municipal Básica Acuario,Circuito de vida Pista de patinaje,"Metro: El Capricho. Bus: 77 , 101 , 112 , 114 , 115 , 151.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e30c5d9606508810VgnVCM1000001d4a900aRCRD,MISTRAL,CALLE,1,28042,4,TIMON,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4554452,Instalación Deportiva Municipal Básica Alameda de Osuna I,2 Pistas de baloncesto,"Metro: El Capricho. Bus: 77 , 101 , 112 , 114 , 115 , 151.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a3560735dead1110VgnVCM1000000b205a0aRCRD,BALANDRO,CALLE,1,28042,1,ALAMEDA DE OSUNA,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4555959,Instalación Deportiva Municipal Básica Alas,1 Pista de fútbol sala1 Pista de baloncesto4 Pistas de petanca,"Metro: BarajasBus: 101 , 105 , 115 , 151",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d67d5c51350e1110VgnVCM1000000b205a0aRCRD,ALAS,CALLE,2,28042,4,TIMON,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4557041,Instalación Deportiva Municipal Básica Albaicín,1 Pista de balonmano,"Bus: 60 , 76 , 78 , 81 , 116.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e518d498a5e1110VgnVCM1000000b205a0aRCRD,ALBAICIN,CALLE,19,28041,2,ORCASUR,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4557439,Instalación Deportiva Municipal Básica Albaida,1 Patinódromo,"Metro: Simancas , San BlasBus: 38 , 48",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=040cbad143ae1110VgnVCM1000000b205a0aRCRD,ALBAIDA,CALLE,S/N,28037,2,HELLIN,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
4528002,Instalación Deportiva Municipal Básica Alcalde Martín de Alzaga,1 Pista de baloncesto,"Metro: ValdezarzaBus: 64, 126, 127, 132",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4257664d01ef0110VgnVCM1000000b205a0aRCRD,ALCALDE MARTIN DE ALZAGA,CALLE,S/N,28039,4,VALDEZARZA,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4557476,Instalación Deportiva Municipal Básica Alerce,1 Pista polideportiva,"Bus:  23 , 76 , 78 , 116 , 123.",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42ae586285ae1110VgnVCM1000000b205a0aRCRD,ALERCE,CALLE,31,28041,2,ORCASUR,12,USERA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4527220,Instalación Deportiva Municipal Básica Alfonso XIII,2 pistas de baloncesto.1 pista de patinaje.2 campos de bolos y petanca.,"Bus: 7 , 11 , 40 , 52 , 87",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea63124827ee0110VgnVCM1000000b205a0aRCRD,"ALFONSO XIII c/v SANTA MARÍA MAGDALENA, 2",AVENIDA,136,28016,5,NUEVA ESPAÑA,5,CHAMARTIN,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
4556014,Instalación Deportiva Municipal Básica Alhaurín,1 Pista de baloncesto1 Campo de fútbol 7 (de tierra),"Metro: Barajas.Bus: 105 , 115 , 151.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=acda62a9470e1110VgnVCM1000000b205a0aRCRD,ALHAURIN,CALLE,4,28042,4,TIMON,21,BARAJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4542702,Instalación Deportiva Municipal Básica Alicún,1 Pista de baloncesto,"Metro: Manoteras. Bus: 7 , 29 , 129",2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c4d7e93dee61110VgnVCM1000000b205a0aRCRD,ALICUN,CALLE,24,28033,5,APOSTOL SANTIAGO,16,HORTALEZA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4542003,Instalación Deportiva Municipal Básica Aliseda,Superficie: 700 M2  Equipamientos: 1 Pista polideportiva,"Metro: San Francisco.Bus: 47 , 108 , 118",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d5e92f9841a61110VgnVCM1000000b205a0aRCRD,ALISEDA,CALLE,0,28025,5,PUERTA BONITA,11,CARABANCHEL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4548436,Instalación Deportiva Municipal Básica Almudena,1 Campo de fútbol1 Pista polideportiva,"Bus: 70 , 106",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6ed945136891110VgnVCM1000000b205a0aRCRD,NICOLAS SALMERON,CALLE,8,28017,2,PUEBLO NUEVO,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4556653,Instalación Deportiva Municipal Básica Ambulatorio (El Paraiso),1 Pista de fútbol sala2 Pistas de baloncesto5 Pistas de petancaSkatepark,"Metro: SimancasBus:  4 , 38 , 48 , 70 , 109",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d0822414d35e1110VgnVCM1000000b205a0aRCRD,AJOFRIN,CALLE,s/n,28037,3,AMPOSTA,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
5695851,Instalación Deportiva Municipal Básica Americio,1 Pista de baloncesto,"Bus: 85 , 123.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=061c880b0aab8210VgnVCM2000000c205a0aRCRD,AMERICIO,CALLE,s/n,28021,3,BUTARQUE,17,VILLAVERDE,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
6310149,Instalación Deportiva Municipal Básica Ana Tutor,1 Pista de patinaje1 Pista de fútbol-sala,"Metro: Avda. de la IlustraciónBus: 133, 49, 64, 83",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bce62b6315d35310VgnVCM2000000c205a0aRCRD,CARDENAL HERRERA ORIA,AVENIDA,216,28034,6,VALVERDE,8,FUENCARRAL-EL PARDO,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4584548,Instalación Deportiva Municipal Básica Andévalo,1 Pista de fútbol sala,"Bus: 102 , 103 , 111",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8c6ed32dd2c2110VgnVCM1000000b205a0aRCRD,ANDEVALO,CALLE,6,28053,1,ENTREVIAS,13,PUENTE DE VALLECAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4547544,Instalación Deportiva Municipal Básica Anfevi,Pista de fútbol sala2 Pistas de baloncesto,"Metro: ArtillerosBus: 20 , 30 , 32 , 71 , 100 , 140.",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3efff1c446391110VgnVCM2000000c205a0aRCRD,HACIENDA DE PAVONES,CALLE,127,28030,6,VINATEROS,14,MORATALAZ,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4527275,Instalación Deportiva Municipal Básica Aniceto Marinas,1 Pista de baloncesto,"Bus: 41 , 46 , 75",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20f7c57598ee0110VgnVCM1000000b205a0aRCRD,ANICETO MARINAS,CALLE,106,28008,1,CASA DE CAMPO,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4528176,Instalación Deportiva Municipal Básica Antonio Machado,1 Pista de baloncesto,"Metro: ValdezarzaBus: 126 , 127 , 132",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b37f532996ef0110VgnVCM1000000b205a0aRCRD,ANTONIO MACHADO,CALLE,14,28035,4,VALDEZARZA,9,MONCLOA-ARAVACA,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4548451,Instalación Deportiva Municipal Básica Antonio Pirala,1 Pista de fútbol sala2 Pistas de baloncesto,"Metro: Ventas , El Carmen.Bus: 12 , 21 , 38 , 53 , 106 , 110 , 146 , 210",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70b945dbd6891110VgnVCM1000000b205a0aRCRD,ANTONIO PIRALA,CALLE,s/n,28017,1,VENTAS,15,CIUDAD LINEAL,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4557447,Instalación Deportiva Municipal Básica Arcaute,"1 Pista polideportiva (con marcajes de fútbol sala, tenis y baloncesto)",Bus: 77,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59b6957e54ae1110VgnVCM1000000b205a0aRCRD,INVIERNO,AVENIDA,1,28022,6,REJAS,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas
4556739,Instalación Deportiva Municipal Básica Arcos de Jalón,1 Pista polideportiva2 Pistas de baloncesto1 Pista de voleibol1 Pista de patinaje,"Metro: San BlasBus: 4 , 38 , 48 , 140 , 153",0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=352e8c86d45e1110VgnVCM1000000b205a0aRCRD,ARCOS DE JALON,CALLE,s/n,28037,4,ARCOS,20,SAN BLAS-CANILLEJAS,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje
