ID,CODE,MUNICIPIO,SAME_AS_WIKIDATA_MUNICIPIO,PROVINCIA,SAME_AS_WIKIDATA_PROVINCIA,2020
48904DP,48904,Sondika,https://www.wikidata.org/wiki/Q942025,Biscay,https://www.wikidata.org/wiki/Q93366,0
48085DP,48085,Sopela,https://www.wikidata.org/wiki/Q657407,Biscay,https://www.wikidata.org/wiki/Q93366,1.66
48086DP,48086,Sopuerta,https://www.wikidata.org/wiki/Q1228749,Biscay,https://www.wikidata.org/wiki/Q93366,0
20065DP,20065,Soraluze-Placencia de las Armas,https://www.wikidata.org/wiki/Q1633869,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.04
48076DP,48076,Sukarrieta,https://www.wikidata.org/wiki/Q665188,Biscay,https://www.wikidata.org/wiki/Q93366,0
20071DP,20071,Tolosa,https://www.wikidata.org/wiki/Q497801,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.27
48087DP,48087,Trucios-Turtzioz,https://www.wikidata.org/wiki/Q1228743,Biscay,https://www.wikidata.org/wiki/Q93366,0
48088DP,48088,Ubide,https://www.wikidata.org/wiki/Q1227932,Biscay,https://www.wikidata.org/wiki/Q93366,0
48065DP,48065,Ugao-Miraballes,https://www.wikidata.org/wiki/Q1228035,Biscay,https://www.wikidata.org/wiki/Q93366,1.22
48089DP,48089,Urduliz,https://www.wikidata.org/wiki/Q734099,Biscay,https://www.wikidata.org/wiki/Q93366,0
48074DP,48074,Orduña-Urduña,https://www.wikidata.org/wiki/Q225662,Biscay,https://www.wikidata.org/wiki/Q93366,0.24
1054DP,1054,Urkabustaiz,https://www.wikidata.org/wiki/Q1445218,Álava,https://www.wikidata.org/wiki/Q81801,0
20072DP,20072,Urnieta,https://www.wikidata.org/wiki/Q1633844,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.13
20077DP,20077,Urretxu,https://www.wikidata.org/wiki/Q904269,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.02
20073DP,20073,Usurbil,https://www.wikidata.org/wiki/Q1633909,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,0.98
1055DP,1055,Valdegovía/Gaubea,https://www.wikidata.org/wiki/Q1452684,Álava,https://www.wikidata.org/wiki/Q81801,0
48080DP,48080,Valle de Trápaga-Trapagaran,https://www.wikidata.org/wiki/Q1228787,Biscay,https://www.wikidata.org/wiki/Q93366,1.02
20075DP,20075,Villabona,https://www.wikidata.org/wiki/Q672876,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.22
1057DP,1057,Villabuena de Álava/Eskuernaga,https://www.wikidata.org/wiki/Q1443518,Álava,https://www.wikidata.org/wiki/Q81801,0
1059DP,1059,Vitoria-Gasteiz,https://www.wikidata.org/wiki/Q14318,Álava,https://www.wikidata.org/wiki/Q81801,1.53
1060DP,1060,Yécora/Iekora,https://www.wikidata.org/wiki/Q1443585,Álava,https://www.wikidata.org/wiki/Q81801,0
48095DP,48095,Zaldibar,https://www.wikidata.org/wiki/Q1228013,Biscay,https://www.wikidata.org/wiki/Q93366,0
20078DP,20078,Zaldibia,https://www.wikidata.org/wiki/Q1618289,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,0
1061DP,1061,Zalduondo,https://www.wikidata.org/wiki/Q1443609,Álava,https://www.wikidata.org/wiki/Q81801,0
48096DP,48096,Zalla,https://www.wikidata.org/wiki/Q4476,Biscay,https://www.wikidata.org/wiki/Q93366,0.84
1062DP,1062,Zambrana,https://www.wikidata.org/wiki/Q1113094,Álava,https://www.wikidata.org/wiki/Q81801,0
48905DP,48905,Zamudio,https://www.wikidata.org/wiki/Q146016,Biscay,https://www.wikidata.org/wiki/Q93366,0
48097DP,48097,Zaratamo,https://www.wikidata.org/wiki/Q1227189,Biscay,https://www.wikidata.org/wiki/Q93366,0
20079DP,20079,Zarautz,https://www.wikidata.org/wiki/Q147774,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.68
48024DP,48024,Zeanuri,https://www.wikidata.org/wiki/Q169332,Biscay,https://www.wikidata.org/wiki/Q93366,0
48025DP,48025,Zeberio,https://www.wikidata.org/wiki/Q594280,Biscay,https://www.wikidata.org/wiki/Q93366,0.93
20025DP,20025,Zegama,https://www.wikidata.org/wiki/Q1442954,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,0
20026DP,20026,Zerain,https://www.wikidata.org/wiki/Q974930,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,3.58
20027DP,20027,Zestoa,https://www.wikidata.org/wiki/Q1618393,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,0.26
48913DP,48913,Zierbena,https://www.wikidata.org/wiki/Q1542223,Biscay,https://www.wikidata.org/wiki/Q93366,1.32
1018DP,1018,Zigoitia,https://www.wikidata.org/wiki/Q1443528,Álava,https://www.wikidata.org/wiki/Q81801,0.55
48915DP,48915,Ziortza-Bolibar,https://www.wikidata.org/wiki/Q1247479,Biscay,https://www.wikidata.org/wiki/Q93366,0
20028DP,20028,Zizurkil,https://www.wikidata.org/wiki/Q1618316,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,0
1063DP,1063,Zuia,https://www.wikidata.org/wiki/Q228613,Álava,https://www.wikidata.org/wiki/Q81801,0
20081DP,20081,Zumaia,https://www.wikidata.org/wiki/Q229659,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.3
20080DP,20080,Zumarraga,https://www.wikidata.org/wiki/Q844508,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,1.56
