ID,CODE,MUNICIPIO,SAME_AS_WIKIDATA_MUNICIPIO,PROVINCIA,SAME_AS_WIKIDATA_PROVINCIA,2020
20064IdxD,20064,Pasaia,https://www.wikidata.org/wiki/Q847127,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,22.2
1044IdxD,1044,Peñacerrada-Urizaharra,https://www.wikidata.org/wiki/Q1452675,Álava,https://www.wikidata.org/wiki/Q81801,19.67
48077IdxD,48077,Plentzia,https://www.wikidata.org/wiki/Q1228773,Biscay,https://www.wikidata.org/wiki/Q93366,68.35
48078IdxD,48078,Portugalete,https://www.wikidata.org/wiki/Q548441,Biscay,https://www.wikidata.org/wiki/Q93366,30.99
1047IdxD,1047,Ribera Baja/Erribera Beitia,https://www.wikidata.org/wiki/Q1445256,Álava,https://www.wikidata.org/wiki/Q81801,34.03
1051IdxD,1051,Agurain/Salvatierra,https://www.wikidata.org/wiki/Q398698,Álava,https://www.wikidata.org/wiki/Q81801,42.58
1052IdxD,1052,Samaniego,https://www.wikidata.org/wiki/Q943857,Álava,https://www.wikidata.org/wiki/Q81801,18.73
1053IdxD,1053,San Millán-Donemiliaga,https://www.wikidata.org/wiki/Q1616072,Álava,https://www.wikidata.org/wiki/Q81801,58.98
48082IdxD,48082,Santurtzi,https://www.wikidata.org/wiki/Q917886,Biscay,https://www.wikidata.org/wiki/Q93366,26.75
20070IdxD,20070,Segura,https://www.wikidata.org/wiki/Q532136,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,17.94
48084IdxD,48084,Sestao,https://www.wikidata.org/wiki/Q909707,Biscay,https://www.wikidata.org/wiki/Q93366,43.92
48904IdxD,48904,Sondika,https://www.wikidata.org/wiki/Q942025,Biscay,https://www.wikidata.org/wiki/Q93366,43.31
48085IdxD,48085,Sopela,https://www.wikidata.org/wiki/Q657407,Biscay,https://www.wikidata.org/wiki/Q93366,26.09
48086IdxD,48086,Sopuerta,https://www.wikidata.org/wiki/Q1228749,Biscay,https://www.wikidata.org/wiki/Q93366,33.46
20065IdxD,20065,Soraluze-Placencia de las Armas,https://www.wikidata.org/wiki/Q1633869,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,20.23
48076IdxD,48076,Sukarrieta,https://www.wikidata.org/wiki/Q665188,Biscay,https://www.wikidata.org/wiki/Q93366,161.85
20071IdxD,20071,Tolosa,https://www.wikidata.org/wiki/Q497801,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,52.75
48087IdxD,48087,Trucios-Turtzioz,https://www.wikidata.org/wiki/Q1228743,Biscay,https://www.wikidata.org/wiki/Q93366,17.41
48088IdxD,48088,Ubide,https://www.wikidata.org/wiki/Q1227932,Biscay,https://www.wikidata.org/wiki/Q93366,17.14
48065IdxD,48065,Ugao-Miraballes,https://www.wikidata.org/wiki/Q1228035,Biscay,https://www.wikidata.org/wiki/Q93366,27.55
48089IdxD,48089,Urduliz,https://www.wikidata.org/wiki/Q734099,Biscay,https://www.wikidata.org/wiki/Q93366,39.7
48074IdxD,48074,Orduña-Urduña,https://www.wikidata.org/wiki/Q225662,Biscay,https://www.wikidata.org/wiki/Q93366,37.33
1054IdxD,1054,Urkabustaiz,https://www.wikidata.org/wiki/Q1445218,Álava,https://www.wikidata.org/wiki/Q81801,21.39
20072IdxD,20072,Urnieta,https://www.wikidata.org/wiki/Q1633844,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,28.43
20077IdxD,20077,Urretxu,https://www.wikidata.org/wiki/Q904269,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,34.1
20073IdxD,20073,Usurbil,https://www.wikidata.org/wiki/Q1633909,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,36.61
1055IdxD,1055,Valdegovía/Gaubea,https://www.wikidata.org/wiki/Q1452684,Álava,https://www.wikidata.org/wiki/Q81801,23.79
48080IdxD,48080,Valle de Trápaga-Trapagaran,https://www.wikidata.org/wiki/Q1228787,Biscay,https://www.wikidata.org/wiki/Q93366,47.76
20075IdxD,20075,Villabona,https://www.wikidata.org/wiki/Q672876,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,24.5
1057IdxD,1057,Villabuena de Álava/Eskuernaga,https://www.wikidata.org/wiki/Q1443518,Álava,https://www.wikidata.org/wiki/Q81801,31.36
1059IdxD,1059,Vitoria-Gasteiz,https://www.wikidata.org/wiki/Q14318,Álava,https://www.wikidata.org/wiki/Q81801,31.52
1060IdxD,1060,Yécora/Iekora,https://www.wikidata.org/wiki/Q1443585,Álava,https://www.wikidata.org/wiki/Q81801,15.09
48095IdxD,48095,Zaldibar,https://www.wikidata.org/wiki/Q1228013,Biscay,https://www.wikidata.org/wiki/Q93366,31.92
20078IdxD,20078,Zaldibia,https://www.wikidata.org/wiki/Q1618289,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,23.68
1061IdxD,1061,Zalduondo,https://www.wikidata.org/wiki/Q1443609,Álava,https://www.wikidata.org/wiki/Q81801,4.98
48096IdxD,48096,Zalla,https://www.wikidata.org/wiki/Q4476,Biscay,https://www.wikidata.org/wiki/Q93366,34.07
1062IdxD,1062,Zambrana,https://www.wikidata.org/wiki/Q1113094,Álava,https://www.wikidata.org/wiki/Q81801,22.62
48905IdxD,48905,Zamudio,https://www.wikidata.org/wiki/Q146016,Biscay,https://www.wikidata.org/wiki/Q93366,58.14
48097IdxD,48097,Zaratamo,https://www.wikidata.org/wiki/Q1227189,Biscay,https://www.wikidata.org/wiki/Q93366,56.5
20079IdxD,20079,Zarautz,https://www.wikidata.org/wiki/Q147774,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,28.89
48024IdxD,48024,Zeanuri,https://www.wikidata.org/wiki/Q169332,Biscay,https://www.wikidata.org/wiki/Q93366,24.12
48025IdxD,48025,Zeberio,https://www.wikidata.org/wiki/Q594280,Biscay,https://www.wikidata.org/wiki/Q93366,26.83
20025IdxD,20025,Zegama,https://www.wikidata.org/wiki/Q1442954,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,18.19
20026IdxD,20026,Zerain,https://www.wikidata.org/wiki/Q974930,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,39.71
20027IdxD,20027,Zestoa,https://www.wikidata.org/wiki/Q1618393,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,32.31
48913IdxD,48913,Zierbena,https://www.wikidata.org/wiki/Q1542223,Biscay,https://www.wikidata.org/wiki/Q93366,88.1
1018IdxD,1018,Zigoitia,https://www.wikidata.org/wiki/Q1443528,Álava,https://www.wikidata.org/wiki/Q81801,44.14
48915IdxD,48915,Ziortza-Bolibar,https://www.wikidata.org/wiki/Q1247479,Biscay,https://www.wikidata.org/wiki/Q93366,27.71
20028IdxD,20028,Zizurkil,https://www.wikidata.org/wiki/Q1618316,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,18.79
1063IdxD,1063,Zuia,https://www.wikidata.org/wiki/Q228613,Álava,https://www.wikidata.org/wiki/Q81801,32.29
20081IdxD,20081,Zumaia,https://www.wikidata.org/wiki/Q229659,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,16.56
20080IdxD,20080,Zumarraga,https://www.wikidata.org/wiki/Q844508,Gipuzkoa,https://www.wikidata.org/wiki/Q95010,31.78
