﻿ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;USO;MODELO
7127957;Fuentes de beber;143;MARROQUINA;14;MORATALAZ;OPERATIVO;40,40903513;-3,64472284;AVENIDA;MORATALAZ;183;28030;PARQUE DE MORATALAZ (PARQUE Z). JUNTO A ZONA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
7127984;Fuentes de beber;146;VINATEROS;14;MORATALAZ;OPERATIVO;40,4017961;-3,63671794;CALLE;HACIENDA DE PAVONES;209;28030;C/V CALLE FUENTE CARRANTONA;PERSONAS Y MASCOTAS;MIXTA ESTELA
7130464;Fuentes de beber;193;VALDERRIVAS;19;VICALVARO;OPERATIVO;40,39921399;-3,60309551;CALLE;MINERVA;32;28032;CV AV. DE LA AURORA BOREAL;PERSONAS Y MASCOTAS;MIXTA ESTELA
7805896;Fuentes de beber;193;VALDERRIVAS;19;VICALVARO;OPERATIVO;40,40201088;-3,59696382;CALLE;SAN CIPRIANO;81;28032;frente estación cercanías;PERSONAS Y MASCOTAS;MIXTA ESTELA
7869825;Fuentes de beber;134;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;OPERATIVO;40,38301479;-3,64477347;AVENIDA;RAFAEL ALBERTI;51;28018;Campo de la Paloma zona canina;MASCOTAS;BEBEDERO TERRIER
7889388;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,36422384;-3,59058854;CALLE;PILAR DE MADARIAGA ROJO;13;28051;junto juegos infantiles;PERSONAS Y MASCOTAS;MIXTA ESTELA
7924260;Fuentes de beber;191;CASCO H.VICALVARO;19;VICALVARO;OPERATIVO;40,40597408;-3,59586074;PASEO;POLIDEPORTIVO;144;28032;cerca de area canina;PERSONAS Y MASCOTAS;MIXTA ESTELA
8800150;Fuentes de beber;213;CASCO H.BARAJAS;21;BARAJAS;OPERATIVO;40,47461332;-3,58038303;CALLE;TROPICO;19;28042;ZV CALLE ACUARIO - Junto área canina;MASCOTAS;BEBEDERO NEPTUNO
7143151;Fuentes de beber;126;ZOFIO;12;USERA;OPERATIVO;40,38369098;-3,7117035;AVENIDA;RAFAELA YBARRA;4;28026;PARQUE OLOF PALME. JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
7608511;Fuentes de beber;053;CIUDAD JARDIN;05;CHAMARTIN;OPERATIVO;40,45020597;-3,67510457;CALLE;MARCENADO;51;28002;DENTRO DEL ÁRENA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
7870538;Fuentes de beber;205;ROSAS;20;SAN BLAS - CANILLEJAS;OPERATIVO;40,43142301;-3,59727205;AVENIDA;ARCENTALES;28;28022;JUNTO ÁREA CANINA.. ZONA 2 WANDA METROPOLITANO;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
7870539;Fuentes de beber;205;ROSAS;20;SAN BLAS - CANILLEJAS;OPERATIVO;40,43097094;-3,5975675;AVENIDA;ARCENTALES;57;28022;ZONA 2 WANDA. PRÓXIMO A GTA. M-40;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
8835112;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,36928809;-3,6290104;CALLE;PUERTO DE PORZUNA;45;28031;C/V AVDA. MAYORAZGO, JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8835115;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,37500025;-3,60966316;CALLE;VILLAMAYOR DE SANTIAGO;13;28051;PARQUE LOLA CAMARENA. JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8835118;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,37332685;-3,60362608;CALLE;PEÑARANDA DE BRACAMONTE;8 B;28051;CERCA DE COLEGIO, JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8835151;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,36829147;-3,59150626;CALLE;ALTO DEL RETIRO;6;28051;C/V C/ ANTONIO DE GADES. JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8888575;Fuentes de beber;206;REJAS;20;SAN BLAS - CANILLEJAS;OPERATIVO;40,44321612;-3,58866583;CALLE;DEYANIRA;8;28022;CERCA DE ZONA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
9031613;Fuentes de beber;091;CASA DE CAMPO;09;MONCLOA-ARAVACA;OPERATIVO;40,40985475;-3,74366962;PASEO;Paseo Puerta del Angel;1;28011;AREA CANINA VID Nº1;PERSONAS Y MASCOTAS;OTRO
9031614;Fuentes de beber;091;CASA DE CAMPO;09;MONCLOA-ARAVACA;OPERATIVO;40,41015276;-3,74242301;PASEO;Paseo Puerta del Angel;1;28011;AREA CANINA VID Nº2;PERSONAS Y MASCOTAS;OTRO
9031694;Fuentes de beber;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;40,49736124;-3,62438856;AVENIDA;Avenida de las Fuerzas Armadas;11;28055;EN LA ENTRADA 10 (GLORIETA DE ANTONIO BONET);PERSONAS Y MASCOTAS;OTRO
9031695;Fuentes de beber;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;40,49622438;-3,62474266;AVENIDA;Avenida de las Fuerzas Armadas;11;28055;ZONA CANINA CERCA DE LA BALSA;PERSONAS Y MASCOTAS;OTRO
9031717;Fuentes de beber;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;40,4832155;-3,62549962;AVENIDA;Avenida de las Fuerzas Armadas;11;28055;EN LA ENTRADA 1 (GLORIETA ISIDRO GONZALEZ VELAZQUEZ);PERSONAS Y MASCOTAS;OTRO
9031741;Fuentes de beber;143;MARROQUINA;14;MORATALAZ;OPERATIVO;40,41402321;-3,63121397;AVENIDA;Avenida del Doctor Garcia Tapia;125;28030;ZONA CANINA PROXIMA AL RECINTO FERIAL;MASCOTAS;OTRO
8834918;Fuentes de beber;095;VALDEMARIN;09;MONCLOA-ARAVACA;OPERATIVO;40,470006;-3,77719071;AVENIDA;VALDEMARIN;67;28023;JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8835114;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,36717702;-3,62490862;CALLE;CINCOVILLAS;5;28051;C/V AVDA. MAYORAZGO, JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8835122;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,36358783;-3,60716321;AVENIDA;CERRO MILANO;27;28051;JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8835185;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,37574383;-3,62997383;CALLE;CABEZA MESADA;7;28031;PARQUE VALDEPERDICES, JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
8921514;Fuentes de beber;131;ENTREVIAS;13;PUENTE DE VALLECAS;OPERATIVO;40,3687791;-3,66056317;CALLE;ESTEBAN CARROS;80;28053;Parque Garrigues Walker, JUNTO ZONA CANINA;MASCOTAS;BEBEDERO NEPTUNO
9031690;Fuentes de beber;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;40,49733665;-3,63588718;AVENIDA;Avenida de las Fuerzas Armadas;11;28055;JUNTO A LA ENTRADA DE LA PLAZA NORTE;PERSONAS Y MASCOTAS;OTRO
9031701;Fuentes de beber;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;40,48979887;-3,6408118;AVENIDA;Avenida de las Fuerzas Armadas;11;28055;JUNTO A LA ENTRADA DE LA PLAZA OESTE;PERSONAS Y MASCOTAS;OTRO
9031702;Fuentes de beber;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;40,48959828;-3,63886814;AVENIDA;Avenida de las Fuerzas Armadas;11;28055;ZONA CANINA CERCA DE LA PLAZA OESTE;PERSONAS Y MASCOTAS;OTRO
9031747;Fuentes de beber;142;HORCAJO;14;MORATALAZ;OPERATIVO;40,41104958;-3,62749198;AVENIDA;Avenida del Doctor Garcia Tapia;125;28030;ZONA CANINA FUENTE CARRANTONA;PERSONAS Y MASCOTAS;OTRO
9031934;Fuentes de beber;162;PIOVERA;16;HORTALEZA;OPERATIVO;40,45475301;-3,62839723;AVENIDA;MACHUPICHU;1;28043;PARQUE JUAN PABLO II. Entrada Papa Negro;PERSONAS Y MASCOTAS;MIXTA ESTELA
9031935;Fuentes de beber;162;PIOVERA;16;HORTALEZA;OPERATIVO;40,45728385;-3,62055488;AVENIDA;MACHUPICHU;1;28043;PARQUE JUAN PABLO II. Área canina;MASCOTAS;BEBEDERO CANINO
9049038;Fuentes de beber;136;NUMANCIA;13;PUENTE DE VALLECAS;OPERATIVO;40,39182873;-3,65548204;CALLE;CANTALAPIEDRA;2;28038;CV AVD LA ALBUFERA;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
9049057;Fuentes de beber;133;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;OPERATIVO;40,38775481;-3,65779987;CALLE;MARIA TERESA ROBLEDO;3;28018;JUNTO AREA INFANTIL, FRENTE MURAL EL PODER DE LOS ANIMALES;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
9049060;Fuentes de beber;133;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;OPERATIVO;40,38577483;-3,65921666;CALLE;PUERTO DE COSTABONA;5;28018;JUNTO AREA INFANTIL;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
9049061;Fuentes de beber;133;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;OPERATIVO;40,38781693;-3,6580433;CALLE;MARIA TERESA ROBLEDO;3;28018;;MASCOTAS;BEBEDERO NEPTUNO
9127172;Fuentes de beber;113;SAN ISIDRO;11;CARABANCHEL;OPERATIVO;40,39796997;-3,7294762;PASEO;ERMITA DEL SANTO;76;28019;ZONA CANINA, PRÓXIMO A ESTANQUE CENTRAL;MASCOTAS;BEBEDERO NEPTUNO
9179667;Fuentes de beber;174;LOS ROSALES;17;VILLAVERDE;OPERATIVO;40,3485514;-3,68731295;CALLE;EDUARDO MINGUITO;55;28021;PARQUE JUNTO A CENTRO DE MAYORES;PERSONAS Y MASCOTAS;MIXTA ESTELA
9199241;Fuentes de beber;171;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;17;VILLAVERDE;OPERATIVO;40,33349535;-3,7016317;CALLE;SAN EUSTAQUIO;26;28021;C/V C/ LAGUNA DEL MARQUESADO. EN ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
9272894;Fuentes de beber;154;LA CONCEPCIÓN;15;CIUDAD LINEAL;OPERATIVO;40,43477358;-3,65473509;CALLE;VIRGEN DE LLUC;1;28027;PARQUE CALERO, JUNTO ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
9185054;Fuentes de beber;107;AGUILAS;10;LATINA;OPERATIVO;40,38846992;-3,76692801;CALLE;ONIL;12;28044;FRENTE ENTRADA ÁREA INFANTIL;PERSONAS Y MASCOTAS;MIXTA ESTELA
9191525;Fuentes de beber;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;40,50307104;-3,65383588;CALLE;VICENTE BLASCO IBAÑEZ;81;28050;PARQUE DE VICENTE BLASCO IBAÑEZ;PERSONAS Y MASCOTAS;MIXTA TERRIER
9198730;Fuentes de beber;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;40,36958344;-3,60991376;CALLE;CORRAL DE ALMAGUER;29;28051;EN PASEO CENTRAL JUNTO BANCOS;PERSONAS Y MASCOTAS;MIXTA ESTELA
9212801;Fuentes de beber;172;SAN CRISTOBAL;17;VILLAVERDE;OPERATIVO;40,34029944;-3,68438398;CALLE;PATERNA;45D;28021;JUNTO PASARELA PEATONAL;PERSONAS Y MASCOTAS;MIXTA ESTELA
9278148;Fuentes de beber;123;SAN FERMIN;12;USERA;OPERATIVO;40,36728652;-3,68566121;CAMINO;PERALES;156;28041;EN ZONA DE MERCADILLO DE SAN FERMIN;PERSONAS Y MASCOTAS;MIXTA ESTELA
9278180;Fuentes de beber;171;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;17;VILLAVERDE;OPERATIVO;40,34584361;-3,71661576;PASEO;FERROVIARIOS;45;28021;FRENTE AL Nº 45, EN PARQUE PLATA Y CASTAÑAR PROXIMO A FAROLA 20;PERSONAS Y MASCOTAS;MIXTA ESTELA
9285545;Fuentes de beber;182;SANTA EUGENIA;18;VILLA DE VALLECAS;OPERATIVO;40,3811575;-3,61625635;CALLE;SIERRA GORDA;31;28031;CV AGUSTIN GARCIA MALLA 2;PERSONAS Y MASCOTAS;MIXTA ESTELA
9290189;Fuentes de beber;204;ARCOS;20;SAN BLAS - CANILLEJAS;OPERATIVO;40,42061503;-3,62172427;CALLE;ARCOS DE JALON;20;28037;CV CALLE SAN ROMAN DEL VALLE 8;PERSONAS Y MASCOTAS;MIXTA ESTELA
9291966;Fuentes de beber;174;LOS ROSALES;17;VILLAVERDE;OPERATIVO;40,35532259;-3,69042728;CALLE;VILLAJOYOSA;75;28041;JUNTO ÁREA INFANTIL;PERSONAS Y MASCOTAS;MIXTA ESTELA
9295074;Fuentes de beber;116;BUENAVISTA;11;CARABANCHEL;OPERATIVO;40,3746407;-3,75557245;CAMINO;CRUCES;6;28044;MERCADILLO DE LAS CRUCES;PERSONAS Y MASCOTAS;MIXTA ESTELA
9284711;Fuentes de beber;127;PRADOLONGO;12;USERA;OPERATIVO;40,37777992;-3,71191118;AVENIDA;RAFAELA YBARRA;75;28026;FRENTE C/ PARQUE DE LA PALOMA Y FAROLA 134, JUNTO WC PÚBLICO;PERSONAS Y MASCOTAS;MIXTA ESTELA
9289989;Fuentes de beber;122;ORCASUR;12;USERA;OPERATIVO;40,37086731;-3,69977914;AVENIDA;POBLADOS;154;28041;CV AVD ORCASUR 74;PERSONAS Y MASCOTAS;MIXTA ESTELA
9291850;Fuentes de beber;084;PILAR;08;FUENCARRAL - EL PARDO;OPERATIVO;40,47759971;-3,71600875;AVENIDA;MONFORTE DE LEMOS;180;28035;ZONA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
9295075;Fuentes de beber;134;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;OPERATIVO;40,38204584;-3,64412738;CALLE;ARAGONESES;4;28018;C/V C/ ANGELILLO;PERSONAS Y MASCOTAS;MIXTA ESTELA
9310078;Fuentes de beber;205;ROSAS;20;SAN BLAS - CANILLEJAS;OPERATIVO;40,42320297;-3,60038184;CALLE;SOFIA;12;28022;FRENTE Pº GINEBRA, PRÓXIMO A FAROLA 57;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
9295144;Fuentes de beber;136;NUMANCIA;13;PUENTE DE VALLECAS;OPERATIVO;40,399755;-3,64986723;CALLE;RAMON PEREZ DE AYALA;15;28038;MERCADILLO DE FONTARRON;PERSONAS Y MASCOTAS;MIXTA ESTELA
9296045;Fuentes de beber;107;AGUILAS;10;LATINA;OPERATIVO;40,38484992;-3,76272919;AVENIDA;LAS AGUILAS;1 B;28044;MERCADILLO DE LATINA, JUNTO FAROLA 21;PERSONAS Y MASCOTAS;MIXTA ESTELA
9310059;Fuentes de beber;011;PALACIO;01;CENTRO;OPERATIVO;40,41382065;-3,71636747;CALLE;SEGOVIA;39;28005;DENTRO DEL ÁREA CANINA;PERSONAS Y MASCOTAS;MIXTA ESTELA
9310077;Fuentes de beber;205;ROSAS;20;SAN BLAS - CANILLEJAS;OPERATIVO;40,43017681;-3,6001684;CALLE;ESTOCOLMO;26 K;28022;C/V C/ MANCHESTER, JUNTO AVC;PERSONAS Y MASCOTAS;MIXTA NEPTUNO
