ID,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,FECHA_INSTALACION
464189,135,PORTAZGO,13,PUENTE DE VALLECAS,40.39398812,-3.64140803,CALLE,BENJAMIN PALENCIA,76,28038,2010-05-21
464182,135,PORTAZGO,13,PUENTE DE VALLECAS,40.38839517,-3.64466701,AVENIDA,PABLO NERUDA,48,28038,2010-05-21
464248,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44703009,-3.59499996,CALLE,OCHO,7,28022,2010-05-21
464263,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44773614,-3.59424404,AVENIDA,SEGUNDA,4,28022,2010-05-21
464232,135,PORTAZGO,13,PUENTE DE VALLECAS,40.39460113,-3.64955303,CALLE,BENJAMIN PALENCIA,16,28038,2010-05-21
464282,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44457716,-3.59610999,AVENIDA,QUINTA,26,28022,2010-05-21
464168,162,PIOVERA,16,HORTALEZA,40.45823012,-3.62759000,CALLE,JOSE RIZAL,101,28043,2010-05-21
464334,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44610014,-3.57411003,CALLE,FUEMBELLIDA,35,28022,2010-05-21
464436,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40321211,-3.65537903,CALLE,MARISMAS,2,28038,2010-05-21
464557,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40369712,-3.65643398,CALLE,PEÑA LABRA,12,28038,2010-05-21
464582,161,PALOMAS,16,HORTALEZA,40.45205413,-3.61504199,CALLE,GUADALAJARA,7,28042,2010-05-24
464606,161,PALOMAS,16,HORTALEZA,40.45315013,-3.61171995,CALLE,ARMONIA,22,28042,2010-05-24
464666,161,PALOMAS,16,HORTALEZA,40.45242910,-3.60808995,CALLE,PISUEÑA,52,28042,2010-05-24
464669,161,PALOMAS,16,HORTALEZA,40.45196008,-3.60779997,CALLE,MAESTRA FELISA LOZANO,13,28042,2010-05-24
464688,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40074814,-3.66515898,CAMINO,VALDERRIBAS,37 A,28038,2010-05-24
464690,161,PALOMAS,16,HORTALEZA,40.45073009,-3.60797003,AVENIDA,LOGROÑO,27,28042,2010-05-24
464732,161,PALOMAS,16,HORTALEZA,40.45450716,-3.61367395,CALLE,ENRIQUE DE PRADA,7,28042,2010-05-24
464753,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40219015,-3.66122999,CALLE,PICO ALMANZOR,17,28038,2010-05-24
464757,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40136313,-3.66143201,CALLE,FERNANDO GIRALDEZ,35,28038,2010-05-24
464787,162,PIOVERA,16,HORTALEZA,40.45543010,-3.62306003,AVENIDA,MACHUPICHU,2,28043,2010-05-24
464791,162,PIOVERA,16,HORTALEZA,40.45646011,-3.62375996,AVENIDA,MACHUPICHU,12,28043,2010-05-24
464811,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39877113,-3.65450699,CALLE,RAMON PEREZ DE AYALA,18,28038,2010-05-24
464885,162,PIOVERA,16,HORTALEZA,40.46086812,-3.62625898,AVENIDA,MACHUPICHU,34,28043,2010-05-24
464894,162,PIOVERA,16,HORTALEZA,40.46092009,-3.63217003,AVENIDA,MACHUPICHU,69,28043,2010-05-24
464901,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40018008,-3.66045001,CALLE,SIERRA TOLEDANA,2,28038,2010-05-24
464903,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39897014,-3.66035994,CAMINO,VALDERRIBAS,93 B,28038,2010-05-24
464910,162,PIOVERA,16,HORTALEZA,40.46242016,-3.63523002,AVENIDA,MACHUPICHU,95,28043,2010-05-24
464196,135,PORTAZGO,13,PUENTE DE VALLECAS,40.39140814,-3.64998399,CALLE,CARLOS SOLE,52,28038,2010-05-21
464221,135,PORTAZGO,13,PUENTE DE VALLECAS,40.39401617,-3.65308797,CALLE,JOSE PAULETE,47,28038,2010-05-21
464231,161,PALOMAS,16,HORTALEZA,40.45178013,-3.62418994,CALLE,ABELIAS,16,28042,2010-05-21
464243,161,PALOMAS,16,HORTALEZA,40.45200013,-3.62133002,AVENIDA,ARROYO DEL SANTO,11,28042,2018-04-23
464373,161,PALOMAS,16,HORTALEZA,40.45073713,-3.61858101,CALLE,ESPIREA,1,28042,2010-05-21
464407,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40145509,-3.65348098,CALLE,MARISMAS,24,28038,2010-05-21
464453,161,PALOMAS,16,HORTALEZA,40.45527015,-3.61799999,AVENIDA,ARCES,24 D,28042,2010-05-21
464460,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40015012,-3.65034994,CALLE,RAMON PEREZ DE AYALA,92,28038,2010-05-21
464499,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44368011,-3.58314995,CALLE,CAMPEZO,14,28022,2010-05-21
464649,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40388010,-3.66020004,PLAZA,DOCTOR LOZANO,13,28038,2010-05-24
464731,161,PALOMAS,16,HORTALEZA,40.45379609,-3.61409500,CALLE,CONDE DE LAS POSADAS,20,28042,2010-05-24
464800,162,PIOVERA,16,HORTALEZA,40.45810415,-3.62362904,AVENIDA,PAPA NEGRO,22,28043,2010-05-24
464805,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39995411,-3.65406804,CALLE,RAMON PEREZ DE AYALA,46,28038,2010-05-24
464818,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39772010,-3.65498004,CALLE,RAMON PEREZ DE AYALA,3,28038,2010-05-24
464832,162,PIOVERA,16,HORTALEZA,40.45993112,-3.62550699,CALLE,JOSE IGNACIO AVILA,5,28043,2010-05-24
464852,162,PIOVERA,16,HORTALEZA,40.45988016,-3.62340002,CALLE,FRANCISCO MOREJON,9,28043,2010-05-24
464880,162,PIOVERA,16,HORTALEZA,40.46088016,-3.62844005,CALLE,FLORENCIO CASTILLO,2,28043,2010-05-24
464915,136,NUMANCIA,13,PUENTE DE VALLECAS,40.40034009,-3.65879002,CALLE,PUERTO DE COTOS,10,28038,2010-05-24
464985,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44347016,-3.59040001,CALLE,ARACNE,33,28022,2010-05-24
464992,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44529009,-3.58945996,CALLE,PIRRA,14 D,28022,2010-05-24
465016,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39999113,-3.65795902,CALLE,PUERTO DE NAVACERRADA,13,28038,2010-05-24
465163,163,CANILLAS,16,HORTALEZA,40.46495010,-3.62787005,CALLE,EL PROVENCIO,22,28043,2010-05-24
465172,163,CANILLAS,16,HORTALEZA,40.46383014,-3.62825995,CALLE,EL PROVENCIO,16,28043,2010-05-24
465217,163,CANILLAS,16,HORTALEZA,40.46659009,-3.63046999,CALLE,EL PEDERNOSO,17,28043,2010-05-25
465280,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39201411,-3.65709005,AVENIDA,ALBUFERA,136,28038,2010-05-25
465297,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39328511,-3.65713799,CALLE,PICO DE LA MALICIOSA,11,28038,2010-05-25
464928,162,PIOVERA,16,HORTALEZA,40.46258010,-3.63304002,CALLE,SILVANO,116,28043,2010-05-24
464937,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44389009,-3.58045004,CALLE,NAVARIDAS,9,28022,2010-05-24
464960,162,PIOVERA,16,HORTALEZA,40.46165013,-3.62935999,CALLE,DIONISIO INCA YUPANQUI,6,28043,2010-05-24
464978,206,REJAS,20,SAN BLAS - CANILLEJAS,40.44319113,-3.58785801,CALLE,DEYANIRA,21,28022,2010-05-24
465286,163,CANILLAS,16,HORTALEZA,40.46748108,-3.63586301,CALLE,TRIBALDOS,27,28043,2010-05-25
465324,163,CANILLAS,16,HORTALEZA,40.46866810,-3.63565103,CALLE,MINAYA,8,28043,2010-05-25
465343,163,CANILLAS,16,HORTALEZA,40.46824010,-3.62863003,CALLE,ACONCAGUA,4,28043,2010-05-25
465355,164,PINAR DEL REY,16,HORTALEZA,40.46885716,-3.63148395,CALLE,NEVADO DEL CUMBAL,1,28033,2010-05-25
465384,136,NUMANCIA,13,PUENTE DE VALLECAS,40.39738010,-3.66730003,AVENIDA,ALBUFERA,21,28038,2010-05-25
465439,164,PINAR DEL REY,16,HORTALEZA,40.46987116,-3.63774394,GLORIETA,MAR DE CRISTAL,3,28043,2010-05-25
465480,164,PINAR DEL REY,16,HORTALEZA,40.47205011,-3.63940004,CALLE,MAR ADRIATICO,12,28033,2010-05-25
465594,164,PINAR DEL REY,16,HORTALEZA,40.47244013,-3.63886003,CALLE,BURITICA,8,28033,2010-05-25
467198,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38106413,-3.66545000,CALLE,CANDILEJAS,80,28018,2010-05-27
467214,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.38309514,-3.66604302,CALLE,PUERTO DE LA MORCUERA,19,28018,2017-03-13
467324,56,CASTILLA,5,CHAMARTIN,40.47124008,-3.68744998,PASEO,CASTELLANA,246,28046,2010-05-27
467338,56,CASTILLA,5,CHAMARTIN,40.47315217,-3.68690005,PASEO,CASTELLANA,268,28046,2010-05-27
467450,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38402016,-3.66311801,CALLE,PAYASO FOFO,40,28018,2010-05-27
465362,164,PINAR DEL REY,16,HORTALEZA,40.47038008,-3.63103002,CALLE,NEVADO DEL CUMBAL,9,28033,2010-05-25
465475,164,PINAR DEL REY,16,HORTALEZA,40.47143009,-3.63934001,CALLE,MAR ADRIATICO,8,28033,2010-05-25
465519,164,PINAR DEL REY,16,HORTALEZA,40.47231210,-3.63357496,CALLE,DAGUA,4,28033,2010-05-25
467188,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.38269209,-3.66427001,AVENIDA,SAN DIEGO,156,28018,2010-05-27
467263,163,CANILLAS,16,HORTALEZA,40.46300009,-3.64938000,CARRETERA,CANILLAS,27,28043,2010-05-27
467313,163,CANILLAS,16,HORTALEZA,40.46507910,-3.65337497,CALLE,RICARDO SAN JUAN,22,28043,2010-05-27
467368,56,CASTILLA,5,CHAMARTIN,40.47077011,-3.68519998,CALLE,AGUSTIN DE FOXA,27,28036,2010-05-27
467505,164,PINAR DEL REY,16,HORTALEZA,40.46880015,-3.64796997,CALLE,AGUSTIN DE ITURBIDE,6,28043,2010-05-27
467519,163,CANILLAS,16,HORTALEZA,40.46928014,-3.64318003,AVENIDA,GRAN VIA DE HORTALEZA,94,28043,2010-05-27
467453,163,CANILLAS,16,HORTALEZA,40.46891010,-3.64460997,AVENIDA,GRAN VIA DE HORTALEZA,84,28043,2017-06-02
467499,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38646508,-3.66097203,CALLE,CANDILEJAS,2,28018,2010-05-27
467503,154,LA CONCEPCIÓN,15,CIUDAD LINEAL,40.44683516,-3.64490396,CALLE,MARQUES DE PORTUGALETE,18,28027,2010-05-27
467578,164,PINAR DEL REY,16,HORTALEZA,40.46939008,-3.65180999,CALLE,LOPEZ DE HOYOS,464,28043,2010-05-27
467591,154,LA CONCEPCIÓN,15,CIUDAD LINEAL,40.44175709,-3.64386200,CALLE,MANIPA,79,28027,2010-05-27
467671,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.39164416,-3.66632200,CALLE,PARROCO DON EMILIO FRANCO,21,28053,2010-05-28
467745,164,PINAR DEL REY,16,HORTALEZA,40.47472016,-3.64950399,CALLE,ZAHARA DE LOS ATUNES,2,28033,2010-05-28
467768,164,PINAR DEL REY,16,HORTALEZA,40.47402015,-3.65339002,AVENIDA,VIRGEN DEL CARMEN,28,28033,2010-05-28
467544,164,PINAR DEL REY,16,HORTALEZA,40.46799013,-3.64831005,AVENIDA,GRAN VIA DE HORTALEZA,49,28043,2012-02-27
467645,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.38897416,-3.66678700,CALLE,SIERRA DE ALQUIFE,10,28053,2010-05-28
467651,164,PINAR DEL REY,16,HORTALEZA,40.46998013,-3.64390994,CALLE,AGUSTIN DE ITURBIDE,32,28043,2010-05-28
467686,164,PINAR DEL REY,16,HORTALEZA,40.46994012,-3.65077995,CALLE,ANGEL LUIS DE LA HERRAN,3,28043,2010-05-28
467717,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.38914313,-3.66590099,CALLE,PALOMERAS,45,28053,2010-05-28
467756,164,PINAR DEL REY,16,HORTALEZA,40.47480413,-3.65123300,AVENIDA,VIRGEN DEL CARMEN,46,28033,2010-05-28
465583,166,VALDEFUENTES,16,HORTALEZA,40.47974216,-3.62623602,CAMINO,VALDEHIGUERA,24,28055,2010-05-25
465680,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.39623709,-3.66542897,AVENIDA,ALBUFERA,52,28038,2010-05-25
467782,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.39323510,-3.66985699,AVENIDA,MONTE IGUELDO,68,28053,2010-05-28
467879,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.38395812,-3.66963196,CALLE,PUERTO DE BALBARAN,21,28053,2010-05-28
467902,164,PINAR DEL REY,16,HORTALEZA,40.47479113,-3.65464999,CALLE,SANLUCAR DE BARRAMEDA,2,28033,2010-05-28
467914,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.38897510,-3.67092195,AVENIDA,SAN DIEGO,34,28053,2010-05-28
465825,26,PALOS DE LA FRONTERA,2,ARGANZUELA,40.40160012,-3.68931003,CALLE,CANARIAS,51,28045,2010-05-25
465857,159,COSTILLARES,15,CIUDAD LINEAL,40.47075315,-3.66692198,CALLE,GOMEZ HEMANS,1,28033,2010-05-25
467990,102,PUERTA DEL ANGEL,10,LATINA,40.41529910,-3.72495796,CALLE,SAAVEDRA FAJARDO,7,28011,2010-05-28
468001,102,PUERTA DEL ANGEL,10,LATINA,40.41654013,-3.72347198,PASEO,MARQUES DE MONISTROL,9,28011,2010-05-28
465756,166,VALDEFUENTES,16,HORTALEZA,40.47799510,-3.63098098,AVENIDA,MARUJA MALLO,7,28055,2010-05-25
465767,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.39431516,-3.67146395,CALLE,MONTE PERDIDO,5,28053,2010-05-25
465783,132,SAN DIEGO,13,PUENTE DE VALLECAS,40.39540108,-3.66893603,AVENIDA,MONTE IGUELDO,30,28053,2010-05-25
465816,144,MEDIA LEGUA,14,MORATALAZ,40.40697513,-3.65502699,CALLE,ENTRE ARROYOS,52,28030,2010-05-25
467860,164,PINAR DEL REY,16,HORTALEZA,40.47396117,-3.65190196,CALLE,COSTA DEL SOL,16,28033,2010-05-28
467968,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46770017,-3.67688996,CALLE,MEMORIAL 11 DE MARZO DE 2004,4,28016,2010-05-28
465950,158,ATALAYA,15,CIUDAD LINEAL,40.46648813,-3.66333602,CALLE,GONZALEZ AMIGO,32,28033,2010-05-25
465980,161,PALOMAS,16,HORTALEZA,40.45237416,-3.60895896,CALLE,VILLAMIEL DE CACERES,51,28042,2010-05-26
468077,154,LA CONCEPCIÓN,15,CIUDAD LINEAL,40.44155209,-3.64796602,CALLE,DOCTOR VALLEJO,99,28027,2010-05-28
468103,166,VALDEFUENTES,16,HORTALEZA,40.49405011,-3.64913997,AVENIDA,NICETO ALCALA ZAMORA,20,28050,2010-05-28
468131,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,40.41250617,-3.73503795,AVENIDA,PORTUGAL,121,28011,2010-05-28
468146,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46487424,-3.68535816,CALLE,FRANCISCO SUAREZ,2,28036,2010-05-28
468173,102,PUERTA DEL ANGEL,10,LATINA,40.41142014,-3.73787894,AVENIDA,PORTUGAL,155 A,28011,2010-05-28
468189,102,PUERTA DEL ANGEL,10,LATINA,40.41061509,-3.73895103,AVENIDA,PORTUGAL,157 B,28011,2010-05-28
468193,155,SAN PASCUAL,15,CIUDAD LINEAL,40.44370617,-3.64903805,CALLE,CARLOTA O'NEILL,32,28027,2010-05-28
466138,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.39158009,-3.65513004,AVENIDA,ALBUFERA,173,28038,2010-05-26
468111,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,40.41312811,-3.73338497,AVENIDA,PORTUGAL,107,28011,2010-05-28
468124,155,SAN PASCUAL,15,CIUDAD LINEAL,40.44560412,-3.64739599,CALLE,ARTURO SORIA,75,28027,2010-05-28
468169,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46667015,-3.68448183,CALLE,DONOSO MONTESINOS,11,28036,2010-05-28
468166,155,SAN PASCUAL,15,CIUDAD LINEAL,40.44543011,-3.64953999,CALLE,AMARA,9,28027,2010-05-28
468213,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46650009,-3.68599702,CALLE,GENERAL LOPEZ POZAS,24,28036,2010-05-28
468220,154,LA CONCEPCIÓN,15,CIUDAD LINEAL,40.44170012,-3.64912004,CALLE,BATERIAS,8,28027,2010-05-28
468226,56,CASTILLA,5,CHAMARTIN,40.46653013,-3.68743003,CALLE,MATEO INURRIA,5,28036,2010-05-28
468238,56,CASTILLA,5,CHAMARTIN,40.46761015,-3.68787996,CALLE,AGUSTIN DE FOXA,8,28036,2010-05-28
468265,166,VALDEFUENTES,16,HORTALEZA,40.49287014,-3.65124994,CALLE,ISABEL CLARA EUGENIA,33,28050,2010-05-28
466214,164,PINAR DEL REY,16,HORTALEZA,40.47734010,-3.64255003,CALLE,SANTA VIRGILIA,7,28033,2010-05-26
466224,164,PINAR DEL REY,16,HORTALEZA,40.47824616,-3.64500399,CALLE,ARCOS,8,28033,2010-05-26
466239,164,PINAR DEL REY,16,HORTALEZA,40.47655009,-3.64505996,CALLE,SANTA VIRGILIA,2,28033,2010-05-26
466273,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38829609,-3.65384202,CALLE,ARROYO DEL OLIVAR,150,28018,2010-05-26
466331,164,PINAR DEL REY,16,HORTALEZA,40.47525011,-3.64233994,CALLE,MAR MENOR,24,28033,2010-05-26
468289,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46482014,-3.68318997,CALLE,FRANCISCO SUAREZ,11 A,28036,2010-05-28
468443,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46256977,-3.68503550,CALLE,PADRE DAMIAN,47,28036,2010-05-31
468461,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46332015,-3.68496999,CALLE,APOLONIO MORALES,1,28036,2010-05-31
468573,166,VALDEFUENTES,16,HORTALEZA,40.49699316,-3.65372494,AVENIDA,NICETO ALCALA ZAMORA,75,28050,2010-05-31
468621,166,VALDEFUENTES,16,HORTALEZA,40.49204015,-3.65333998,CALLE,PRINCIPE CARLOS,38,28050,2010-05-31
468701,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46104216,-3.68800085,CALLE,DOCTOR FLEMING,31,28036,2010-05-31
468754,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46346469,-3.68181095,CALLE,ARENAL DE MAUDES,14,28036,2010-05-31
466350,164,PINAR DEL REY,16,HORTALEZA,40.47588816,-3.64387200,CALLE,MAR MENOR,28 B,28033,2010-05-26
466464,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.39098017,-3.65978997,CALLE,PAYASO FOFO,7,28018,2010-05-26
466507,164,PINAR DEL REY,16,HORTALEZA,40.47677914,-3.65144399,CALLE,ABERTURA,1855,28033,2010-05-26
466539,164,PINAR DEL REY,16,HORTALEZA,40.47563015,-3.65077000,CALLE,ABARZUZA,1592,28033,2010-05-26
466569,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38656909,-3.65843798,CALLE,PUERTO DE COSTABONA,2,28018,2010-05-26
468304,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46443015,-3.68098997,CALLE,MENENDEZ PIDAL,32,28036,2010-05-28
468305,154,LA CONCEPCIÓN,15,CIUDAD LINEAL,40.44300510,-3.63993801,CALLE,MARQUES DE HOYOS,7,28027,2010-05-28
466107,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.39228010,-3.65922000,CALLE,PAYASO FOFO,3,28018,2010-05-26
466125,166,VALDEFUENTES,16,HORTALEZA,40.48668016,-3.63293000,AVENIDA,LAS FUERZAS ARMADAS,104,28055,2010-05-26
466233,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.39047617,-3.65848298,CALLE,SIERRA DEL VALLE,6,28018,2010-05-26
466307,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38417715,-3.65358294,AVENIDA,BUENOS AIRES,72,28018,2010-05-26
468348,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46683014,-3.67925995,CALLE,MENENDEZ PIDAL,47,28036,2010-05-28
468422,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46015882,-3.68405541,CALLE,HENRI DUNANT,17,28036,2010-05-31
468425,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46035016,-3.68526004,CALLE,PADRE DAMIAN,48,28036,2010-05-31
468435,166,VALDEFUENTES,16,HORTALEZA,40.49438009,-3.65305999,CALLE,ISABEL CLARA EUGENIA,46 A,28050,2010-05-31
468586,166,VALDEFUENTES,16,HORTALEZA,40.49555017,-3.65156001,AVENIDA,NICETO ALCALA ZAMORA,43,28050,2010-05-31
468640,166,VALDEFUENTES,16,HORTALEZA,40.49786015,-3.65407996,CALLE,ANA DE AUSTRIA,57 C,28050,2010-05-31
468679,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46257013,-3.68763004,CALLE,DOCTOR FLEMING,52,28036,2010-05-31
468778,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46149017,-3.68334000,CALLE,FRAY BERNARDINO SAHAGUN,4,28036,2010-05-31
468825,166,VALDEFUENTES,16,HORTALEZA,40.49723214,-3.65130404,CALLE,VICENTE BLASCO IBAÑEZ,71,28050,2010-05-31
468843,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,40.41437709,-3.72976003,AVENIDA,PORTUGAL,81,28011,2010-05-31
468904,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46038014,-3.67924995,AVENIDA,ALFONSO XIII,194,28016,2010-05-31
466405,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38677311,-3.65578094,CALLE,MIGUEL SAN NARCISO,8,28018,2010-05-26
466412,157,COLINA,15,CIUDAD LINEAL,40.45554013,-3.65928994,CALLE,CELESTE,1,28043,2010-05-26
466432,164,PINAR DEL REY,16,HORTALEZA,40.47876509,-3.64896004,CALLE,SANTA ADELA,11,28033,2010-05-26
466521,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38536009,-3.65821296,CALLE,PUERTO DE VIÑAMALA,4,28018,2010-05-26
466553,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38410310,-3.65905699,CALLE,PUERTO DE COSTABONA,11,28018,2019-02-25
466647,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38168313,-3.65945798,CALLE,LOS SANTOS INOCENTES,5,28018,2010-05-26
466679,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38324810,-3.66196696,CALLE,LA DILIGENCIA,4 B,28018,2010-05-26
466691,164,PINAR DEL REY,16,HORTALEZA,40.47190014,-3.64423004,CALLE,MAR DE KARA,11,28033,2010-05-26
466723,157,COLINA,15,CIUDAD LINEAL,40.45681016,-3.65472004,CALLE,ULISES,11,28043,2010-05-26
466727,164,PINAR DEL REY,16,HORTALEZA,40.47079012,-3.64417000,CALLE,ESTRECHO DE ORMUZ,2,28033,2010-05-26
466757,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38382013,-3.66220995,CALLE,CANDILEJAS,56,28018,2010-05-26
466761,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38469014,-3.66154999,CALLE,CANDILEJAS,3,28018,2010-05-26
466771,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38746812,-3.66025301,CALLE,JAVIER DE MIGUEL,40,28018,2010-05-26
466789,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38128016,-3.66134994,AVENIDA,PABLO NERUDA,91,28018,2010-05-27
466876,163,CANILLAS,16,HORTALEZA,40.46893010,-3.64029998,CALLE,TORRESANDINO,6,28043,2010-05-27
468960,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46154016,-3.68044005,PASEO,LA HABANA,190,28036,2010-05-31
468980,102,PUERTA DEL ANGEL,10,LATINA,40.41391610,-3.72527797,PASEO,EXTREMADURA,1,28011,2018-12-27
469013,102,PUERTA DEL ANGEL,10,LATINA,40.41078115,-3.72693995,CALLE,CARAMUEL,30,28011,2010-05-31
469018,166,VALDEFUENTES,16,HORTALEZA,40.50263414,-3.63469705,CALLE,AGATHA CHRISTIE,11,28055,2010-05-31
469055,166,VALDEFUENTES,16,HORTALEZA,40.50396917,-3.63824700,CALLE,SAN ENRIQUE DE OSSO,46,28055,2010-05-31
469101,154,LA CONCEPCIÓN,15,CIUDAD LINEAL,40.43642413,-3.65395301,CALLE,VIRGEN DE LA FUENCISLA,4,28027,2010-05-31
469141,154,LA CONCEPCIÓN,15,CIUDAD LINEAL,40.43600008,-3.65091902,CALLE,JOSE DEL HIERRO,3,28027,2010-05-31
469157,102,PUERTA DEL ANGEL,10,LATINA,40.40913908,-3.73025395,CALLE,PERICLES,5,28011,2011-02-09
466894,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.37696010,-3.65353994,CALLE,PUERTO DE BALBARAN,135,28018,2010-05-27
466599,164,PINAR DEL REY,16,HORTALEZA,40.47415013,-3.64649003,CALLE,ARZUA,29,28033,2010-05-26
466606,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38322113,-3.65443702,CALLE,LA DILIGENCIA,17,28018,2010-05-26
468790,55,NUEVA ESPAÑA,5,CHAMARTIN,40.46031912,-3.68190699,CALLE,HENRI DUNANT,2,28036,2010-05-31
468826,102,PUERTA DEL ANGEL,10,LATINA,40.41351715,-3.73214396,AVENIDA,PORTUGAL,95,28011,2010-05-31
468850,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,40.41506016,-3.72828701,AVENIDA,PORTUGAL,63,28011,2010-05-31
468858,91,CASA DE CAMPO,9,MONCLOA - ARAVACA,40.41524709,-3.72758701,AVENIDA,PORTUGAL,33,28011,2010-05-31
468887,102,PUERTA DEL ANGEL,10,LATINA,40.41376017,-3.72829998,PASEO,EXTREMADURA,32 B,28011,2010-05-31
466640,156,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,40.45528011,-3.65619001,CALLE,ARTURO SORIA,153,28043,2010-05-26
466694,157,COLINA,15,CIUDAD LINEAL,40.45808012,-3.65525001,CALLE,ASURA,111,28043,2010-05-26
466905,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.37652809,-3.65680294,CALLE,NOVECENTO,1,28018,2010-05-27
466910,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.37735409,-3.66018195,CALLE,PUERTO DE BALBARAN,6,28018,2010-05-27
466913,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.37840714,-3.66281594,CALLE,PUERTO DE BALBARAN,2,28018,2010-05-27
466923,133,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,40.38024013,-3.66589700,CALLE,CANDILEJAS,90,28018,2010-05-27
466944,163,CANILLAS,16,HORTALEZA,40.46761509,-3.63869894,CALLE,MALAGON,2,28043,2010-05-27
