Identificador_Dirección,Número_de_Distrito,Calle,Tipo de Vía
750103461,14,BOULEVARD DU MONTPARNASSE,BOULEVARD
750011044,4,BOULEVARD DU PALAIS,BOULEVARD
750008667,3,BOULEVARD DU TEMPLE,BOULEVARD
750100917,14,BOULEVARD EDGAR QUINET,BOULEVARD
750121891,16,BOULEVARD EMILE AUGIER,BOULEVARD
750122211,16,BOULEVARD EXELMANS,BOULEVARD
750122566,16,BOULEVARD FLANDRIN,BOULEVARD
750162833,15,BOULEVARD GALLIENI,BOULEVARD
750141205,15,BOULEVARD GARIBALDI,BOULEVARD
750134687,17,BOULEVARD GOUVION-SAINT-CYR,BOULEVARD
750036698,8,BOULEVARD HAUSSMANN,BOULEVARD
750169613,4,BOULEVARD HENRI IV,BOULEVARD
750102470,14,BOULEVARD JOURDAN,BOULEVARD
750053219,11,BOULEVARD JULES FERRY,BOULEVARD
750124156,16,BOULEVARD JULES SANDEAU,BOULEVARD
750071276,13,BOULEVARD KELLERMANN,BOULEVARD
750124524,16,BOULEVARD LANNES,BOULEVARD
750114301,15,BOULEVARD LEFEBVRE,BOULEVARD
750018093,19,BOULEVARD MACDONALD,BOULEVARD
750037620,8,BOULEVARD MALESHERBES,BOULEVARD
750125545,16,BOULEVARD MARBEAU,BOULEVARD
750184608,18,BOULEVARD MARGUERITE DE ROCHECHOUART,BOULEVARD
750071848,13,BOULEVARD MASSENA,BOULEVARD
750043140,9,BOULEVARD MONTMARTRE,BOULEVARD
750010909,4,BOULEVARD MORLAND,BOULEVARD
750092128,20,BOULEVARD MORTIER,BOULEVARD
750126543,16,BOULEVARD MURAT,BOULEVARD
750179249,18,BOULEVARD NEY,BOULEVARD
750082637,18,BOULEVARD ORNANO,BOULEVARD
750115832,15,BOULEVARD PASTEUR,BOULEVARD
750137670,17,BOULEVARD PEREIRE,BOULEVARD
750137721,17,BOULEVARD PERSHING,BOULEVARD
750043434,9,BOULEVARD POISSONNIERE,BOULEVARD
750063308,12,BOULEVARD PONIATOWSKI,BOULEVARD
750028731,6,BOULEVARD RASPAIL,BOULEVARD
750055642,11,BOULEVARD RICHARD LENOIR,BOULEVARD
750005607,2,BOULEVARD SAINT-DENIS,BOULEVARD
750033289,7,BOULEVARD SAINT-GERMAIN,BOULEVARD
750156769,14,BOULEVARD SAINT-JACQUES,BOULEVARD
750360089,13,BOULEVARD SAINT-MARCEL,BOULEVARD
750008374,3,BOULEVARD SAINT-MARTIN,BOULEVARD
750025576,5,BOULEVARD SAINT-MICHEL,BOULEVARD
750020659,19,BOULEVARD SERURIER,BOULEVARD
750064417,12,BOULEVARD SOULT,BOULEVARD
750129359,16,BOULEVARD SUCHET,BOULEVARD
750141042,16,BOULEVARD THIERRY DE MARTEL,BOULEVARD
750177678,15,BOULEVARD VICTOR,BOULEVARD
750074641,13,BOULEVARD VINCENT AURIOL,BOULEVARD
750057350,11,BOULEVARD VOLTAIRE,BOULEVARD
750028494,6,CAR DE L'ODEON,CAR
750173645,16,CAR DE LA CROIX CATELAN,CAR
750167313,12,CAR DE LA FERME DE LA FAISANDERIE,CAR
750167465,12,CAR DE LA PYRAMIDE,CAR
750171952,16,CAR DE NORVEGE,CAR
750126523,16,CHAU DE LA MUETTE,CHAU
750168479,16,CHEMINE DE CEINTURE DU LAC INFERIEUR,CHEMINE
750171894,16,CHEMINE DE CEINTURE DU LAC SUPERIEUR,CHEMINE
750168068,16,CHEMINE DE L'ABBAYE,CHEMINE
750168166,16,CHEMINE DE LA CROIX CATELAN,CHEMINE
750168164,16,CHEMINE DE LA SEINE A BAGATELLE,CHEMINE
750168397,16,CHEMINE DES LACS A LA PORTE DAUPHINE,CHEMINE
750168349,16,CHEMINE DE SURESNES A BAGATELLE,CHEMINE
750092929,20,CHEMINE DU PARC DE CHARONNE,CHEMINE
750085699,20,CITE ADRIENNE,CITE
750098767,14,CITE ANNIBAL,CITE
750085974,20,CITE AUBRY,CITE
750178685,15,CITE AUGUSTE CHABRIERES,CITE
750099051,14,CITE BAUER,CITE
750166787,11,CITE BEAUHARNAIS,CITE
750040112,9,CITE BERGERE,CITE
750359350,8,CITE BERRYER,CITE
750146700,11,CITE BERTRAND,CITE
750099257,14,CITE BLANCHE,CITE
750142508,20,CITE CHAMPAGNE,CITE
750040631,9,CITE CHAPTAL,CITE
750157648,9,CITE CHARLES GODON,CITE
750041059,9,CITE CONDORCET,CITE
750050273,11,CITE D'ANGOULEME,CITE
750039916,9,CITE D'ANTIN,CITE
750021907,5,CITE D'AUSTERLITZ,CITE
750047426,10,CITE D'HAUTEVILLE,CITE
750060204,12,CITE DEBERGUE,CITE
750175712,10,CITE DE CHABROL,CITE
750089562,20,CITE DE GENES,CITE
750030019,7,CITE DE L'ALMA,CITE
750050262,11,CITE DE L'AMEUBLEMENT,CITE
750050338,11,CITE DE L'AVENIR,CITE
750088675,20,CITE DE L'ERMITAGE,CITE
750052960,11,CITE DE L'INDUSTRIE,CITE
750076922,18,CITE DE LA CHAPELLE,CITE
750081097,18,CITE DE LA MAIRIE,CITE
750055839,11,CITE DE LA ROQUETTE,CITE
750051726,11,CITE DELAUNAY,CITE
750042659,9,CITE DE LONDRES,CITE
750048419,10,CITE DE MAGENTA,CITE
750054979,11,CITE DE PHALSBOURG,CITE
750073270,13,CITE DE PORT-ROYAL,CITE
750138442,17,CITE DE PUSY,CITE
750088523,20,CITE DES ECOLES,CITE
750134224,17,CITE DES FLEURS,CITE
750056998,11,CITE DES TROIS BORNES,CITE
750044278,9,CITE DE TREVISE,CITE
750156773,7,CITE DE VARENNE,CITE
750022250,5,CITE DU CARDINAL LEMOINE,CITE
750051572,11,CITE DU COUVENT,CITE
750090720,20,CITE DU LABYRINTHE,CITE
750081568,18,CITE DU MIDI,CITE
750019239,19,CITE DU PALAIS ROYAL DE BELLEVILLE,CITE
750007032,3,CITE DUPETIT-THOUARS,CITE
750121734,16,CITE DUPLAN,CITE
750051825,11,CITE DUPONT,CITE
750063513,12,CITE DU RENDEZ-VOUS,CITE
750038866,8,CITE DU RETIRO,CITE
750171225,11,CITE DURMAR,CITE
750084363,18,CITE DU SACRE-COEUR,CITE
750049894,10,CITE DU WAUXHALL,CITE
750079018,18,CITE FALAISE,CITE
750111257,15,CITE FALGUIERE,CITE
750141860,9,CITE FENELON,CITE
750134172,17,CITE FEREMBACH,CITE
750016263,19,CITE FLORENTINE,CITE
750174405,18,CITE GERMAIN PILON,CITE
750052849,11,CITE GRISET,CITE
750079771,18,CITE HERMEL,CITE
750047568,10,CITE HERON,CITE
750146243,10,CITE HITTORF,CITE
750016947,19,CITE HIVER,CITE
750052976,11,CITE INDUSTRIELLE,CITE
750016998,19,CITE JANDELLE,CITE
750053199,11,CITE JOLY,CITE
750135463,17,CITE JOYEUX,CITE
750090903,20,CITE LECLAIRE,CITE
750136342,17,CITE LEMERCIER,CITE
750017605,19,CITE LEPAGE,CITE
750090948,20,CITE LEROY,CITE
750042732,9,CITE MALESHERBES,CITE
750136871,17,CITE MARIE,CITE
750032542,7,CITE MARTIGNAC,CITE
750043100,9,CITE MONTHIERS,CITE
750004711,2,CITE MONTMARTRE,CITE
750115396,15,CITE MORIEUX,CITE
750155126,12,CITE MOYNET,CITE
750032647,7,CITE NEGRIER,CITE
750103837,14,CITE NICOLAS POUSSIN,CITE
750007642,3,CITE NOEL,CITE
750098013,18,CITE NOLLEZ,CITE
750038441,8,CITE ODIOT,CITE
750048629,10,CITE PARADIS,CITE
750054666,11,CITE PARCHAPPE,CITE
750043406,9,CITE PIGALLE,CITE
750083178,18,CITE PILLEUX,CITE
750055204,11,CITE POPINCOURT,CITE
750019708,19,CITE POTTIER,CITE
750049103,10,CITE RIVERIN,CITE
750043879,9,CITE ROUGEMONT,CITE
750020380,19,CITE SAINT-CHAUMONT,CITE
750049249,10,CITE SAINT-MARTIN,CITE
750056787,11,CITE SOUZY,CITE
750157280,19,CITE STEMLER,CITE
750117705,15,CITE THURE,CITE
750182383,18,CITE TRAEGER,CITE
750034089,7,CITE VANEAU,CITE
750085483,18,CITE VERON,CITE
750057578,11,CITE VOLTAIRE,CITE
750180683,18,CITE YVES KLEIN,CITE
750154037,4,COUR BERARD,COUR
750057727,12,COUR D'ALGER,COUR
750057789,12,COUR D'ALSACE-LORRAINE,COUR
750160450,11,COUR DAMOYE,COUR
750172857,11,COUR DEBILLE,COUR
750175322,11,COUR DE L'ETOILE D'OR,COUR
750359634,4,COUR DE L'Île Louviers,COUR
750159737,11,COUR DE L'INDUSTRIE,COUR
750157706,11,COUR DE L'OURS,COUR
750047256,10,COUR DE LA FERME SAINT-LAZARE,COUR
750175705,10,COUR DE LA GRACE DE DIEU,COUR
750091987,20,COUR DE LA METAIRIE,COUR
750051758,11,COUR DELEPINE,COUR
750028923,6,COUR DE ROHAN,COUR
750171972,3,COUR DE ROME,COUR
750173436,8,COUR DE ROME 8EME,COUR
750180666,14,COUR DES ATELIERS,COUR
750150515,11,COUR DES FABRIQUES,COUR
750000717,1,COUR DES FERMES,COUR
750048761,10,COUR DES PETITES ECURIES,COUR
750058032,12,COUR DU BEL AIR,COUR
750160441,11,COUR DU CANTAL,COUR
750150375,12,COUR DU CHENE VERT,COUR
750026859,6,COUR DU COMMERCE SAINT-ANDRE,COUR
750051539,11,COUR DU COQ,COUR
750061418,12,COUR DU GINKGO,COUR
750036788,8,COUR DU HAVRE,COUR
750071515,13,COUR DU LIEGAT,COUR
750157626,12,COUR DU MARCHE SAINT-ANTOINE,COUR
750142335,12,COUR DU MINERVOIS,COUR
750172860,11,COUR DU NOM DE JESUS,COUR
750173251,2,COUR DU ROI FRANCOIS,COUR
750052999,11,COUR JACQUES VIGUES,COUR
750123967,16,COUR JASMIN,COUR
750090959,20,COUR LESAGE,COUR
750055343,11,COUR QUELLARD,COUR
750097580,12,COUR SAINT-ELOI,COUR
750161443,12,COUR SAINT-EMILION,COUR
750056203,11,COUR SAINT-JOSEPH,COUR
750177333,11,COUR SAINT-LOUIS,COUR
750056411,11,COUR SAINT-NICOLAS,COUR
750138968,17,COUR SAINT-PIERRE,COUR
750034485,8,COURS ALBERT IER,COURS
750184697,17,COURS DES AVOCATS,COURS
750167467,12,COURS DES MARECHAUX,COURS
750096429,20,COURS DE VINCENNES,COURS
750153356,19,COURS DU SEPTIEME ART,COURS
750056711,11,COUR SEDAINE,COUR
750177016,8,COURS LA REINE,COURS
750184797,8,COURS PAUL RICARD,COURS
750057262,11,COUR VIGUES,COUR
750360063,18,ESPL ALICE MILLIAT,ESPL
750176555,20,ESPL CLAUDE LUTER,ESPL
750152259,15,ESPL HENRI DE FRANCE,ESPL
750175103,18,ESPL NATHALIE SARRAUTE,ESPL
750167175,13,ESPL PIERRE VIDAL-NAQUET,ESPL
750175770,11,ESPL RENEE LEBAS,ESPL
750000136,1,GALERIE DE BEAUJOLAIS,GALERIE
750000420,1,GALERIE DE CHARTRES,GALERIE
750037480,8,GALERIE DE LA MADELEINE,GALERIE
750021200,19,GALERIE DE LA VILLETTE,GALERIE
750001449,1,GALERIE DE MONTPENSIER,GALERIE
750001599,1,GALERIE DE NEMOURS,GALERIE
750006224,2,GALERIE DES VARIETES,GALERIE
750002853,1,GALERIE DE VALOIS,GALERIE
750359266,8,GALERIE ELYSEES-LA BOETIE,GALERIE
750004110,2,GALERIE FEYDEAU,GALERIE
750004727,2,GALERIE MONTMARTRE,GALERIE
750003495,2,GALERIE SAINTE-FOY,GALERIE
750005914,2,GALERIE SAINT-MARC,GALERIE
750003000,1,GALERIE VERO-DODAT,GALERIE
750006245,2,GALERIE VIVIENNE,GALERIE
750128601,16,GAV DE LA VILLA DE LA REUNION,GAV
750119792,16,HAM BERANGER,HAM
750119838,16,HAM BOILEAU,HAM
750106838,15,HAM D'ALLERAY,HAM
750120196,16,HAM DE BOULAINVILLIERS,HAM
750015171,19,HAM DU DANUBE,HAM
750124297,16,HAM LA FONTAINE,HAM
750125887,16,HAM MICHEL-ANGE,HAM
750123601,16,HAM NICOLO,HAM
750075275,18,IMPASSE ALEXANDRE LECUYER,IMPASSE
750050090,11,IMPASSE AMELOT,IMPASSE
750165260,12,IMPASSE BARRIER,IMPASSE
750086399,20,IMPASSE BASILIDE FOSSARD,IMPASSE
750066596,13,IMPASSE BAUDRAN,IMPASSE
750066604,13,IMPASSE BAUDRICOURT,IMPASSE
750157746,3,IMPASSE BEAUBOURG,IMPASSE
750006681,3,IMPASSE BERTHAUD,IMPASSE
750045647,10,IMPASSE BONNE NOUVELLE,IMPASSE
750050652,11,IMPASSE BON SECOURS,IMPASSE
750178577,8,IMPASSE BOURDIN,IMPASSE
750066882,13,IMPASSE BOURGOIN,IMPASSE
750131902,17,IMPASSE BOURSAULT,IMPASSE
750045685,10,IMPASSE BOUTRON,IMPASSE
750178989,5,IMPASSE BOUVART,IMPASSE
750167283,18,IMPASSE CALMELS,IMPASSE
750058593,12,IMPASSE CANART,IMPASSE
750178972,11,IMPASSE CARRIERE MAINGUET,IMPASSE
750162122,14,IMPASSE CELS,IMPASSE
750058720,12,IMPASSE CHALON,IMPASSE
750108889,15,IMPASSE CHANDON,IMPASSE
750051030,11,IMPASSE CHARLES PETIT,IMPASSE
750184908,5,IMPASSE CHARTIERE,IMPASSE
750046160,10,IMPASSE CHAUSSON,IMPASSE
750068261,13,IMPASSE CLISSON,IMPASSE
750087725,20,IMPASSE CORDON-BOUSSARD,IMPASSE
750059776,12,IMPASSE CROZATIER,IMPASSE
750034523,8,IMPASSE D'AMSTERDAM,IMPASSE
750034654,8,IMPASSE D'ANTIN,IMPASSE
750068665,13,IMPASSE DAMESME,IMPASSE
750035883,8,IMPASSE DANY,IMPASSE
750051677,11,IMPASSE DAUNAY,IMPASSE
750086711,20,IMPASSE DE BERGAME,IMPASSE
750087302,20,IMPASSE DE CASTEGGIO,IMPASSE
750168239,6,IMPASSE DE CONTI,IMPASSE
750017327,19,IMPASSE DE JOINVILLE,IMPASSE
750041397,9,IMPASSE DE L'ECOLE,IMPASSE
750110682,15,IMPASSE DE L'EGLISE,IMPASSE
750111023,15,IMPASSE DE L'ENFANT JESUS,IMPASSE
750010528,4,IMPASSE DE L'HOTEL D'ARGENSON,IMPASSE
750050352,11,IMPASSE DE LA BALEINE,IMPASSE
750161231,9,IMPASSE DE LA BOULE ROUGE,IMPASSE
750076934,18,IMPASSE DE LA CHAPELLE,IMPASSE
750087711,20,IMPASSE DE LA CONFIANCE,IMPASSE
750078243,18,IMPASSE DE LA DEFENSE,IMPASSE
750101419,14,IMPASSE DE LA GAITE,IMPASSE
750079644,18,IMPASSE DE LA GROSSE BOUTEILLE,IMPASSE
750135685,17,IMPASSE DE LA JONQUIERE,IMPASSE
750091488,20,IMPASSE DE LA MARE,IMPASSE
750007943,3,IMPASSE DE LA PLANCHETTE,IMPASSE
750158217,4,IMPASSE DE LA POISSONNERIE,IMPASSE
750178676,13,IMPASSE DE LA SANTE,IMPASSE
750051743,11,IMPASSE DELAUNAY,IMPASSE
750161092,12,IMPASSE DE LA VALLEE DE FECAMP,IMPASSE
750051750,11,IMPASSE DELEPINE,IMPASSE
750136536,17,IMPASSE DE LEVIS,IMPASSE
750133522,17,IMPASSE DELIGNY,IMPASSE
750181629,16,IMPASSE DE MALAKOFF,IMPASSE
750053993,11,IMPASSE DE MONT-LOUIS,IMPASSE
750028315,6,IMPASSE DE NEVERS,IMPASSE
750116280,15,IMPASSE DE PRESLES,IMPASSE
750013148,19,IMPASSE DES ANGLAIS,IMPASSE
750057858,12,IMPASSE DES ARTS,IMPASSE
750119634,16,IMPASSE DES BELLES FEUILLES,IMPASSE
750022053,5,IMPASSE DES BOEUFS,IMPASSE
750164949,1,IMPASSE DES BOURDONNAIS,IMPASSE
750120404,16,IMPASSE DES CARRIERES,IMPASSE
750087595,20,IMPASSE DES CHEVALIERS,IMPASSE
750077687,18,IMPASSE DES CLOYS,IMPASSE
750087947,20,IMPASSE DES CRINS,IMPASSE
750027002,6,IMPASSE DES DEUX ANGES,IMPASSE
750133649,17,IMPASSE DES DEUX COUSINS,IMPASSE
750078313,18,IMPASSE DES DEUX NETHES,IMPASSE
750053013,11,IMPASSE DES JARDINIERS,IMPASSE
750092621,20,IMPASSE DES ORTEAUX,IMPASSE
750160270,20,IMPASSE DES PANOYAUX,IMPASSE
750005160,2,IMPASSE DES PEINTRES,IMPASSE
750156199,16,IMPASSE DES PRETRES,IMPASSE
750358825,11,IMPASSE DES PRIMEVERES,IMPASSE
750146032,19,IMPASSE DES RIGAUNES,IMPASSE
750095562,20,IMPASSE DES SOUHAITS,IMPASSE
750057068,11,IMPASSE DES TROIS SOEURS,IMPASSE
750157506,1,IMPASSE DES TROIS VISAGES,IMPASSE
750096138,20,IMPASSE DES VIGNOLES,IMPASSE
750034075,7,IMPASSE DE VALMY,IMPASSE
750065049,12,IMPASSE DE WATTIGNIES,IMPASSE
750110356,15,IMPASSE DOMBASLE,IMPASSE
750164106,12,IMPASSE DRUINOT,IMPASSE
750158191,4,IMPASSE DU BOEUF,IMPASSE
750050812,11,IMPASSE DU BUREAU,IMPASSE
750158250,18,IMPASSE DU CADRAN,IMPASSE
750180312,15,IMPASSE DU COMMERCE,IMPASSE
750068587,13,IMPASSE DU CREDIT LYONNAIS,IMPASSE
750077949,18,IMPASSE DU CURE,IMPASSE
750035934,8,IMPASSE DU DOCTEUR JACQUES BERTILLON,IMPASSE
750113522,15,IMPASSE DU LABRADOR,IMPASSE
750024208,5,IMPASSE DU MARCHE AUX CHEVAUX,IMPASSE
750018335,19,IMPASSE DU MAROC,IMPASSE
750103655,14,IMPASSE DU MOULIN VERT,IMPASSE
750137461,17,IMPASSE DU PELERIN,IMPASSE
750072891,13,IMPASSE DU PETIT MODELE,IMPASSE
750152649,20,IMPASSE DU PILIER,IMPASSE
750168230,18,IMPASSE DUPUY,IMPASSE
750179527,10,IMPASSE DU QUARANTE-NEUF FAUBOURG SAINT-MARTIN,IMPASSE
750105401,14,IMPASSE DU ROUET,IMPASSE
750085000,18,IMPASSE DU TALUS,IMPASSE
750152453,18,IMPASSE DU TERTRE,IMPASSE
750060742,12,IMPASSE ERARD,IMPASSE
750088947,20,IMPASSE EVEILLARD,IMPASSE
750101279,14,IMPASSE FLORIMONT,IMPASSE
750036295,8,IMPASSE FORTIN,IMPASSE
750052576,11,IMPASSE FRANCHEMONT,IMPASSE
750079552,18,IMPASSE GIRARDON,IMPASSE
750157496,1,IMPASSE GOMBOUST,IMPASSE
750016664,19,IMPASSE GRIMAUD,IMPASSE
750156718,15,IMPASSE GRISEL,IMPASSE
750171851,20,IMPASSE GROS,IMPASSE
750010426,4,IMPASSE GUEMENEE,IMPASSE
750161151,6,IMPASSE HAUTEFEUILLE,IMPASSE
750090016,20,IMPASSE HAXO,IMPASSE
750010668,4,IMPASSE JEAN BEAUSIRE,IMPASSE
750146031,11,IMPASSE JOUDRIER,IMPASSE
750053371,11,IMPASSE LAMIER,IMPASSE
750165935,16,IMPASSE LEA BLAIN,IMPASSE
750102624,14,IMPASSE LEBOUIS,IMPASSE
750136336,17,IMPASSE LEGER,IMPASSE
750080953,18,IMPASSE LETORT,IMPASSE
750184692,9,IMPASSE LOUISE-EMILIE DE LA TOUR D'AUVERGNE,IMPASSE
750091295,20,IMPASSE LOUIS ROBERT,IMPASSE
750173478,14,IMPASSE LOUVAT,IMPASSE
750081419,18,IMPASSE MARIE BLANCHE,IMPASSE
750165713,16,IMPASSE MARIE DE REGNIER,IMPASSE
750152428,18,IMPASSE MARTEAU,IMPASSE
750159716,10,IMPASSE MARTINI,IMPASSE
750136888,17,IMPASSE MARTY,IMPASSE
750081541,18,IMPASSE MASSONNET,IMPASSE
750115028,15,IMPASSE MATHIEU,IMPASSE
750024219,5,IMPASSE MAUBERT,IMPASSE
750162493,18,IMPASSE MILORD,IMPASSE
750081600,18,IMPASSE MOLIN,IMPASSE
750054218,11,IMPASSE MORLET,IMPASSE
750062588,12,IMPASSE MOUSSET,IMPASSE
750137132,17,IMPASSE NABOULET,IMPASSE
750103817,14,IMPASSE NANSOUTY,IMPASSE
750072263,13,IMPASSE NATIONALE,IMPASSE
750072489,13,IMPASSE ONFROY,IMPASSE
750092456,20,IMPASSE ORFILA,IMPASSE
750159573,7,IMPASSE OUDINOT,IMPASSE
750178613,7,IMPASSE PAUL-LOUIS COURIER,IMPASSE
750082979,18,IMPASSE PERS,IMPASSE
750019354,19,IMPASSE PETIN,IMPASSE
750156284,20,IMPASSE PHILIDOR,IMPASSE
750155541,11,IMPASSE PIVER,IMPASSE
750160277,20,IMPASSE PIXERECOURT,IMPASSE
750055227,11,IMPASSE POPINCOURT,IMPASSE
750093861,20,IMPASSE POULE,IMPASSE
750055353,11,IMPASSE QUESTRE,IMPASSE
750159883,16,IMPASSE RAFFET,IMPASSE
750094579,20,IMPASSE RANCON,IMPASSE
750083965,18,IMPASSE RAYMOND QUENEAU,IMPASSE
750105180,14,IMPASSE REILLE,IMPASSE
750116445,15,IMPASSE RICHARD,IMPASSE
750166714,18,IMPASSE ROBERT,IMPASSE
750028918,6,IMPASSE ROBIQUET,IMPASSE
750095040,20,IMPASSE ROLLEBOISE,IMPASSE
750160067,15,IMPASSE RONSIN,IMPASSE
750084250,18,IMPASSE ROTHSCHILD,IMPASSE
750025145,5,IMPASSE ROYER-COLLARD,IMPASSE
750178836,8,IMPASSE RUFFIN,IMPASSE
750105469,14,IMPASSE SAINT-ALPHONSE,IMPASSE
750008232,3,IMPASSE SAINT-CLAUDE,IMPASSE
750005622,2,IMPASSE SAINT-DENIS,IMPASSE
750084382,18,IMPASSE SAINTE-HENRIETTE,IMPASSE
750049183,10,IMPASSE SAINTE-MARTHE,IMPASSE
750174407,18,IMPASSE SAINTE-MONIQUE,IMPASSE
750164860,1,IMPASSE SAINT-EUSTACHE,IMPASSE
750158224,4,IMPASSE SAINT-FIACRE,IMPASSE
750084440,18,IMPASSE SAINT-FRANCOIS,IMPASSE
750138958,17,IMPASSE SAINT-OUEN,IMPASSE
750095318,20,IMPASSE SAINT-PAUL,IMPASSE
750095330,20,IMPASSE SAINT-PIERRE,IMPASSE
750056519,11,IMPASSE SAINT-SEBASTIEN,IMPASSE
750157287,19,IMPASSE SAINT-VINCENT,IMPASSE
750025712,5,IMPASSE SALEMBRIERE,IMPASSE
750178563,9,IMPASSE SANDRIE,IMPASSE
750095390,20,IMPASSE SATAN,IMPASSE
750160301,20,IMPASSE SUEZ,IMPASSE
750064565,12,IMPASSE TOURNEUX,IMPASSE
750057151,11,IMPASSE TRUILLOT,IMPASSE
750147897,14,IMPASSE VANDAL,IMPASSE
750064711,12,IMPASSE VASSOU,IMPASSE
750141846,12,P10 RUE DE REUILLY,P10
750359139,5,PARV ABDELKADER MESLI,PARV
750183783,13,PARV ALAN TURING,PARV
750010523,4,PARV DES 260 ENFANTS,PARV
750164218,18,PARV DU SACRE-COEUR,PARV
750180563,17,PARV DU TRIBUNAL DE PARIS,PARV
750175058,7,PARV MAURICE DRUON,PARV
750057694,12,PASSAGE ABEL LEBLANC,PASSAGE
750106811,15,PASSAGE ALEXANDRE,PASSAGE
750050065,11,PASSAGE ALEXANDRINE,PASSAGE
750157887,3,PASSAGE ALOMBERT,PASSAGE
750066474,13,PASSAGE BARRAULT,PASSAGE
750158666,3,PASSAGE BARROIS,PASSAGE
750045483,10,PASSAGE BARTHELEMY,PASSAGE
750157509,2,PASSAGE BASFOUR,PASSAGE
750154424,11,PASSAGE BASFROI,PASSAGE
750160773,20,PASSAGE BEAUFILS,PASSAGE
750003373,2,PASSAGE BEN-AIAD,PASSAGE
750131553,17,PASSAGE BERZELIUS,PASSAGE
750050580,11,PASSAGE BESLAY,PASSAGE
750014059,19,PASSAGE BINDER,PASSAGE
750066864,13,PASSAGE BOITON,PASSAGE
750086884,20,PASSAGE BOUDIN,PASSAGE
750131861,17,PASSAGE BOULAY,PASSAGE
750066900,13,PASSAGE BOURGOIN,PASSAGE
750045723,10,PASSAGE BRADY,PASSAGE
750144270,3,PASSAGE BRANTOME,PASSAGE
750164534,9,PASSAGE BRIARE,PASSAGE
750172834,18,PASSAGE BRIQUET,PASSAGE
750058550,12,PASSAGE BRULON,PASSAGE
750058558,12,PASSAGE BRUNOY,PASSAGE
750050790,11,PASSAGE BULLOURDE,PASSAGE
750132232,17,PASSAGE CARDINET,PASSAGE
750076574,18,PASSAGE CHAMPIONNET,PASSAGE
750067498,13,PASSAGE CHANVIN,PASSAGE
750009959,4,PASSAGE CHARLEMAGNE,PASSAGE
750077178,18,PASSAGE CHARLES ALBERT,PASSAGE
750097296,11,PASSAGE CHARLES DALLERY,PASSAGE
750132578,17,PASSAGE CHATELET,PASSAGE
750059287,12,PASSAGE CHAUSSIN,PASSAGE
750003781,2,PASSAGE CHOISEUL,PASSAGE
750077834,18,PASSAGE COTTIN,PASSAGE
750051555,11,PASSAGE COURTOIS,PASSAGE
750101082,14,PASSAGE D'ENFER,PASSAGE
750088922,20,PASSAGE D'EUPATORIA,PASSAGE
750088027,20,PASSAGE DAGORNO,PASSAGE
750100304,14,PASSAGE DAREAU,PASSAGE
750078228,18,PASSAGE DAUNAY,PASSAGE
750026946,6,PASSAGE DAUPHINE,PASSAGE
750157888,1,PASSAGE DE BEAUJOLAIS,PASSAGE
750158495,2,PASSAGE DE CLERY,PASSAGE
750077483,18,PASSAGE DE CLICHY,PASSAGE
750014784,19,PASSAGE DE CRIMEE,PASSAGE
750109986,15,PASSAGE DE DANTZIG,PASSAGE
750016069,19,PASSAGE DE FLANDRE,PASSAGE
750179797,14,PASSAGE DE GERGOVIE,PASSAGE
750144184,3,PASSAGE DE L'ANCRE,PASSAGE
750050280,11,PASSAGE DE L'ASILE,PASSAGE
750013546,19,PASSAGE DE L'ATLAS,PASSAGE
750012543,3,PASSAGE DE L'HORLOGE A AUTOMATES,PASSAGE
750359619,4,PASSAGE DE L'Île Louviers,PASSAGE
750047616,10,PASSAGE DE L'INDUSTRIE,PASSAGE
750033828,7,PASSAGE DE L'UNION,PASSAGE
750157471,12,PASSAGE DE L'YONNE,PASSAGE
750150523,11,PASSAGE DE LA BONNE GRAINE,PASSAGE
750058483,12,PASSAGE DE LA BOULE BLANCHE,PASSAGE
750014276,19,PASSAGE DE LA BRIE,PASSAGE
750179189,1,PASSAGE DE LA CANOPEE,PASSAGE
750088395,20,PASSAGE DE LA DUEE,PASSAGE
750159710,10,PASSAGE DE LA FERME SAINT-LAZARE,PASSAGE
750052340,11,PASSAGE DE LA FOLIE-REGNAULT,PASSAGE
750052435,11,PASSAGE DE LA FONDERIE,PASSAGE
750090729,20,PASSAGE DE LAGNY,PASSAGE
750161403,17,PASSAGE DE LA HUTTE AU GARDE,PASSAGE
750037494,8,PASSAGE DE LA MADELEINE,PASSAGE
750053719,11,PASSAGE DE LA MAIN D'OR,PASSAGE
750018841,19,PASSAGE DE LA MOSELLE,PASSAGE
750164909,10,PASSAGE DELANOS,PASSAGE
750028558,6,PASSAGE DE LA PETITE BOUCHERIE,PASSAGE
750054975,11,PASSAGE DE LA PETITE VOIRIE,PASSAGE
750164171,20,PASSAGE DE LA PROVIDENCE,PASSAGE
750157903,1,PASSAGE DE LA REINE DE HONGRIE,PASSAGE
750106181,14,PASSAGE DE LA TOUR DE VANVES,PASSAGE
750006181,2,PASSAGE DE LA TRINITE,PASSAGE
750034364,7,PASSAGE DE LA VIERGE,PASSAGE
750159616,7,PASSAGE DE LA VISITATION,PASSAGE
750064979,12,PASSAGE DE LA VOUTE,PASSAGE
750046271,10,PASSAGE DELESSERT,PASSAGE
750018705,19,PASSAGE DE MELUN,PASSAGE
750053896,11,PASSAGE DE MENILMONTANT,PASSAGE
750001481,1,PASSAGE DE MONTPENSIER,PASSAGE
