?ID;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;UBICACION;USO;MODELO
9272894;154;LA CONCEPCIÓN;15;CIUDAD LINEAL;OPERATIVO;444467,88;4476220,43;40,43477358;-3,65473509;CALLE;VIRGEN DE LLUC;1;28027;PARQUE CALERO, JUNTO ÁREA CANINA;31050701;2023-06-20;FUE_15_0138;ZV;PERSONAS_Y_MASCOTAS;MIXTA NEPTUNO
9185054;107;AGUILAS;10;LATINA;OPERATIVO;434907,42;4471157,31;40,38846992;-3,76692801;CALLE;ONIL;12;28044;FRENTE ENTRADA ÁREA INFANTIL;20098477;2023-03-13;FUE_10_0130;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9191525;166;VALDEFUENTES;16;HORTALEZA;OPERATIVO;444600,3;4483800,91;40,50307104;-3,65383588;CALLE;VICENTE BLASCO IBAÑEZ;81;28050;PARQUE DE VICENTE BLASCO IBAÑEZ;31025091;2023-03-13;FUE_16_0177;ZV;PERSONAS_Y_MASCOTAS;MIXTA TERRIER
9198730;183;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;OPERATIVO;448219,55;4468957,18;40,36958344;-3,60991376;CALLE;CORRAL DE ALMAGUER;29;28051;EN PASEO CENTRAL JUNTO BANCOS;31027595;2023-03-24;FUE_18_0081;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9212801;172;SAN CRISTOBAL;17;VILLAVERDE;OPERATIVO;441871,99;4465752,96;40,34029944;-3,68438398;CALLE;PATERNA;45D;28021;JUNTO PASARELA PEATONAL;31033566;2023-04-14;FUE_17_0140;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9278148;123;SAN FERMIN;12;USERA;OPERATIVO;441786,72;4468749,32;40,36728652;-3,68566121;CAMINO;PERALES;156;28041;EN ZONA DE MERCADILLO DE SAN FERMIN;20141736;2023-07-04;FUE_12_0086;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9278180;171;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;17;VILLAVERDE;OPERATIVO;439139,35;4466390,02;40,34584361;-3,71661576;PASEO;FERROVIARIOS;45;28021;FRENTE AL Nº 45, EN PARQUE PLATA Y CASTAÑAR PROXIMO A FAROLA 20;11124622;2023-07-04;FUE_17_0142;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9285545;182;SANTA EUGENIA;18;VILLA DE VALLECAS;OPERATIVO;447690,025;4470245,615;40,3811575;-3,61625635;CALLE;SIERRA GORDA;31;28031;CV AGUSTIN GARCIA MALLA 2;31054960;2023-07-14;FUE_18_0082;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9290189;204;ARCOS;20;SAN BLAS - CANILLEJAS;OPERATIVO;447256,69;4474628,61;40,42061503;-3,62172427;CALLE;ARCOS DE JALON;20;28037;CV CALLE SAN ROMAN DEL VALLE 8;31024171;2023-07-28;FUE_20_0136;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9291966;174;LOS ROSALES;17;VILLAVERDE;OPERATIVO;441371,71;4467424,49;40,35532259;-3,69042728;CALLE;VILLAJOYOSA;75;28041;JUNTO ÁREA INFANTIL;11126805;2023-08-11;FUE_17_0144;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9295074;116;BUENAVISTA;11;CARABANCHEL;OPERATIVO;435858,11;4469613,98;40,3746407;-3,75557245;CAMINO;CRUCES;6;28044;MERCADILLO DE LAS CRUCES;20078473;2023-08-04;FUE_11_0147;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9284711;127;PRADOLONGO;12;USERA;OPERATIVO;439567,43;4469931,68;40,37777992;-3,71191118;AVENIDA;RAFAELA YBARRA;75;28026;FRENTE C/ PARQUE DE LA PALOMA Y FAROLA 134, JUNTO WC PÚBLICO;11085784;2023-07-10;FUE_12_0087;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9289989;122;ORCASUR;12;USERA;OPERATIVO;440591,23;4469156,17;40,37086731;-3,69977914;AVENIDA;POBLADOS;154;28041;CV AVD ORCASUR 74;31007189;2023-07-28;FUE_12_0088;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9291850;84;PILAR;8;FUENCARRAL - EL PARDO;OPERATIVO;439309,39;4481014,47;40,47759971;-3,71600875;AVENIDA;MONFORTE DE LEMOS;180;28035;ZONA CANINA;20095370;2023-08-04;FUE_08_0190;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9295075;134;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;OPERATIVO;445324,938;4470361,079;40,38204584;-3,64412738;CALLE;ARAGONESES;4;28018;C/V C/ ANGELILLO;31017835;2023-08-04;FUE_13_0180;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9310078;205;ROSAS;20;SAN BLAS - CANILLEJAS;OPERATIVO;449069,215;4474903,348;40,42320297;-3,60038184;CALLE;SOFIA;12;28022;FRENTE Pº GINEBRA, PRÓXIMO A FAROLA 57;31065177;2023-07-27;FUE_20_0138;ZV;PERSONAS_Y_MASCOTAS;MIXTA NEPTUNO
9295144;136;NUMANCIA;13;PUENTE DE VALLECAS;OPERATIVO;444852,17;4472330,34;40,399755;-3,64986723;CALLE;RAMON PEREZ DE AYALA;15;28038;MERCADILLO DE FONTARRON;31024347;2023-08-18;FUE_13_0181;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9296045;107;AGUILAS;10;LATINA;OPERATIVO;435260,33;4470752,41;40,38484992;-3,76272919;AVENIDA;LAS AGUILAS;1 B;28044;MERCADILLO DE LATINA, JUNTO FAROLA 21;31054966;2023-08-22;FUE_10_0135;VP;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9310059;11;PALACIO;1;CENTRO;OPERATIVO;439221,559;4473935,229;40,41382065;-3,71636747;CALLE;SEGOVIA;39;28005;DENTRO DEL ÁREA CANINA;31033462;2023-09-19;FUE_01_0117;ZV;PERSONAS_Y_MASCOTAS;MIXTA ESTELA
9310077;205;ROSAS;20;SAN BLAS - CANILLEJAS;OPERATIVO;449092,579;4475677,318;40,43017681;-3,6001684;CALLE;ESTOCOLMO;26 K;28022;C/V C/ MANCHESTER, JUNTO AVC;20128514;2023-07-27;FUE_20_0137;ZV;PERSONAS_Y_MASCOTAS;MIXTA NEPTUNO
