ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;UBICACION;USO;MODELO
"1118924";"Fuentes de beber";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"437855.77";"4475632.61";"ETRS89";40.42901050;-3.73263003;"CALLE";"RIBERA DEL MANZANARES";"123";"28008";"FUENTE DE LA COLONIA MANZANARES  (FUENTE DE LA TEJA Y EL SOPAPO)";"11051714";"2017-04-27 00:00:00.0";"FUE_09_0119";"FUE22";"VP";"PERSONAS";"PATRIMONIO_HISTORICO"
"3530207";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"448695.16";"4482723.21";"ETRS89";40.49362587;-3.60542308;"CALLE";"JULIO CANO LASSO";"47";"28055";"CONECTOR JORDI SOLE TURA";"31040778";"2017-05-16 00:00:00.0";"FUE_16_0152";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3530621";"Fuentes de beber";"113";"SAN ISIDRO";"11";"CARABANCHEL";"OPERATIVO";"438194.03";"4471508.96";"ETRS89";40.39188807;-3.72824197;"CALLE";"OROYA";"3";"28019";"ALGORTA";"20003215";"2017-03-22 00:00:00.0";"FUE_11_0128";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3531365";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438842.224";"4483134.84";"ETRS89";40.49666643;-3.72172440;"CALLE";"MARIA DE MAEZTU";"148";"28049";;"31049966";;"FUE_08_0147";"FUE22";"ZV";"PERSONAS";"EGEA"
"3531367";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438722.367";"4482907.29";"ETRS89";40.49460774;-3.72311672;"CALLE";"MARIA DE MAEZTU";"120";"28049";"JUNTO A JUEGOS MAYORES";"31050035";;"FUE_08_0148";"FUE22";"ZV";"PERSONAS";"EGEA"
"3531372";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438584.784";"4482766.8";"ETRS89";40.49333200;-3.72472655;"CALLE";"SENDA DEL INFANTE";"54";"28049";"C/V CALLE SENDA DEL INFANTE";"31037710";;"FUE_08_0149";"FUE22";"ZV";"PERSONAS";"EGEA"
"3531377";"Fuentes de beber";"084";"EL PILAR";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"440043.598";"4480524.799";"ETRS89";40.47324191;-3.70730113;"AVENIDA";"EL FERROL";"35";"28029";"CALLE RIBADAVIA 45";"11046306";;"FUE_08_0152";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3531398";"Fuentes de beber";"093";"CIUDAD UNIVERSITARIA";"09";"MONCLOA-ARAVACA";"OPERATIVO";"439459.51";"4478045.57";"ETRS89";40.45086570;-3.71395457;"PASEO";"JUAN XXIII";"21";"28040";;"31014661";"2018-03-07 00:00:00.0";"FUE_09_0120";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3558557";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"448618.65";"4482199.06";"ETRS89";40.48889931;-3.60628339;"CALLE";"ESTANISLAO PEREZ PITA";"70";"28055";"C/V C/ GUSTAVO PÉREZ PUIG";"31063044";;"FUE_16_0173";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3568640";"Fuentes de beber";"102";"PUERTA DEL ANGEL";"10";"LATINA";"OPERATIVO";"438538.17";"4473705.18";"ETRS89";40.41169809;-3.72439943;"CALLE";"PABLO CASALS";"2";"28011";"CV CALLE JUAN  TORNERO";"11060052";"2017-10-16 00:00:00.0";"FUE_10_0110";"FUE22";"VP";"PERSONAS";"MU-37B"
"3568799";"Fuentes de beber";"152";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"OPERATIVO";"445907.19";"4475578.89";"ETRS89";40.42908908;-3.63771174;"CALLE";"LUIS RUIZ";"48";"28017";"EN TRAMO PEATONAL GREGORIO DONAS";"31030631";"2017-09-18 00:00:00.0";"FUE_15_0121";"FUE22";"VP";"PERSONAS";"MU-S37A"
"3568802";"Fuentes de beber";"153";"QUINTANA";"15";"CIUDAD LINEAL";"OPERATIVO";"444726.65";"4476271.89";"ETRS89";40.43525439;-3.65168880;"CALLE";"VIRGEN DE LLUC";"42";"28027";"PARQUE CALERO, JUNTO ÁREA CANINA";"11109420";"2017-10-13 00:00:00.0";"FUE_15_0123";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"3569053";"Fuentes de beber";"043";"FUENTE DEL BERRO";"04";"SALAMANCA";"OPERATIVO";"443585.18";"4475363.43";"ETRS89";40.42699387;-3.66506558;"CALLE";"RUFINO BLANCO";"27";"28028";"CALLE RAMON AGUINAGA 2";"31034502";"2017-10-26 00:00:00.0";"FUE_04_0040";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3570475";"Fuentes de beber";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444334.78";"4472631.59";"ETRS89";40.40243441;-3.65599017;"CALLE";"MARUJA GARCIA ROMERO";"14";"28038";;"31001905";"2016-12-05 00:00:00.0";"FUE_13_0153";"FUE22";"VP";"PERSONAS";"MU-S37A"
"3576057";"Fuentes de beber";"046";"CASTELLANA";"04";"SALAMANCA";"OPERATIVO";"441859";"4476052.63";"ETRS89";40.43308367;-3.68547693;"CALLE";"CLAUDIO COELLO";"121";"28006";"cv C/ JUAN BRAVO";"11019823";"2017-11-16 00:00:00.0";"FUE_04_0041";"FUE22";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"3576059";"Fuentes de beber";"124";"ALMENDRALES";"12";"USERA";"OPERATIVO";"440999.91";"4470330.46";"ETRS89";40.38147499;-3.69507431;"CALLE";"ANTONIO LOPEZ";"221";"28026";"C/V AÑAFIL";"11083665";"2017-11-16 00:00:00.0";"FUE_12_0067";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3576086";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"448211.53";"4469919.46";"ETRS89";40.37825185;-3.61008640;"CALLE";"REAL DE ARGANDA";"59";"28031";"DEL RAYO VALLECANO DE MADRID C/V REAL DE ARGANDA";"20076157";"2017-11-16 00:00:00.0";"FUE_18_0055";"FUE22";"VP";"PERSONAS";"MU-S37A"
"3852403";"Fuentes de beber";"091";"CASA DE CAMPO";"09";"MONCLOA-ARAVACA";"OPERATIVO";"437760.85";"4475828.39";"ETRS89";40.43076706;-3.73376814;"PLAZA";"CANCILLERIA";"6";"28008";"CON VUELTA CALLE LOECHES, JUNTO PISTA DEPORTIVA";"11052035";"2017-12-13 00:00:00.0";"FUE_09_0121";"FUE22";"ZV";"PERSONAS";"MU-37A"
"3852673";"Fuentes de beber";"075";"RIOS ROSAS";"07";"CHAMBERI";"OPERATIVO";"440534.352";"4476924.724";"ETRS89";40.44084623;-3.70117492;"CALLE";"SANTA ENGRACIA";"120 B";"28003";;"20065407";"2023-02-27 00:00:00.0";"FUE_07_0038";"FUE22";"VP";"PERSONAS";"MU-37A"
"4741279";"Fuentes de beber";"191";"CASCO HISTORICO DE VICALVARO";"19";"VICALVARO";"NO_OPERATIVO";"448570.15";"4472882.83";"ETRS89";40.40497013;-3.60610125;"CALLE";"LAGO VAN";"16";"28032";"San Cipriano con Calle de Ambroz junto a zona infantil";"31011786";"2018-02-09 00:00:00.0";"FUE_19_0102";"FUE22";"ZV";"PERSONAS";"MU-S37A"
"4742955";"Fuentes de beber";"151";"VENTAS";"15";"CIUDAD LINEAL";"OPERATIVO";"444779.88";"4475635.80";"ETRS89";40.42952768;-3.65100598;"CALLE";"SOR MARIA DE AGREDA";"2";"28017";"PRÓXIMO A C/ VEREDA DEL CARMEN, 6";"11104870";"2018-02-20 00:00:00.0";"FUE_15_0124";"FUE22";"ZV";"PERSONAS";"MU-37A"
"4784162";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"446126.12";"4481318.09";"ETRS89";40.48080508;-3.63561790;"CALLE";"TORENO";"3 B";"28055";"JUNTO PISTA DEPORTIVA";"31054377";"2019-04-29 00:00:00.0";"FUE_16_0153";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"4784587";"Fuentes de beber";"087";"MIRASIERRA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"438302.37";"4482528.05";"ETRS89";40.49116032;-3.72803566;"CALLE";"FEDERICA MONTSENY";"5";"28049";"ENTRE CALLE FEDERICA MONTSENY Y CALLE MARI PEPA COLOMER";"31049748";;"FUE_08_0156";"FUE22";"ZV";"PERSONAS";"EGEA"
"4784714";"Fuentes de beber";"051";"EL VISO";"05";"CHAMARTIN";"OPERATIVO";"442391.577";"4477006.802";"ETRS89";40.44171637;-3.67928482;"CALLE";"DUQUE DE SEVILLA";"1";"28002";"FRENTE A CALLE DUQUE DE SEVILLA 4";"20009442";;"FUE_05_0020";"FUE22";"VP";"PERSONAS";"MU-37A"
"4785335";"Fuentes de beber";"102";"PUERTA DEL ANGEL";"10";"LATINA";"OPERATIVO";"437294";"4473529.43";"ETRS89";40.41002206;-3.73904496;"PASEO";"EXTREMADURA";"156";"28011";"PLAZA DEL METRO ALTO DE EXTREMADURA";"11062514";"2018-06-01 00:00:00.0";"FUE_10_0111";"FUE22";"VP";"PERSONAS";"PIEDRA VP"
"4785336";"Fuentes de beber";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"442924.48";"4483727.18";"ETRS89";40.50229326;-3.67360624;"AVENIDA";"CAMINO DE SANTIAGO";"25";"28050";"LAS TABLAS: ZONAS INFANTILES ENTRE LAS CALLES DE SAN JUAN DE ORTEGA Y AVDA CAMINO DE SANTIAGO";"31049645";"2018-06-01 00:00:00.0";"FUE_08_0157";"FUE22";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"4796175";"Fuentes de beber";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"444813.73";"4473693.65";"ETRS89";40.41203395;-3.65043840;"AVENIDA";"DOCTOR GARCIA TAPIA";"88";"28030";;"11101694";"2018-07-19 00:00:00.0";"FUE_14_0098";"FUE22";"VP";"PERSONAS";"PIEDRA VP"
"4796211";"Fuentes de beber";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440519.31";"4473379.46";"ETRS89";40.40890777;-3.70102061;"PLAZA";"LAVAPIES";"5";"28012";"FRENTE A ZONA INFANTIL";"11002854";"2018-07-18 00:00:00.0";"FUE_01_0047";"FUE22";"ZV";"PERSONAS";"MU-37A"
"4798068";"Fuentes de beber";"205";"ROSAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"448434.99";"4476324.63";"ETRS89";40.43596770;-3.60797310;"CALLE";"LA ILIADA";"33";"28022";"FRENTE Nº 33";"11137298";"2017-08-09 00:00:00.0";"FUE_20_0113";"FUE22";"VP";"PERSONAS";"PIEDRA VP"
"4813505";"Fuentes de beber";"082";"FUENTELARREINA";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"437886.924";"4482104.68";"ETRS89";40.48731549;-3.73289607;"CALLE";"MAETZU";"1";"28049";;"31054536";;"FUE_08_0174";"FUE22";"ZV";"PERSONAS";"EGEA"
"4813558";"Fuentes de beber";"034";"IBIZA";"03";"RETIRO";"OPERATIVO";"442974.13";"4474728.73";"ETRS89";40.42123450;-3.67221176;"CALLE";"O'DONNELL";"48";"28009";"HOSPITAL MATERNO INFANTIL";"11012210";"2020-07-15 00:00:00.0";"FUE_03_0055";"FUE22";"VP";"PERSONAS";"CASTIZA"
"4828255";"Fuentes de beber";"141";"PAVONES";"14";"MORATALAZ";"OPERATIVO";"445856.13";"4472071.93";"ETRS89";40.39749296;-3.63801520;"CALLE";"FUENTE CARRANTONA";"4";"28030";;"20098128";"2018-09-10 00:00:00.0";"FUE_14_0099";"FUE22";"ZV";"PERSONAS";"MU-S37A"
"4939826";"Fuentes de beber";"044";"GUINDALERA";"04";"SALAMANCA";"OPERATIVO";"442821.18";"4476566.07";"ETRS89";40.43777569;-3.67417986;"CALLE";"PILAR DE ZARAGOZA";"98";"28028";"CV CALLE COSLADA";"11018787";"2018-10-05 00:00:00.0";"FUE_04_0042";"FUE22";"VP";"PERSONAS";"MU-37A"
"4940143";"Fuentes de beber";"174";"LOS ROSALES";"17";"VILLAVERDE";"OPERATIVO";"441474.57";"4467842.04";"ETRS89";40.35909136;-3.68925435;"AVENIDA";"FELICIDAD";"22";"28041";"C/V AVDA. OROVILLA, EN GLORIETA";"20061681";"2018-10-08 00:00:00.0";"FUE_17_0122";"FUE22";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"4940161";"Fuentes de beber";"023";"CHOPERA";"02";"ARGANZUELA";"OPERATIVO";"440567.02";"4472108.50";"ETRS89";40.39746174;-3.70033969;"CALLE";"AGUILON";"15";"28045";;"11008805";"2018-10-10 00:00:00.0";"FUE_02_0054";"FUE22";"VP";"PERSONAS";"MU-37A"
"4940265";"Fuentes de beber";"088";"EL GOLOSO";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"440856.49";"4484389.54";"ETRS89";40.50811519;-3.69807286;"CALLE";"MONASTERIO DE OSEIRA";"3";"28049";;"31004449";;"FUE_08_0159";"FUE22";"ZV";"PERSONAS";"OTRO"
"4993815";"Fuentes de beber";"024";"LEGAZPI";"02";"ARGANZUELA";"OPERATIVO";"442305.61";"4471626.11";"ETRS89";40.39323836;-3.67981037;"CALLE";"EROS";"10";"28045";"CALLE ARIEL Nº 4";"31012250";"2019-01-30 00:00:00.0";"FUE_02_0055";"FUE22";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"4995323";"Fuentes de beber";"053";"CIUDAD JARDIN";"05";"CHAMARTIN";"OPERATIVO";"442945.67";"4477453.4";"ETRS89";40.44577775;-3.67279182;"CALLE";"MARCENADO";"8";"28002";;"11023855";"2019-02-07 00:00:00.0";"FUE_05_0077";"FUE22";"VP";"PERSONAS";"MU-37B"
"4995326";"Fuentes de beber";"143";"MARROQUINA";"14";"MORATALAZ";"OPERATIVO";"444944.4";"4473504";"ETRS89";40.41033412;-3.64888198;"CALLE";"CORREGIDOR JOSE DE PASAMONTE";"15";"28030";;"11101525";"2019-02-04 00:00:00.0";"FUE_14_0101";"FUE22";"VP";"PERSONAS";"PIEDRA VP"
"4995334";"Fuentes de beber";"183";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"OPERATIVO";"450338.92";"4467747.91";"ETRS89";40.35881837;-3.58485713;"CALLE";"ARTE FIGURATIVO";"30";"28051";"CERRO  MILANO";"31036777";"2019-02-05 00:00:00.0";"FUE_18_0056";"FUE22";"VP";"PERSONAS";"MU-37B"
"4998042";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"448148.06";"4482661.39";"ETRS89";40.49303496;-3.61187373;"PLAZA";"FRANCISCO DE ASIS CABRERO";"6";"28055";;"31042741";;"FUE_16_0156";"FUE22";"ZV";"PERSONAS";"MU-37A"
"4998044";"Fuentes de beber";"166";"VALDEFUENTES";"16";"HORTALEZA";"OPERATIVO";"448405.12";"4482927.35";"ETRS89";40.49544689;-3.60886214;"AVENIDA";"SECUNDINO ZUAZO";"143";"28055";"PZA. FERNANDO GARCÍA MERCADAL";"31039717";;"FUE_16_0158";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5003379";"Fuentes de beber";"144";"MEDIA LEGUA";"14";"MORATALAZ";"NO_OPERATIVO";"444327.30";"4473416.91";"ETRS89";40.40950852;-3.65614701;"CALLE";"ARROYO DE LA MEDIA LEGUA";"46";"28030";;"11101745";"2019-02-15 00:00:00.0";"FUE_14_0102";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5005855";"Fuentes de beber";"172";"SAN CRISTOBAL";"17";"VILLAVERDE";"OPERATIVO";"441343.98";"4466000.96";"ETRS89";40.34249663;-3.69062299;"PLAZA";"PINAZO";"6";"28021";;"11126200";"2019-02-19 00:00:00.0";"FUE_17_0123";"FUE22";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"5008250";"Fuentes de beber";"107";"AGUILAS";"10";"LATINA";"OPERATIVO";"434143.80";"4469777.65";"ETRS89";40.37598141;-3.77578169;"CALLE";"VALLE INCLAN";"68";"28044";"JUNTO PISTA DEPORTIVA";"11068019";"2019-03-08 00:00:00.0";"FUE_10_0112";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5024349";"Fuentes de beber";"013";"CORTES";"01";"CENTRO";"OPERATIVO";"440569.19";"4474037.7";"ETRS89";40.41484108;-3.70049427;"PLAZA";"PRINCIPE ALFONSO";"5";"28012";"PLAZA SANTA ANA, área infantil";"11003871";"2019-03-03 00:00:00.0";"FUE_01_0048";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5024768";"Fuentes de beber";"025";"DELICIAS";"02";"ARGANZUELA";"OPERATIVO";"442083.73";"4471804.63";"ETRS89";40.39483117;-3.68244083;"CALLE";"AMALTEA";"6";"28045";"JUNTO ZONA INFANTIL";"31054586";;"FUE_02_0056";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5024813";"Fuentes de beber";"142";"HORCAJO";"14";"MORATALAZ";"OPERATIVO";"446622.96";"4472779.60";"ETRS89";40.40391761;-3.62903896;"CALLE";"LUIS DE HOYOS SAINZ";"170";"28030";"ACERA ZV";"20131818";"2019-03-04 00:00:00.0";"FUE_14_0103";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5034852";"Fuentes de beber";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"441255.76";"4474770.46";"ETRS89";40.42149088;-3.69247011;"PASEO";"RECOLETOS";"17";"28004";"en Bulevar junto aseos públicos";"11004254";"2019-03-07 00:00:00.0";"FUE_01_0049";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5034921";"Fuentes de beber";"181";"CASCO HISTORICO DE VALLECAS";"18";"VILLA DE VALLECAS";"NO_OPERATIVO";"446281.78";"4468429.31";"ETRS89";40.36470541;-3.63269268;"CALLE";"ISLA DE GUAM";"60";"28031";"AUDITORIO PARQUE DE LA GAVIA";"31042452";"2019-03-14 00:00:00.0";"FUE_18_0057";"FUE22";"ZV";"PERSONAS";"MU-37B"
"5036554";"Fuentes de beber";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"440894.84";"4474833.97";"ETRS89";40.42203745;-3.69673019;"CALLE";"AUGUSTO FIGUEROA";"41";"28004";"C/V VÁLGAME DIOS";"20005604";"2019-03-12 00:00:00.0";"FUE_01_0052";"FUE22";"VP";"PERSONAS";"MU-37A"
"5036621";"Fuentes de beber";"015";"UNIVERSIDAD";"01";"CENTRO";"OPERATIVO";"439731.8";"4475414.52";"ETRS89";40.42718388;-3.71049412;"PLAZA";"GUARDIAS DE CORPS";"4";"28015";"C/V CONDE DUQUE";"31037140";"2019-03-22 00:00:00.0";"FUE_01_0053";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5069019";"Fuentes de beber";"022";"ACACIAS";"02";"ARGANZUELA";"OPERATIVO";"439501.78";"4472480.58";"ETRS89";40.40073691;-3.71292659;"PASEO";"YESERIAS";"1";"28005";"ZV JUNTO A PISTAS DE FRONTÓN";"11008353";"2019-04-05 00:00:00.0";"FUE_02_0058";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5069765";"Fuentes de beber";"211";"ALAMEDA DE OSUNA";"21";"BARAJAS";"OPERATIVO";"449827.33";"4479028.15";"ETRS89";40.46040785;-3.59177125;"CALLE";"MANUEL AGUILAR MUÑOZ";"1";"28042";"'FTE COLEGIO, JUNTO PARADA DE AUTOBUS";"11139813";"2019-04-23 00:00:00.0";"FUE_21_0056";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5069859";"Fuentes de beber";"211";"ALAMEDA DE OSUNA";"21";"BARAJAS";"OPERATIVO";"449941.49";"4478519.42";"ETRS89";40.45583179;-3.59038472;"CALLE";"CARABELA";"21";"28042";"C/V C/ RIOJA";"11139688";"2019-04-09 00:00:00.0";"FUE_21_0055";"FUE22";"ZV";"PERSONAS";"FUENTE_ACCESIBLE"
"5074494";"Fuentes de beber";"056";"CASTILLA";"05";"CHAMARTIN";"OPERATIVO";"441760.91";"4479959.29";"ETRS89";40.46826976;-3.68699162;"CALLE";"AGUSTIN DE FOXA";"12";"28036";"CV C/ENRIQUE LARRETA";"20047722";"2019-04-15 00:00:00.0";"FUE_05_0078";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5074608";"Fuentes de beber";"054";"HISPANOAMERICA";"05";"CHAMARTIN";"OPERATIVO";"443081.03";"4478449.06";"ETRS89";40.45475641;-3.67128499;"CALLE";"VICTOR DE LA SERNA";"26";"28016";"CV C/PINTOR RIBERA";"11025051";"2019-04-16 00:00:00.0";"FUE_05_0079";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5106617";"Fuentes de beber";"215";"CORRALEJOS";"21";"BARAJAS";"OPERATIVO";"449870.28";"4479510.83";"ETRS89";40.46475871;-3.59130282;"CALLE";"BANDE";"31";"28042";"ZV c/v Bahía de Santoña";"20160536";"2019-05-24 00:00:00.0";"FUE_21_0057";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5106864";"Fuentes de beber";"214";"TIMON";"21";"BARAJAS";"OPERATIVO";"449966.77";"4480134.59";"ETRS89";40.47038373;-3.59021392;"GLORIETA";"PLAYA DE SAN LORENZO";"4";"28042";"junto entrada Colegio Margaret Thatcher";"31050691";"2019-05-27 00:00:00.0";"FUE_21_0059";"FUE22";"VP";"PERSONAS";"CASTIZA"
"5108929";"Fuentes de beber";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440133.39";"4473044.21";"ETRS89";40.40586001;-3.70553708;"RONDA";"TOLEDO";"9";"28005";"Parque Casino de la Reina";"20150618";"2019-05-24 00:00:00.0";"FUE_01_0063";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"5109125";"Fuentes de beber";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440116.53";"4473053.82";"ETRS89";40.40594537;-3.70573667;"RONDA";"TOLEDO";"7";"28005";"Parque Casino de la Reina";"11001954";"2019-05-24 00:00:00.0";"FUE_01_0064";"FUE22";"ZV";"PERSONAS_Y_MASCOTAS";"MIXTA NEPTUNO"
"5110283";"Fuentes de beber";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"440864.72";"4475031.35";"ETRS89";40.42381340;-3.69710358;"CALLE";"SAN LUCAS";"1";"28004";"C/V SAN GREGORIO";"31037827";;"FUE_01_0062";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5110430";"Fuentes de beber";"013";"CORTES";"01";"CENTRO";"OPERATIVO";"441051.2";"4474485.1";"ETRS89";40.41890576;-3.69485482;"CALLE";"ALCALA";"48";"28014";"PUERTA BANCO DE ESPAÑA";"11004016";"2019-06-06 00:00:00.0";"FUE_01_0060";"FUE22";"VP";"PERSONAS";"FUENTE_ACCESIBLE"
"5124718";"Fuentes de beber";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"441316.16";"4482984.29";"ETRS89";40.49548884;-3.69251754;"CALLE";"BRAILLE";"7";"28034";"PARQUE FUENTE CHICA";"11048492";"2019-06-11 00:00:00.0";"FUE_08_0163";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5125679";"Fuentes de beber";"012";"EMBAJADORES";"01";"CENTRO";"OPERATIVO";"440295.29";"4473761.70";"ETRS89";40.41233514;-3.70369652;"PLAZA";"TIRSO DE MOLINA";"2";"28012";"Junto área infantil";"11001662";"2019-06-06 00:00:00.0";"FUE_01_0057";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5125682";"Fuentes de beber";"014";"JUSTICIA";"01";"CENTRO";"OPERATIVO";"441185.92";"4474584.23";"ETRS89";40.41980830;-3.69327609;"PASEO";"RECOLETOS";"1";"28004";"c/v Pza. Cibeles en bulevar junto paradas de autobús";"20005400";"2019-06-07 00:00:00.0";"FUE_01_0056";"FUE22";"ZV";"PERSONAS";"MU-37A"
"5154582";"Fuentes de beber";"086";"VALVERDE";"08";"FUENCARRAL-EL PARDO";"OPERATIVO";"443254.44";"4484389.53";"ETRS89";40.50828260;-3.66977165;"CALLE";"CAMINO DE SANTIAGO";"50";"28050";"C/V AV. SANTO DOMINGO DE LA CALZADA (METRO LIGERO)";"31026259";"2019-06-24 00:00:00.0";"FUE_08_0166";"FUE22";"VP";"PERSONAS";"CASTIZA"
"5176229";"Fuentes de beber";"134";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"OPERATIVO";"445919.24";"4470134.89";"ETRS89";40.38004697;-3.63710711;"CALLE";"MAQUINILLA";"13";"28031";;"31015182";"2019-07-09 00:00:00.0";"FUE_13_0156";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5176256";"Fuentes de beber";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443954.28";"4472316.69";"ETRS89";40.39957208;-3.66044619;"CALLE";"SIERRA TOLEDANA";"1";"28038";"c/v CAMINO DE VALDERRIBAS";"11100335";"2019-07-12 00:00:00.0";"FUE_13_0157";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5176269";"Fuentes de beber";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444973.85";"4470869.78";"ETRS89";40.38660543;-3.64830723;"CALLE";"PEDRO LABORDE";"31";"28018";"PLAZA DE LA CONSTITUCIÓN";"11097998";"2019-07-12 00:00:00.0";"FUE_13_0158";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5176279";"Fuentes de beber";"115";"PUERTA BONITA";"11";"CARABANCHEL";"OPERATIVO";"437115.4";"4469834.76";"ETRS89";40.37672540;-3.74078491;"CALLE";"NUESTRA SEÑORA DE LA ANTIGUA";"52 C";"28025";;"31052352";"2019-07-19 00:00:00.0";"FUE_11_0132";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5176281";"Fuentes de beber";"114";"VISTA ALEGRE";"11";"CARABANCHEL";"OPERATIVO";"437209.280";"4470762.830";"ETRS89";40.38509295;-3.73977054;"PASEO";"MARCELINO CAMACHO";"6";"28025";"ENTRE FAROLA 4 Y FUENTE ORNAMENTAL, EN PARQUE MARCELINO CAMACHO";"20022926";"2019-07-19 00:00:00.0";"FUE_11_0133";"FUE22";"ZV";"PERSONAS";"CASTIZA"
"5176423";"Fuentes de beber";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439695.29";"4474251.51";"ETRS89";40.41670432;-3.71081421;"PLAZA";"SANTIAGO";"4";"28013";"C/V SANTA CLARA";"11000328";"2019-07-26 00:00:00.0";"FUE_01_0084";"FUE22";"VP";"PERSONAS";"MU-37A"
"5176425";"Fuentes de beber";"011";"PALACIO";"01";"CENTRO";"OPERATIVO";"439881.49";"4474004.73";"ETRS89";40.41449468;-3.70859630;"PLAZA";"CONDE DE BARAJAS";"6";"28005";;"11000528";"2019-07-22 00:00:00.0";"FUE_01_0065";"FUE22";"VP";"PERSONAS";"MU-37A"
