ID,DESC_CLASIFICACION,address_id,LOCALIDAD,COD_POSTAL,COD_BARRIO,BARRIO,links_barrio,COD_DISTRITO,DISTRITO,links_distrito,TIPO_VIA,NOM_VIA,NUM_VIA,ESTADO,ID_GEO,LATITUD,LONGITUD,USO,MODELO
9212801,Fuentes de beber,9212801_adress,Madrid,28021,172,San Cristóbal,https://wikidata.org/entity/Q390457,17,Villaverde,https://wikidata.org/entity/Q919536,CALLE,PATERNA,45D,OPERATIVO,9212801_geo,40.34029944,-3.68438398,PERSONAS Y MASCOTAS,MIXTA ESTELA
9278148,Fuentes de beber,9278148_adress,Madrid,28041,123,San Fermín (Madrid),https://wikidata.org/entity/Q71758,12,Usera,https://wikidata.org/entity/Q953368,CAMINO,PERALES,156,OPERATIVO,9278148_geo,40.36728652,-3.68566121,PERSONAS Y MASCOTAS,MIXTA ESTELA
9278180,Fuentes de beber,9278180_adress,Madrid,28021,171,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435,17,Villaverde,https://wikidata.org/entity/Q919536,PASEO,FERROVIARIOS,45,OPERATIVO,9278180_geo,40.34584361,-3.71661576,PERSONAS Y MASCOTAS,MIXTA ESTELA
9285545,Fuentes de beber,9285545_adress,Madrid,28031,182,Santa Eugenia,https://wikidata.org/entity/Q390463,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,SIERRA GORDA,31,OPERATIVO,9285545_geo,40.3811575,-3.61625635,PERSONAS Y MASCOTAS,MIXTA ESTELA
9290189,Fuentes de beber,9290189_adress,Madrid,28037,204,Arcos,https://wikidata.org/entity/Q9627876,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CALLE,ARCOS DE JALON,20,OPERATIVO,9290189_geo,40.42061503,-3.62172427,PERSONAS Y MASCOTAS,MIXTA ESTELA
9291966,Fuentes de beber,9291966_adress,Madrid,28041,174,Los Rosales,https://wikidata.org/entity/Q10319807,17,Villaverde,https://wikidata.org/entity/Q919536,CALLE,VILLAJOYOSA,75,OPERATIVO,9291966_geo,40.35532259,-3.69042728,PERSONAS Y MASCOTAS,MIXTA ESTELA
9295074,Fuentes de beber,9295074_adress,Madrid,28044,116,Buenavista,https://wikidata.org/entity/Q953929,11,Carabanchel,https://wikidata.org/entity/Q1001991,CAMINO,CRUCES,6,OPERATIVO,9295074_geo,40.3746407,-3.75557245,PERSONAS Y MASCOTAS,MIXTA ESTELA
9284711,Fuentes de beber,9284711_adress,Madrid,28026,127,Pradolongo,https://wikidata.org/entity/Q10352360,12,Usera,https://wikidata.org/entity/Q953368,AVENIDA,RAFAELA YBARRA,75,OPERATIVO,9284711_geo,40.37777992,-3.71191118,PERSONAS Y MASCOTAS,MIXTA ESTELA
9289989,Fuentes de beber,9289989_adress,Madrid,28041,122,Orcasur,https://wikidata.org/entity/Q10341270,12,Usera,https://wikidata.org/entity/Q953368,AVENIDA,POBLADOS,154,OPERATIVO,9289989_geo,40.37086731,-3.69977914,PERSONAS Y MASCOTAS,MIXTA ESTELA
9291850,Fuentes de beber,9291850_adress,Madrid,28035,084,El Pilar,https://wikidata.org/entity/Q3773964,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,AVENIDA,MONFORTE DE LEMOS,180,OPERATIVO,9291850_geo,40.47759971,-3.71600875,PERSONAS Y MASCOTAS,MIXTA ESTELA
9295075,Fuentes de beber,9295075_adress,Madrid,28018,134,Palomeras Sureste,https://wikidata.org/entity/Q10343901,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,ARAGONESES,4,OPERATIVO,9295075_geo,40.38204584,-3.64412738,PERSONAS Y MASCOTAS,MIXTA ESTELA
9310078,Fuentes de beber,9310078_adress,Madrid,28022,205,Rosas,https://wikidata.org/entity/Q18880469,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CALLE,SOFIA,12,OPERATIVO,9310078_geo,40.42320297,-3.60038184,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
9295144,Fuentes de beber,9295144_adress,Madrid,28038,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,RAMON PEREZ DE AYALA,15,OPERATIVO,9295144_geo,40.399755,-3.64986723,PERSONAS Y MASCOTAS,MIXTA ESTELA
9296045,Fuentes de beber,9296045_adress,Madrid,28044,107,Las Águilas,https://wikidata.org/entity/Q5971372,10,Latina,https://wikidata.org/entity/Q794954,AVENIDA,LAS AGUILAS,1 B,OPERATIVO,9296045_geo,40.38484992,-3.76272919,PERSONAS Y MASCOTAS,MIXTA ESTELA
9310059,Fuentes de beber,9310059_adress,Madrid,28005,011,Palacio,https://wikidata.org/entity/Q2136510,01,Centro,https://wikidata.org/entity/Q1763376,CALLE,SEGOVIA,39,OPERATIVO,9310059_geo,40.41382065,-3.71636747,PERSONAS Y MASCOTAS,MIXTA ESTELA
9310077,Fuentes de beber,9310077_adress,Madrid,28022,205,Rosas,https://wikidata.org/entity/Q18880469,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CALLE,ESTOCOLMO,26 K,OPERATIVO,9310077_geo,40.43017681,-3.6001684,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
