ID,DESC_CLASIFICACION,address_id,LOCALIDAD,COD_POSTAL,COD_BARRIO,BARRIO,links_barrio,COD_DISTRITO,DISTRITO,links_distrito,TIPO_VIA,NOM_VIA,NUM_VIA,ESTADO,ID_GEO,LATITUD,LONGITUD,USO,MODELO
530661,Fuentes de beber,530661_adress,Madrid,28041,127,Pradolongo,https://wikidata.org/entity/Q10352360,12,Usera,https://wikidata.org/entity/Q953368,CALLE,DOCTOR TOLOSA LATOUR,3,OPERATIVO,530661_geo,40.37836195,-3.70142168,PERSONAS Y MASCOTAS,MIXTA ESTELA
530420,Fuentes de beber,530420_adress,Madrid,28018,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,PUERTO DE BALBARAN,135,OPERATIVO,530420_geo,40.37671372,-3.65409346,MASCOTAS,BEBEDERO CANINO
530586,Fuentes de beber,530586_adress,Madrid,28025,117,Abrantes,https://wikidata.org/entity/Q3773949,11,Carabanchel,https://wikidata.org/entity/Q1001991,PARQUE,EMPERATRIZ MARIA DE AUSTRIA,18,OPERATIVO,530586_geo,40.3760391,-3.72706978,PERSONAS Y MASCOTAS,MIXTA ESTELA
5842993,Fuentes de beber,5842993_adress,Madrid,28018,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,PUERTO DE COSTABONA,9,OPERATIVO,5842993_geo,40.38473852,-3.66006801,PERSONAS Y MASCOTAS,MIXTA ESTELA
5849302,Fuentes de beber,5849302_adress,Madrid,28047,104,Aluche,https://wikidata.org/entity/Q31140,10,Latina,https://wikidata.org/entity/Q794954,CALLE,DUQUESA DE PARCENT,16,OPERATIVO,5849302_geo,40.39571056,-3.75198249,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
6542299,Fuentes de beber,6542299_adress,Madrid,28030,144,Media Legua,https://wikidata.org/entity/Q9031035,14,Moratalaz,https://wikidata.org/entity/Q2076109,AVENIDA,MORATALAZ,21,OPERATIVO,6542299_geo,40.40767041,-3.66010343,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
7130547,Fuentes de beber,7130547_adress,Madrid,28042,211,Alameda de Osuna,https://wikidata.org/entity/Q760737,21,Barajas,https://wikidata.org/entity/Q807230,CALLE,CATAMARAN,9,OPERATIVO,7130547_geo,40.45259941,-3.59551845,PERSONAS Y MASCOTAS,MIXTA ESTELA
7131439,Fuentes de beber,7131439_adress,Madrid,28041,123,San Fermín (Madrid),https://wikidata.org/entity/Q71758,12,Usera,https://wikidata.org/entity/Q953368,CALLE,CORINDON,10,OPERATIVO,7131439_geo,40.36716247,-3.68916106,PERSONAS Y MASCOTAS,MIXTA ESTELA
7144389,Fuentes de beber,7144389_adress,Madrid,28053,131,Entrevías,https://wikidata.org/entity/Q71756,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,RONDA,SUR,6 D,OPERATIVO,7144389_geo,40.37489473,-3.67279059,PERSONAS Y MASCOTAS,MIXTA ESTELA
7180278,Fuentes de beber,7180278_adress,Madrid,28029,064,Almenara,https://wikidata.org/entity/Q2265427,06,Tetuán,https://wikidata.org/entity/Q1773540,CALLE,COSTA VERDE,3,OPERATIVO,7180278_geo,40.46800165,-3.69434977,PERSONAS Y MASCOTAS,MIXTA ESTELA
7412031,Fuentes de beber,7412031_adress,Madrid,28047,103,Lucero,https://wikidata.org/entity/Q31162,10,Latina,https://wikidata.org/entity/Q794954,CALLE,CUART DE POBLET,117,OPERATIVO,7412031_geo,40.39739203,-3.75046804,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
5541618,Fuentes de beber,5541618_adress,Madrid,28002,051,El Viso,https://wikidata.org/entity/Q4778,05,Chamartín,https://wikidata.org/entity/Q1766348,CALLE,FELIPE CAMPOS,6,OPERATIVO,5541618_geo,40.44301133,-3.67935784,PERSONAS Y MASCOTAS,MIXTA TERRIER
5815155,Fuentes de beber,5815155_adress,Madrid,28022,201,Simancas,https://wikidata.org/entity/Q10371626,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,AVENIDA,ARCENTALES,29,OPERATIVO,5815155_geo,40.43463744,-3.61318921,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
5843625,Fuentes de beber,5843625_adress,Madrid,28045,024,Legazpi,https://wikidata.org/entity/Q3773990,02,Arganzuela,https://wikidata.org/entity/Q2000929,AVENIDA,PLANETARIO,18,OPERATIVO,5843625_geo,40.39187585,-3.68572651,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
5844560,Fuentes de beber,5844560_adress,Madrid,28028,043,Fuente del Berro,https://wikidata.org/entity/Q3814564,04,Salamanca,https://wikidata.org/entity/Q1773521,CALLE,SANCHO DAVILA,17,NO_OPERATIVO,5844560_geo,40.42738769,-3.66077019,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
5845865,Fuentes de beber,5845865_adress,Madrid,28040,093,Ciudad Universitaria,https://wikidata.org/entity/Q3319235,09,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CALLE,RECTOR ROYO-VILLANOVA,10 C,OPERATIVO,5845865_geo,40.45169239,-3.71447536,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
5846927,Fuentes de beber,5846927_adress,Madrid,28034,085,La Paz,https://wikidata.org/entity/Q5869740,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,CALLE,SANGENJO,29,OPERATIVO,5846927_geo,40.485775,-3.70020336,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
5847548,Fuentes de beber,5847548_adress,Madrid,28050,086,Valverde,https://wikidata.org/entity/Q31132,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,PASEO,SAN MILLAN DE LA COGOLLA,14,OPERATIVO,5847548_geo,40.50278962,-3.66792685,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
7127957,Fuentes de beber,7127957_adress,Madrid,28030,143,Marroquina,https://wikidata.org/entity/Q11935636,14,Moratalaz,https://wikidata.org/entity/Q2076109,AVENIDA,MORATALAZ,183,OPERATIVO,7127957_geo,40.40903513,-3.64472284,PERSONAS Y MASCOTAS,MIXTA ESTELA
7127984,Fuentes de beber,7127984_adress,Madrid,28030,146,Vinateros,https://wikidata.org/entity/Q10391533,14,Moratalaz,https://wikidata.org/entity/Q2076109,CALLE,HACIENDA DE PAVONES,209,OPERATIVO,7127984_geo,40.4017961,-3.63671794,PERSONAS Y MASCOTAS,MIXTA ESTELA
7130464,Fuentes de beber,7130464_adress,Madrid,28032,193,Valderrivas,https://wikidata.org/entity/Q43025770,19,Vicálvaro,https://wikidata.org/entity/Q589403,CALLE,MINERVA,32,OPERATIVO,7130464_geo,40.39921399,-3.60309551,PERSONAS Y MASCOTAS,MIXTA ESTELA
7805896,Fuentes de beber,7805896_adress,Madrid,28032,193,Valderrivas,https://wikidata.org/entity/Q43025770,19,Vicálvaro,https://wikidata.org/entity/Q589403,CALLE,SAN CIPRIANO,81,OPERATIVO,7805896_geo,40.40201088,-3.59696382,PERSONAS Y MASCOTAS,MIXTA ESTELA
7869825,Fuentes de beber,7869825_adress,Madrid,28018,134,Palomeras Sureste,https://wikidata.org/entity/Q10343901,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,AVENIDA,RAFAEL ALBERTI,51,OPERATIVO,7869825_geo,40.38301479,-3.64477347,MASCOTAS,BEBEDERO TERRIER
7889388,Fuentes de beber,7889388_adress,Madrid,28051,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,PILAR DE MADARIAGA ROJO,13,OPERATIVO,7889388_geo,40.36422384,-3.59058854,PERSONAS Y MASCOTAS,MIXTA ESTELA
7924260,Fuentes de beber,7924260_adress,Madrid,28032,191,Casco Histórico de Vicálvaro,https://wikidata.org/entity/Q16544374,19,Vicálvaro,https://wikidata.org/entity/Q589403,PASEO,POLIDEPORTIVO,144,OPERATIVO,7924260_geo,40.40597408,-3.59586074,PERSONAS Y MASCOTAS,MIXTA ESTELA
8800150,Fuentes de beber,8800150_adress,Madrid,28042,213,Casco Histórico de Barajas,https://wikidata.org/entity/Q9701730,21,Barajas,https://wikidata.org/entity/Q807230,CALLE,TROPICO,19,OPERATIVO,8800150_geo,40.47461332,-3.58038303,MASCOTAS,BEBEDERO NEPTUNO
7143151,Fuentes de beber,7143151_adress,Madrid,28026,126,El Zofío,https://wikidata.org/entity/Q71751,12,Usera,https://wikidata.org/entity/Q953368,AVENIDA,RAFAELA YBARRA,4,OPERATIVO,7143151_geo,40.38369098,-3.7117035,PERSONAS Y MASCOTAS,MIXTA ESTELA
7608511,Fuentes de beber,7608511_adress,Madrid,28002,053,Ciudad Jardín,https://wikidata.org/entity/Q3773744,05,Chamartín,https://wikidata.org/entity/Q1766348,CALLE,MARCENADO,51,OPERATIVO,7608511_geo,40.45020597,-3.67510457,PERSONAS Y MASCOTAS,MIXTA ESTELA
7870538,Fuentes de beber,7870538_adress,Madrid,28022,205,Rosas,https://wikidata.org/entity/Q18880469,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,AVENIDA,ARCENTALES,28,OPERATIVO,7870538_geo,40.43142301,-3.59727205,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
7870539,Fuentes de beber,7870539_adress,Madrid,28022,205,Rosas,https://wikidata.org/entity/Q18880469,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,AVENIDA,ARCENTALES,57,OPERATIVO,7870539_geo,40.43097094,-3.5975675,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
8835112,Fuentes de beber,8835112_adress,Madrid,28031,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,PUERTO DE PORZUNA,45,OPERATIVO,8835112_geo,40.36928809,-3.6290104,PERSONAS Y MASCOTAS,MIXTA ESTELA
8835115,Fuentes de beber,8835115_adress,Madrid,28051,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,VILLAMAYOR DE SANTIAGO,13,OPERATIVO,8835115_geo,40.37500025,-3.60966316,PERSONAS Y MASCOTAS,MIXTA ESTELA
8835118,Fuentes de beber,8835118_adress,Madrid,28051,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,PEÑARANDA DE BRACAMONTE,8 B,OPERATIVO,8835118_geo,40.37332685,-3.60362608,PERSONAS Y MASCOTAS,MIXTA ESTELA
8835151,Fuentes de beber,8835151_adress,Madrid,28051,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,ALTO DEL RETIRO,6,OPERATIVO,8835151_geo,40.36829147,-3.59150626,PERSONAS Y MASCOTAS,MIXTA ESTELA
8888575,Fuentes de beber,8888575_adress,Madrid,28022,206,Rejas,https://wikidata.org/entity/Q10359029,20,San Blas-Canillejas,https://wikidata.org/entity/Q2001937,CALLE,DEYANIRA,8,OPERATIVO,8888575_geo,40.44321612,-3.58866583,PERSONAS Y MASCOTAS,MIXTA ESTELA
9031613,Fuentes de beber,9031613_adress,Madrid,28011,091,Casa de Campo,https://wikidata.org/entity/Q16302441,09,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PASEO,Paseo Puerta del Angel,1,OPERATIVO,9031613_geo,40.40985475,-3.74366962,PERSONAS Y MASCOTAS,OTRO
9031614,Fuentes de beber,9031614_adress,Madrid,28011,091,Casa de Campo,https://wikidata.org/entity/Q16302441,09,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,PASEO,Paseo Puerta del Angel,1,OPERATIVO,9031614_geo,40.41015276,-3.74242301,PERSONAS Y MASCOTAS,OTRO
9031694,Fuentes de beber,9031694_adress,Madrid,28055,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,Avenida de las Fuerzas Armadas,11,OPERATIVO,9031694_geo,40.49736124,-3.62438856,PERSONAS Y MASCOTAS,OTRO
9031695,Fuentes de beber,9031695_adress,Madrid,28055,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,Avenida de las Fuerzas Armadas,11,OPERATIVO,9031695_geo,40.49622438,-3.62474266,PERSONAS Y MASCOTAS,OTRO
9031717,Fuentes de beber,9031717_adress,Madrid,28055,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,Avenida de las Fuerzas Armadas,11,OPERATIVO,9031717_geo,40.4832155,-3.62549962,PERSONAS Y MASCOTAS,OTRO
9031741,Fuentes de beber,9031741_adress,Madrid,28030,143,Marroquina,https://wikidata.org/entity/Q11935636,14,Moratalaz,https://wikidata.org/entity/Q2076109,AVENIDA,Avenida del Doctor Garcia Tapia,125,OPERATIVO,9031741_geo,40.41402321,-3.63121397,MASCOTAS,OTRO
8834918,Fuentes de beber,8834918_adress,Madrid,28023,095,Valdemarín,https://wikidata.org/entity/Q10388725,09,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,AVENIDA,VALDEMARIN,67,OPERATIVO,8834918_geo,40.470006,-3.77719071,PERSONAS Y MASCOTAS,MIXTA ESTELA
8835114,Fuentes de beber,8835114_adress,Madrid,28051,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,CINCOVILLAS,5,OPERATIVO,8835114_geo,40.36717702,-3.62490862,PERSONAS Y MASCOTAS,MIXTA ESTELA
8835122,Fuentes de beber,8835122_adress,Madrid,28051,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,AVENIDA,CERRO MILANO,27,OPERATIVO,8835122_geo,40.36358783,-3.60716321,PERSONAS Y MASCOTAS,MIXTA ESTELA
8835185,Fuentes de beber,8835185_adress,Madrid,28031,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,CABEZA MESADA,7,OPERATIVO,8835185_geo,40.37574383,-3.62997383,PERSONAS Y MASCOTAS,MIXTA ESTELA
8921514,Fuentes de beber,8921514_adress,Madrid,28053,131,Entrevías,https://wikidata.org/entity/Q71756,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,ESTEBAN CARROS,80,OPERATIVO,8921514_geo,40.3687791,-3.66056317,MASCOTAS,BEBEDERO NEPTUNO
9031690,Fuentes de beber,9031690_adress,Madrid,28055,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,Avenida de las Fuerzas Armadas,11,OPERATIVO,9031690_geo,40.49733665,-3.63588718,PERSONAS Y MASCOTAS,OTRO
9031701,Fuentes de beber,9031701_adress,Madrid,28055,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,Avenida de las Fuerzas Armadas,11,OPERATIVO,9031701_geo,40.48979887,-3.6408118,PERSONAS Y MASCOTAS,OTRO
9031702,Fuentes de beber,9031702_adress,Madrid,28055,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,Avenida de las Fuerzas Armadas,11,OPERATIVO,9031702_geo,40.48959828,-3.63886814,PERSONAS Y MASCOTAS,OTRO
9031747,Fuentes de beber,9031747_adress,Madrid,28030,142,Horcajo,https://wikidata.org/entity/Q10293641,14,Moratalaz,https://wikidata.org/entity/Q2076109,AVENIDA,Avenida del Doctor Garcia Tapia,125,OPERATIVO,9031747_geo,40.41104958,-3.62749198,PERSONAS Y MASCOTAS,OTRO
9031934,Fuentes de beber,9031934_adress,Madrid,28043,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,MACHUPICHU,1,OPERATIVO,9031934_geo,40.45475301,-3.62839723,PERSONAS Y MASCOTAS,MIXTA ESTELA
9031935,Fuentes de beber,9031935_adress,Madrid,28043,162,La Piovera,https://wikidata.org/entity/Q5964851,16,Hortaleza,https://wikidata.org/entity/Q1928529,AVENIDA,MACHUPICHU,1,OPERATIVO,9031935_geo,40.45728385,-3.62055488,MASCOTAS,BEBEDERO CANINO
9049038,Fuentes de beber,9049038_adress,Madrid,28038,136,Numancia,https://wikidata.org/entity/Q10338144,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,CANTALAPIEDRA,2,OPERATIVO,9049038_geo,40.39182873,-3.65548204,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
9049057,Fuentes de beber,9049057_adress,Madrid,28018,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,MARIA TERESA ROBLEDO,3,OPERATIVO,9049057_geo,40.38775481,-3.65779987,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
9049060,Fuentes de beber,9049060_adress,Madrid,28018,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,PUERTO DE COSTABONA,5,OPERATIVO,9049060_geo,40.38577483,-3.65921666,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
9049061,Fuentes de beber,9049061_adress,Madrid,28018,133,Palomeras Bajas,https://wikidata.org/entity/Q10343902,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,CALLE,MARIA TERESA ROBLEDO,3,OPERATIVO,9049061_geo,40.38781693,-3.6580433,MASCOTAS,BEBEDERO NEPTUNO
9127172,Fuentes de beber,9127172_adress,Madrid,28019,113,San Isidro,https://wikidata.org/entity/Q3813733,11,Carabanchel,https://wikidata.org/entity/Q1001991,PASEO,ERMITA DEL SANTO,76,OPERATIVO,9127172_geo,40.39796997,-3.7294762,MASCOTAS,BEBEDERO NEPTUNO
9179667,Fuentes de beber,9179667_adress,Madrid,28021,174,Los Rosales,https://wikidata.org/entity/Q10319807,17,Villaverde,https://wikidata.org/entity/Q919536,CALLE,EDUARDO MINGUITO,55,OPERATIVO,9179667_geo,40.3485514,-3.68731295,PERSONAS Y MASCOTAS,MIXTA ESTELA
9199241,Fuentes de beber,9199241_adress,Madrid,28021,171,"Villaverde Alto, Casco Histórico de Villaverde",https://wikidata.org/entity/Q390435,17,Villaverde,https://wikidata.org/entity/Q919536,CALLE,SAN EUSTAQUIO,26,OPERATIVO,9199241_geo,40.33349535,-3.7016317,PERSONAS Y MASCOTAS,MIXTA ESTELA
9272894,Fuentes de beber,9272894_adress,Madrid,28027,154,Concepción,https://wikidata.org/entity/Q11915156,15,Ciudad Lineal,https://wikidata.org/entity/Q1763694,CALLE,VIRGEN DE LLUC,1,OPERATIVO,9272894_geo,40.43477358,-3.65473509,PERSONAS Y MASCOTAS,MIXTA NEPTUNO
9185054,Fuentes de beber,9185054_adress,Madrid,28044,107,Las Águilas,https://wikidata.org/entity/Q5971372,10,Latina,https://wikidata.org/entity/Q794954,CALLE,ONIL,12,OPERATIVO,9185054_geo,40.38846992,-3.76692801,PERSONAS Y MASCOTAS,MIXTA ESTELA
9191525,Fuentes de beber,9191525_adress,Madrid,28050,166,Valdefuentes,https://wikidata.org/entity/Q10388714,16,Hortaleza,https://wikidata.org/entity/Q1928529,CALLE,VICENTE BLASCO IBAÑEZ,81,OPERATIVO,9191525_geo,40.50307104,-3.65383588,PERSONAS Y MASCOTAS,MIXTA TERRIER
9198730,Fuentes de beber,9198730_adress,Madrid,28051,183,Ensanche de Vallecas,https://wikidata.org/entity/Q3847485,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,CALLE,CORRAL DE ALMAGUER,29,OPERATIVO,9198730_geo,40.36958344,-3.60991376,PERSONAS Y MASCOTAS,MIXTA ESTELA
