ID;DESC_CLASIFICACION;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;ESTADO;COORD_GIS_X;COORD_GIS_Y;SISTEMA_COORD;LATITUD;LONGITUD;TIPO_VIA;NOM_VIA;NUM_VIA;COD_POSTAL;DIRECCION_AUX;NDP;FECHA_INSTALACION;CODIGO_INTERNO;CONTRATO_COD;TIPO;MODELO
"464189";"Papelera";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"445565.38";"4471684.98";"ETRS89";40.39398812;-3.64140803;"CALLE";"BENJAMIN PALENCIA";"76";"28038";"CALLE DE BENJAMIN PALENCIA,76";"11096851";"2010-05-21 00:00:00.0";"223120";"5PPL";"VIARIO";"50_LTS_EX"
"464182";"Papelera";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"445284.27";"4471066.18";"ETRS89";40.38839517;-3.64466701;"AVENIDA";"PABLO NERUDA";"48";"28038";"AVENIDA DE PABLO NERUDA,48";"11097157";"2010-05-21 00:00:00.0";"223113";"5PPL";"VIARIO";"50_LTS_EX"
"464248";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"449543.58";"4477545.06";"ETRS89";40.44703009;-3.59499996;"CALLE";"OCHO";"7";"28022";"CALLE OCHO,7";"11137004";"2010-05-21 00:00:00.0";"223187";"5PPL";"VIARIO";"50_LTS_EX"
"464263";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"449608.21";"4477623.00";"ETRS89";40.44773614;-3.59424404;"AVENIDA";"SEGUNDA";"4";"28022";"AVENIDA SEGUNDA,4";"31004092";"2010-05-21 00:00:00.0";"223203";"5PPL";"VIARIO";"50_LTS_EX"
"464232";"Papelera";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444874.63";"4471758.07";"ETRS89";40.39460113;-3.64955303;"CALLE";"BENJAMIN PALENCIA";"16";"28038";"CALLE DE BENJAMIN PALENCIA,16";"11098327";"2010-05-21 00:00:00.0";"223170";"5PPL";"VIARIO";"50_LTS_EX"
"464282";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"449447.61";"4477273.42";"ETRS89";40.44457716;-3.59610999;"AVENIDA";"QUINTA";"26";"28022";"AVENIDA QUINTA,26";"11137125";"2010-05-21 00:00:00.0";"223224";"5PPL";"VIARIO";"50_LTS_EX"
"464168";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446788.740";"4478807.393";"ETRS89";40.45823012;-3.62759000;"CALLE";"JOSE RIZAL";"101";"28043";"CALLE DE JOSE RIZAL,101";"20053637";"2010-05-21 00:00:00.0";"223099";"5PPL";"VIARIO";"50_LTS_EX"
"464334";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"451314.40";"4477430.11";"ETRS89";40.44610014;-3.57411003;"CALLE";"FUEMBELLIDA";"35";"28022";"CALLE DE FUEMBELLIDA,35";"20162868";"2010-05-21 00:00:00.0";"223278";"5PPL";"VIARIO";"50_LTS_EX"
"464436";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444387.28";"4472717.53";"ETRS89";40.40321211;-3.65537903;"CALLE";"MARISMAS";"2";"28038";"CALLE DE LAS MARISMAS,2";"11099276";"2010-05-21 00:00:00.0";"223390";"5PPL";"VIARIO";"50_LTS_EX"
"464557";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444298.16";"4472772.03";"ETRS89";40.40369712;-3.65643398;"CALLE";"PEÑA LABRA";"12";"28038";"CALLE DE LA PEÑA LABRA,12";"11099494";"2010-05-21 00:00:00.0";"223521";"5PPL";"VIARIO";"50_LTS_EX"
"464582";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"447847.875";"4478114.371";"ETRS89";40.45205413;-3.61504199;"CALLE";"GUADALAJARA";"7";"28042";"CALLE DE GUADALAJARA,7";"11113203";"2010-05-24 00:00:00.0";"223549";"5PPL";"VIARIO";"50_LTS_EX"
"464606";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"448130.41";"4478234.07";"ETRS89";40.45315013;-3.61171995;"CALLE";"ARMONIA";"22";"28042";"CALLE DE LA ARMONIA,22";"11112824";"2010-05-24 00:00:00.0";"223575";"5PPL";"VIARIO";"50_LTS_EX"
"464666";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"448437.66";"4478151.91";"ETRS89";40.45242910;-3.60808995;"CALLE";"PISUEÑA";"52";"28042";"CALLE DEL PISUEÑA,52";"31055234";"2010-05-24 00:00:00.0";"223641";"5PPL";"VIARIO";"50_LTS_EX"
"464669";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"448461.89";"4478099.68";"ETRS89";40.45196008;-3.60779997;"CALLE";"MAESTRA FELISA LOZANO";"13";"28042";"CALLE DE LA MAESTRA FELISA LOZANO,13";"20126189";"2010-05-24 00:00:00.0";"223644";"5PPL";"VIARIO";"50_LTS_EX"
"464688";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443555.33";"4472450.23";"ETRS89";40.40074814;-3.66515898;"CAMINO";"VALDERRIBAS";"37 A";"28038";"CAMINO DE VALDERRIBAS,37 A";"20108461";"2010-05-24 00:00:00.0";"223664";"5PPL";"VIARIO";"50_LTS_EX"
"464690";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"448446.53";"4477963.25";"ETRS89";40.45073009;-3.60797003;"AVENIDA";"LOGROÑO";"27";"28042";"AVENIDA DE LOGROÑO,27";"20122900";"2010-05-24 00:00:00.0";"223666";"5PPL";"VIARIO";"50_LTS_EX"
"464732";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"447965.77";"4478385.85";"ETRS89";40.45450716;-3.61367395;"CALLE";"ENRIQUE DE PRADA";"7";"28042";"CALLE ENRIQUE DE PRADA,7";"31033333";"2010-05-24 00:00:00.0";"223716";"5PPL";"VIARIO";"50_LTS_EX"
"464753";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443889.94";"4472607.79";"ETRS89";40.40219015;-3.66122999;"CALLE";"PICO ALMANZOR";"17";"28038";"CALLE DEL PICO ALMANZOR,17";"11142863";"2010-05-24 00:00:00.0";"223738";"5PPL";"VIARIO";"50_LTS_EX"
"464757";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443872.11";"4472516.12";"ETRS89";40.40136313;-3.66143201;"CALLE";"FERNANDO GIRALDEZ";"35";"28038";"CALLE DE FERNANDO GIRALDEZ,35";"11100291";"2010-05-24 00:00:00.0";"223742";"5PPL";"VIARIO";"50_LTS_EX"
"464787";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"447170.63";"4478493.87";"ETRS89";40.45543010;-3.62306003;"AVENIDA";"MACHUPICHU";"2";"28043";"AVENIDA DE MACHUPICHU,2";"20065569";"2010-05-24 00:00:00.0";"223774";"5PPL";"VIARIO";"50_LTS_EX"
"464791";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"447112.09";"4478608.62";"ETRS89";40.45646011;-3.62375996;"AVENIDA";"MACHUPICHU";"12";"28043";"AVENIDA DE MACHUPICHU,12";"20065584";"2010-05-24 00:00:00.0";"223779";"5PPL";"VIARIO";"50_LTS_EX"
"464811";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444457.628";"4472224.036";"ETRS89";40.39877113;-3.65450699;"CALLE";"RAMON PEREZ DE AYALA";"18";"28038";"CALLE RAMON PEREZ DE AYALA,18";"11099229";"2010-05-24 00:00:00.0";"223801";"5PPL";"VIARIO";"50_LTS_EX"
"464885";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446903.67";"4479099.41";"ETRS89";40.46086812;-3.62625898;"AVENIDA";"MACHUPICHU";"34";"28043";"AVENIDA DE MACHUPICHU,34";"31024421";"2010-05-24 00:00:00.0";"223878";"5PPL";"VIARIO";"50_LTS_EX"
"464894";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446402.55";"4479108.75";"ETRS89";40.46092009;-3.63217003;"AVENIDA";"MACHUPICHU";"69";"28043";"AVENIDA DE MACHUPICHU,69";"20065512";"2010-05-24 00:00:00.0";"223889";"5PPL";"VIARIO";"50_LTS_EX"
"464901";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443954.46";"4472384.18";"ETRS89";40.40018008;-3.66045001;"CALLE";"SIERRA TOLEDANA";"2";"28038";"CALLE DE LA SIERRA TOLEDANA,2";"11099383";"2010-05-24 00:00:00.0";"223896";"5PPL";"VIARIO";"50_LTS_EX"
"464903";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443961.10";"4472249.82";"ETRS89";40.39897014;-3.66035994;"CAMINO";"VALDERRIBAS";"93 B";"28038";"CAMINO DE VALDERRIBAS,93 B";"20071744";"2010-05-24 00:00:00.0";"223898";"5PPL";"VIARIO";"50_LTS_EX"
"464910";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446144.31";"4479277.12";"ETRS89";40.46242016;-3.63523002;"AVENIDA";"MACHUPICHU";"95";"28043";"AVENIDA DE MACHUPICHU,95";"20065551";"2010-05-24 00:00:00.0";"223905";"5PPL";"VIARIO";"50_LTS_EX"
"464196";"Papelera";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444835.45";"4471403.92";"ETRS89";40.39140814;-3.64998399;"CALLE";"CARLOS SOLE";"52";"28038";"CALLE DE CARLOS SOLE,52";"11101172";"2010-05-21 00:00:00.0";"223128";"5PPL";"VIARIO";"50_LTS_EX"
"464221";"Papelera";"135";"PORTAZGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444574.15";"4471695.35";"ETRS89";40.39401617;-3.65308797;"CALLE";"JOSE PAULETE";"47";"28038";"CALLE DE JOSE PAULETE,47";"20178317";"2010-05-21 00:00:00.0";"223155";"5PPL";"VIARIO";"50_LTS_EX"
"464231";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"447071.96";"4478089.40";"ETRS89";40.45178013;-3.62418994;"CALLE";"ABELIAS";"16";"28042";"CALLE DE LAS ABELIAS,16";"31004403";"2010-05-21 00:00:00.0";"223169";"5PPL";"VIARIO";"50_LTS_EX"
"464243";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"447314.64";"4478112.11";"ETRS89";40.45200013;-3.62133002;"AVENIDA";"ARROYO DEL SANTO";"11";"28042";"AVENIDA DEL ARROYO DEL SANTO,11";"31018194";"2018-04-23 00:00:00.0";"301971";"5PPL";"VIARIO";"50_LTS_EX"
"464373";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"447546.76";"4477970.28";"ETRS89";40.45073713;-3.61858101;"CALLE";"ESPIREA";"1";"28042";"CALLE DE LA ESPIREA,1";"31007876";"2010-05-21 00:00:00.0";"223321";"5PPL";"VIARIO";"50_LTS_EX"
"464407";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444546.90";"4472521.31";"ETRS89";40.40145509;-3.65348098;"CALLE";"MARISMAS";"24";"28038";"CALLE DE LAS MARISMAS,24";"20181969";"2010-05-21 00:00:00.0";"223359";"5PPL";"VIARIO";"50_LTS_EX"
"464453";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"447599.55";"4478473.10";"ETRS89";40.45527015;-3.61799999;"AVENIDA";"ARCES";"24 D";"28042";"AVENIDA DE LOS ARCES,24 D";"20129959";"2010-05-21 00:00:00.0";"223412";"5PPL";"VIARIO";"50_LTS_EX"
"464460";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444811.53";"4472374.50";"ETRS89";40.40015012;-3.65034994;"CALLE";"RAMON PEREZ DE AYALA";"92";"28038";"CALLE DE RAMON PEREZ DE AYALA,92";"11099272";"2010-05-21 00:00:00.0";"223419";"5PPL";"VIARIO";"50_LTS_EX"
"464499";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"450546.02";"4477166.51";"ETRS89";40.44368011;-3.58314995;"CALLE";"CAMPEZO";"14";"28022";"CALLE DE CAMPEZO,14";"20138282";"2010-05-21 00:00:00.0";"223460";"5PPL";"VIARIO";"50_LTS_EX"
"464649";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443978.74";"4472794.72";"ETRS89";40.40388010;-3.66020004;"PLAZA";"DOCTOR LOZANO";"13";"28038";"PLAZA DEL DOCTOR LOZANO,13";"11099698";"2010-05-24 00:00:00.0";"223621";"5PPL";"VIARIO";"50_LTS_EX"
"464731";"Papelera";"161";"PALOMAS";"16";"HORTALEZA";"OPERATIVO";"447929.52";"4478307.17";"ETRS89";40.45379609;-3.61409500;"CALLE";"CONDE DE LAS POSADAS";"20";"28042";"CALLE DEL CONDE DE LAS POSADAS,20";"20151142";"2010-05-24 00:00:00.0";"223714";"5PPL";"VIARIO";"50_LTS_EX"
"464800";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"447124.48";"4478791.03";"ETRS89";40.45810415;-3.62362904;"AVENIDA";"PAPA NEGRO";"22";"28043";"AVENIDA DEL PAPA NEGRO,22";"20087936";"2010-05-24 00:00:00.0";"223788";"5PPL";"VIARIO";"50_LTS_EX"
"464805";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444495.85";"4472355.07";"ETRS89";40.39995411;-3.65406804;"CALLE";"RAMON PEREZ DE AYALA";"46";"28038";"CALLE DE RAMON PEREZ DE AYALA,46";"11099242";"2010-05-24 00:00:00.0";"223795";"5PPL";"VIARIO";"50_LTS_EX"
"464818";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444416.62";"4472107.67";"ETRS89";40.39772010;-3.65498004;"CALLE";"RAMON PEREZ DE AYALA";"3";"28038";"CALLE DE RAMON PEREZ DE AYALA,3";"11099195";"2010-05-24 00:00:00.0";"223808";"5PPL";"VIARIO";"50_LTS_EX"
"464832";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446966.69";"4478994.95";"ETRS89";40.45993112;-3.62550699;"CALLE";"JOSE IGNACIO AVILA";"5";"28043";"CALLE DE JOSE IGNACIO AVILA,5";"20055852";"2010-05-24 00:00:00.0";"223822";"5PPL";"VIARIO";"50_LTS_EX"
"464852";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"447145.29";"4478988.03";"ETRS89";40.45988016;-3.62340002;"CALLE";"FRANCISCO MOREJON";"9";"28043";"CALLE DE FRANCISCO MOREJON,9";"20084831";"2010-05-24 00:00:00.0";"223843";"5PPL";"VIARIO";"50_LTS_EX"
"464880";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446718.76";"4479102.06";"ETRS89";40.46088016;-3.62844005;"CALLE";"FLORENCIO CASTILLO";"2";"28043";"CALLE DE FLORENCIO CASTILLO,2";"31024418";"2010-05-24 00:00:00.0";"223873";"5PPL";"VIARIO";"50_LTS_EX"
"464915";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444095.46";"4472400.89";"ETRS89";40.40034009;-3.65879002;"CALLE";"PUERTO DE COTOS";"10";"28038";"CALLE DEL PUERTO DE COTOS,10";"11099377";"2010-05-24 00:00:00.0";"223910";"5PPL";"VIARIO";"50_LTS_EX"
"464985";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"449931.02";"4477147.29";"ETRS89";40.44347016;-3.59040001;"CALLE";"ARACNE";"33";"28022";"CALLE DE ARACNE,33";"31002601";"2010-05-24 00:00:00.0";"223983";"5PPL";"VIARIO";"50_LTS_EX"
"464992";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"450012.09";"4477348.77";"ETRS89";40.44529009;-3.58945996;"CALLE";"PIRRA";"14 D";"28022";"CALLE DE PIRRA,14 D";"31023226";"2010-05-24 00:00:00.0";"223990";"5PPL";"VIARIO";"50_LTS_EX"
"465016";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444165.69";"4472361.63";"ETRS89";40.39999113;-3.65795902;"CALLE";"PUERTO DE NAVACERRADA";"13";"28038";"CALLE DEL PUERTO DE NAVACERRADA,13";"11099329";"2010-05-24 00:00:00.0";"224015";"5PPL";"VIARIO";"50_LTS_EX"
"465163";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"446770.30";"4479553.48";"ETRS89";40.46495010;-3.62787005;"CALLE";"EL PROVENCIO";"22";"28043";"CALLE DE EL PROVENCIO,22";"20094726";"2010-05-24 00:00:00.0";"224177";"5PPL";"VIARIO";"50_LTS_EX"
"465172";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"446736.36";"4479429.40";"ETRS89";40.46383014;-3.62825995;"CALLE";"EL PROVENCIO";"16";"28043";"CALLE DE EL PROVENCIO,16";"20063258";"2010-05-24 00:00:00.0";"224186";"5PPL";"VIARIO";"50_LTS_EX"
"465217";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"446551.18";"4479737.09";"ETRS89";40.46659009;-3.63046999;"CALLE";"EL PEDERNOSO";"17";"28043";"CALLE DE EL PEDERNOSO,17";"31008285";"2010-05-25 00:00:00.0";"224235";"5PPL";"VIARIO";"50_LTS_EX"
"465280";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444232.85";"4471475.64";"ETRS89";40.39201411;-3.65709005;"AVENIDA";"ALBUFERA";"136";"28038";"AVENIDA DE LA ALBUFERA,136";"20028892";"2010-05-25 00:00:00.0";"224300";"5PPL";"VIARIO";"50_LTS_EX"
"465297";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"444229.83";"4471616.75";"ETRS89";40.39328511;-3.65713799;"CALLE";"PICO DE LA MALICIOSA";"11";"28038";"CALLE DEL PICO DE LA MALICIOSA,11";"11098481";"2010-05-25 00:00:00.0";"224319";"5PPL";"VIARIO";"50_LTS_EX"
"464928";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446330.11";"4479293.54";"ETRS89";40.46258010;-3.63304002;"CALLE";"SILVANO";"116";"28043";"CALLE DE SILVANO,116";"20066058";"2010-05-24 00:00:00.0";"223923";"5PPL";"VIARIO";"50_LTS_EX"
"464937";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"450775.14";"4477188.31";"ETRS89";40.44389009;-3.58045004;"CALLE";"NAVARIDAS";"9";"28022";"CALLE DE NAVARIDAS,9";"20090543";"2010-05-24 00:00:00.0";"223932";"5PPL";"VIARIO";"50_LTS_EX"
"464960";"Papelera";"162";"PIOVERA";"16";"HORTALEZA";"OPERATIVO";"446641.373";"4479188.082";"ETRS89";40.46165013;-3.62935999;"CALLE";"DIONISIO INCA YUPANQUI";"6";"28043";"CALLE DE DIONISIO INCA YUPANQUI,6";"20055348";"2010-05-24 00:00:00.0";"223956";"5PPL";"VIARIO";"50_LTS_EX"
"464978";"Papelera";"206";"REJAS";"20";"SAN BLAS - CANILLEJAS";"OPERATIVO";"450146.39";"4477114.88";"ETRS89";40.44319113;-3.58785801;"CALLE";"DEYANIRA";"21";"28022";"CALLE DE DEYANIRA,21";"20184281";"2010-05-24 00:00:00.0";"223976";"5PPL";"VIARIO";"50_LTS_EX"
"465286";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"446094.69";"4479839.27";"ETRS89";40.46748108;-3.63586301;"CALLE";"TRIBALDOS";"27";"28043";"CALLE DE TRIBALDOS,27";"11117195";"2010-05-25 00:00:00.0";"224306";"5PPL";"VIARIO";"50_LTS_EX"
"465324";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"446113.61";"4479970.90";"ETRS89";40.46866810;-3.63565103;"CALLE";"MINAYA";"8";"28043";"CALLE DE MINAYA,8";"20155729";"2010-05-25 00:00:00.0";"224347";"5PPL";"VIARIO";"50_LTS_EX"
"465343";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"446708.47";"4479919.13";"ETRS89";40.46824010;-3.62863003;"CALLE";"ACONCAGUA";"4";"28043";"CALLE DE ACONCAGUA,4";"31017762";"2010-05-25 00:00:00.0";"224367";"5PPL";"VIARIO";"50_LTS_EX"
"465355";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"446467.02";"4479989.35";"ETRS89";40.46885716;-3.63148395;"CALLE";"NEVADO DEL CUMBAL";"1";"28033";"CALLE NEVADO DEL CUMBAL,1";"20155817";"2010-05-25 00:00:00.0";"224379";"5PPL";"VIARIO";"50_LTS_EX"
"465384";"Papelera";"136";"NUMANCIA";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443370.82";"4472077.75";"ETRS89";40.39738010;-3.66730003;"AVENIDA";"ALBUFERA";"21";"28038";"AVENIDA DE LA ALBUFERA,21";"11101076";"2010-05-25 00:00:00.0";"224409";"5PPL";"VIARIO";"50_LTS_EX"
"465439";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445937.15";"4480105.72";"ETRS89";40.46987116;-3.63774394;"GLORIETA";"MAR DE CRISTAL";"3";"28043";"GLORIETA DEL MAR DE CRISTAL,3";"20049827";"2010-05-25 00:00:00.0";"224470";"5PPL";"VIARIO";"50_LTS_EX"
"465480";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445798.51";"4480348.60";"ETRS89";40.47205011;-3.63940004;"CALLE";"MAR ADRIATICO";"12";"28033";"CALLE DEL MAR ADRIATICO,12";"20076209";"2010-05-25 00:00:00.0";"224513";"5PPL";"VIARIO";"50_LTS_EX"
"465594";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445844.60";"4480391.56";"ETRS89";40.47244013;-3.63886003;"CALLE";"BURITICA";"8";"28033";"CALLE DE BURITICA,8";"11123183";"2010-05-25 00:00:00.0";"224634";"5PPL";"VIARIO";"50_LTS_EX"
"467198";"Papelera";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443514.19";"4470265.511";"ETRS89";40.38106413;-3.66545000;"CALLE";"CANDILEJAS";"80";"28018";"CALLE CANDILEJAS,80";"20080148";"2010-05-27 00:00:00.0";"226367";"5PPL";"VIARIO";"50_LTS_EX"
"467214";"Papelera";"132";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443465.55";"4470491.33";"ETRS89";40.38309514;-3.66604302;"CALLE";"PUERTO DE LA MORCUERA";"19";"28018";"CALLE DEL PUERTO DE LA MORCUERA,19";"11093854";"2017-03-13 00:00:00.0";"299271";"5PPL";"VIARIO";"50_LTS_EX"
"467324";"Papelera";"056";"CASTILLA";"05";"CHAMARTIN";"OPERATIVO";"441724.62";"4480289.30";"ETRS89";40.47124008;-3.68744998;"PASEO";"CASTELLANA";"246";"28046";"PASEO DE LA CASTELLANA,246";"11027300";"2010-05-27 00:00:00.0";"226500";"5PPL";"VIARIO";"50_LTS_EX"
"467338";"Papelera";"056";"CASTILLA";"05";"CHAMARTIN";"OPERATIVO";"441772.89";"4480501.18";"ETRS89";40.47315217;-3.68690005;"PASEO";"CASTELLANA";"268";"28046";"PASEO DE LA CASTELLANA,268";"11027323";"2010-05-27 00:00:00.0";"226515";"5PPL";"VIARIO";"50_LTS_EX"
"467450";"Papelera";"133";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443714.60";"4470592.14";"ETRS89";40.38402016;-3.66311801;"CALLE";"PAYASO FOFO";"40";"28018";"CALLE DEL PAYASO FOFO,40";"20082235";"2010-05-27 00:00:00.0";"226634";"5PPL";"VIARIO";"50_LTS_EX"
"465362";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"446506.71";"4480158.12";"ETRS89";40.47038008;-3.63103002;"CALLE";"NEVADO DEL CUMBAL";"9";"28033";"CALLE DEL NEVADO DEL CUMBAL,9";"20155829";"2010-05-25 00:00:00.0";"224386";"5PPL";"VIARIO";"50_LTS_EX"
"465475";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445803.10";"4480279.74";"ETRS89";40.47143009;-3.63934001;"CALLE";"MAR ADRIATICO";"8";"28033";"CALLE DEL MAR ADRIATICO,8";"20076206";"2010-05-25 00:00:00.0";"224508";"5PPL";"VIARIO";"50_LTS_EX"
"465519";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"446292.51";"4480374.12";"ETRS89";40.47231210;-3.63357496;"CALLE";"DAGUA";"4";"28033";"CALLE DE DAGUA,4";"11118791";"2010-05-25 00:00:00.0";"224553";"5PPL";"VIARIO";"50_LTS_EX"
"467188";"Papelera";"132";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"OPERATIVO";"443615.71";"4470445.46";"ETRS89";40.38269209;-3.66427001;"AVENIDA";"SAN DIEGO";"156";"28018";"AVENIDA DE SAN DIEGO,156";"11094203";"2010-05-27 00:00:00.0";"226357";"5PPL";"VIARIO";"50_LTS_EX"
"467263";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"444945.12";"4479350.22";"ETRS89";40.46300009;-3.64938000;"CARRETERA";"CANILLAS";"27";"28043";"CARRETERA DE CANILLAS,27";"11117561";"2010-05-27 00:00:00.0";"226434";"5PPL";"VIARIO";"50_LTS_EX"
"467313";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"444608.13";"4479583.49";"ETRS89";40.46507910;-3.65337497;"CALLE";"RICARDO SAN JUAN";"22";"28043";"CALLE DE RICARDO SAN JUAN,22";"11117757";"2010-05-27 00:00:00.0";"226489";"5PPL";"VIARIO";"50_LTS_EX"
"467368";"Papelera";"056";"CASTILLA";"05";"CHAMARTIN";"OPERATIVO";"441914.95";"4480235.65";"ETRS89";40.47077011;-3.68519998;"CALLE";"AGUSTIN DE FOXA";"27";"28036";"CALLE DE AGUSTIN DE FOXA,27";"11027440";"2010-05-27 00:00:00.0";"226549";"5PPL";"VIARIO";"50_LTS_EX"
"467505";"Papelera";"164";"PINAR DEL REY";"16";"HORTALEZA";"OPERATIVO";"445069.39";"4479993.15";"ETRS89";40.46880015;-3.64796997;"CALLE";"AGUSTIN DE ITURBIDE";"6";"28043";"CALLE DE AGUSTIN DE ITURBIDE,6";"20076425";"2010-05-27 00:00:00.0";"226696";"5PPL";"VIARIO";"50_LTS_EX"
"467519";"Papelera";"163";"CANILLAS";"16";"HORTALEZA";"OPERATIVO";"445475.84";"4480043.46";"ETRS89";40.46928014;-3.64318003;"AVENIDA";"GRAN VIA DE HORTALEZA";"94";"28043";"AVENIDA DE LA GRAN VIA DE HORTALEZA,94";"20047674";"2010-05-27 00:00:00.0";"226710";"5PPL";"VIARIO";"50_LTS_EX"
