ID,GEO_ID,Address_ID,COD_BARRIO,BARRIO,links_barrio,COD_DISTRITO,DISTRITO,links_district,ESTADO,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,CODIGO_INTERNO,MODELO
518185,518185_GEO,518185_Address_ID,086,Valverde,https://wikidata.org/entity/Q31132,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.50592711,-3.67797898,CALLE,CASTIELLO DE JACA,37,28050,270201,50_LTS_EX
518189,518189_GEO,518189_Address_ID,086,Valverde,https://wikidata.org/entity/Q31132,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.50828017,-3.67592995,CALLE,CAPISCOL,5,28050,270205,50_LTS_EX
518190,518190_GEO,518190_Address_ID,086,Valverde,https://wikidata.org/entity/Q31132,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.5062231,-3.67624898,CALLE,GRAÑON,18,28050,270206,50_LTS_EX
518191,518191_GEO,518191_Address_ID,086,Valverde,https://wikidata.org/entity/Q31132,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.50597413,-3.67463897,AVENIDA,CAMINO DE SANTIAGO,45 G,28050,270207,50_LTS_EX
518192,518192_GEO,518192_Address_ID,174,Los Rosales,https://wikidata.org/entity/Q10319807,17,Villaverde,https://wikidata.org/entity/Q919536,OPERATIVO,40.35080211,-3.68959104,CALLE,JOSE DEL PINO,54,28021,270208,50_LTS_EX
518197,518197_GEO,518197_Address_ID,086,Valverde,https://wikidata.org/entity/Q31132,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.50158912,-3.67204395,CALLE,CARDEÑUELA RIOPICO,9 D,28050,270213,50_LTS_EX
518198,518198_GEO,518198_Address_ID,086,Valverde,https://wikidata.org/entity/Q31132,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.4998391,-3.67740502,CALLE,VILLAVA,7,28050,270214,50_LTS_EX
518201,518201_GEO,518201_Address_ID,087,Mirasierra,https://wikidata.org/entity/Q31134,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.48675015,-3.71990001,CALLE,CERRO MINGUETE,11 A,28035,270217,50_LTS_EX
518209,518209_GEO,518209_Address_ID,088,El Goloso,https://wikidata.org/entity/Q10271137,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.50728414,-3.69376095,CALLE,MONASTERIO DE LIEBANA,5 B,28049,270225,50_LTS_EX
518211,518211_GEO,518211_Address_ID,088,El Goloso,https://wikidata.org/entity/Q10271137,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.50858114,-3.693043,AVENIDA,MONASTERIO DE SILOS,76,28049,270227,50_LTS_EX
518214,518214_GEO,518214_Address_ID,087,Mirasierra,https://wikidata.org/entity/Q31134,08,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,OPERATIVO,40.48989012,-3.72175002,CALLE,COLLADO DE MARICHIVA,39,28035,270230,50_LTS_EX
